,o3,site,latitude,longitude,randoms
o3_sim_Idaho Springs_1,48.73714,o3_sim_Idaho Springs_1,39.792467699999996,-105.49127,5.13e-05
o3_sim_Five Points_1,26.224916,o3_sim_Five Points_1,39.751171400000004,-104.987625,1.26e-05
o3_sim_Welby_1,30.07135,o3_sim_Welby_1,39.8381115,-104.94984,7.5e-06
o3_sim_Highlands Ranch_1,36.074028,o3_sim_Highlands Ranch_1,39.5677881,-104.957193,9.89e-05
o3_sim_Rocky Flats_1,47.569202,o3_sim_Rocky Flats_1,39.912783,-105.188587,1.6e-05
o3_sim_Boulder_1,33.82347,o3_sim_Boulder_1,40.0699498,-105.220238,6.62e-05
o3_sim_Chatfield Reservoir_1,35.67066,o3_sim_Chatfield Reservoir_1,39.534468000000004,-105.070358,2e-05
o3_sim_Sunnyside_1,25.647673,o3_sim_Sunnyside_1,39.7794121,-105.00518,7.79e-05
o3_sim_East Plains_1,42.527206,o3_sim_East Plains_1,39.6384643,-104.569335,5.77e-05
o3_sim_South Table_1,44.278374,o3_sim_South Table_1,39.7436857,-105.177989,3.83e-05
o3_sim_Idaho Springs_1,48.73714,o3_sim_Idaho Springs_1,39.7924551,-105.49127,6.39e-05
o3_sim_Five Points_1,26.224916,o3_sim_Five Points_1,39.7511379,-104.987625,4.61e-05
o3_sim_Welby_1,30.07135,o3_sim_Welby_1,39.8380811,-104.94984,3.79e-05
o3_sim_Highlands Ranch_1,36.074028,o3_sim_Highlands Ranch_1,39.5678639,-104.957193,2.31e-05
o3_sim_Rocky Flats_1,47.569202,o3_sim_Rocky Flats_1,39.9127784,-105.188587,2.06e-05
o3_sim_Boulder_1,33.82347,o3_sim_Boulder_1,40.0699473,-105.220238,6.87e-05
o3_sim_Chatfield Reservoir_1,35.67066,o3_sim_Chatfield Reservoir_1,39.5344221,-105.070358,6.59e-05
o3_sim_Sunnyside_1,25.647673,o3_sim_Sunnyside_1,39.7794089,-105.00518,8.11e-05
o3_sim_East Plains_1,42.527206,o3_sim_East Plains_1,39.6384423,-104.569335,7.97e-05
o3_sim_South Table_1,44.278374,o3_sim_South Table_1,39.7437147,-105.177989,9.3e-06
o3_sim_Idaho Springs_1,48.73714,o3_sim_Idaho Springs_1,39.792510899999996,-105.49127,8.1e-06
o3_sim_Five Points_1,26.224916,o3_sim_Five Points_1,39.7510867,-104.987625,9.73e-05
o3_sim_Welby_1,30.07135,o3_sim_Welby_1,39.838065799999995,-104.94984,5.32e-05
o3_sim_Highlands Ranch_1,36.074028,o3_sim_Highlands Ranch_1,39.5678595,-104.957193,2.75e-05
o3_sim_Rocky Flats_1,47.569202,o3_sim_Rocky Flats_1,39.9127871,-105.188587,1.19e-05
o3_sim_Boulder_1,33.82347,o3_sim_Boulder_1,40.0700098,-105.220238,6.2e-06
o3_sim_Chatfield Reservoir_1,35.67066,o3_sim_Chatfield Reservoir_1,39.53440500000001,-105.070358,8.3e-05
o3_sim_Sunnyside_1,25.647673,o3_sim_Sunnyside_1,39.779473,-105.00518,1.7e-05
o3_sim_East Plains_1,42.527206,o3_sim_East Plains_1,39.63852,-104.569335,2e-06
o3_sim_South Table_1,44.278374,o3_sim_South Table_1,39.7436585,-105.177989,6.55e-05
o3_sim_Idaho Springs_1,48.73714,o3_sim_Idaho Springs_1,39.7924735,-105.49127,4.55e-05
o3_sim_Five Points_1,26.224916,o3_sim_Five Points_1,39.751145,-104.987625,3.9e-05
o3_sim_Welby_1,30.07135,o3_sim_Welby_1,39.8380757,-104.94984,4.33e-05
o3_sim_Highlands Ranch_1,36.074028,o3_sim_Highlands Ranch_1,39.5677982,-104.957193,8.88e-05
o3_sim_Rocky Flats_1,47.569202,o3_sim_Rocky Flats_1,39.9127503,-105.188587,4.87e-05
o3_sim_Boulder_1,33.82347,o3_sim_Boulder_1,40.0700042,-105.220238,1.18e-05
o3_sim_Chatfield Reservoir_1,35.67066,o3_sim_Chatfield Reservoir_1,39.534413,-105.070358,7.5e-05
o3_sim_Sunnyside_1,25.647673,o3_sim_Sunnyside_1,39.779420200000004,-105.00518,6.98e-05
o3_sim_East Plains_1,42.527206,o3_sim_East Plains_1,39.638472,-104.569335,5e-05
o3_sim_South Table_1,44.278374,o3_sim_South Table_1,39.7436935,-105.177989,3.05e-05
o3_sim_Idaho Springs_1,48.73714,o3_sim_Idaho Springs_1,39.792442799999996,-105.49127,7.62e-05
o3_sim_Five Points_1,26.224916,o3_sim_Five Points_1,39.7510892,-104.987625,9.48e-05
o3_sim_Welby_1,30.07135,o3_sim_Welby_1,39.8380477,-104.94984,7.13e-05
o3_sim_Highlands Ranch_1,36.074028,o3_sim_Highlands Ranch_1,39.567806,-104.957193,8.1e-05
o3_sim_Rocky Flats_1,47.569202,o3_sim_Rocky Flats_1,39.9127916,-105.188587,7.4e-06
o3_sim_Boulder_1,33.82347,o3_sim_Boulder_1,40.0699309,-105.220238,8.51e-05
o3_sim_Chatfield Reservoir_1,35.67066,o3_sim_Chatfield Reservoir_1,39.5344576,-105.070358,3.04e-05
o3_sim_Sunnyside_1,25.647673,o3_sim_Sunnyside_1,39.779462300000006,-105.00518,2.77e-05
