,o3,site,latitude,longitude,randoms
o3_sim_Evergreen_12,22.291203,o3_sim_Evergreen_12,39.620324399999994,-105.33872,8.36e-05
o3_sim_Idaho Springs_12,41.82958,o3_sim_Idaho Springs_12,39.7924825,-105.49127,3.65e-05
o3_sim_Five Points_12,23.587902,o3_sim_Five Points_12,39.751102700000004,-104.987625,8.13e-05
o3_sim_Welby_12,15.17219,o3_sim_Welby_12,39.8380513,-104.94984,6.77e-05
o3_sim_Highlands Ranch_12,33.836597,o3_sim_Highlands Ranch_12,39.567881899999996,-104.957193,5.1e-06
o3_sim_Rocky Flats_12,40.79639,o3_sim_Rocky Flats_12,39.9127986,-105.188587,4e-07
o3_sim_Boulder_12,25.379478,o3_sim_Boulder_12,40.0700013,-105.220238,1.47e-05
o3_sim_Chatfield Reservoir_12,29.84588,o3_sim_Chatfield Reservoir_12,39.5344029,-105.070358,8.51e-05
o3_sim_Sunnyside_12,19.347275,o3_sim_Sunnyside_12,39.7794109,-105.00518,7.91e-05
o3_sim_East Plains_12,32.530663,o3_sim_East Plains_12,39.6384631,-104.569335,5.89e-05
o3_sim_Evergreen_12,22.291203,o3_sim_Evergreen_12,39.620369499999995,-105.33872,3.85e-05
o3_sim_Idaho Springs_12,41.82958,o3_sim_Idaho Springs_12,39.792458599999996,-105.49127,6.04e-05
o3_sim_Five Points_12,23.587902,o3_sim_Five Points_12,39.751088100000004,-104.987625,9.59e-05
o3_sim_Welby_12,15.17219,o3_sim_Welby_12,39.838076199999996,-104.94984,4.28e-05
o3_sim_Highlands Ranch_12,33.836597,o3_sim_Highlands Ranch_12,39.5678099,-104.957193,7.71e-05
o3_sim_Rocky Flats_12,40.79639,o3_sim_Rocky Flats_12,39.9127714,-105.188587,2.76e-05
o3_sim_Boulder_12,25.379478,o3_sim_Boulder_12,40.070001600000005,-105.220238,1.44e-05
o3_sim_Chatfield Reservoir_12,29.84588,o3_sim_Chatfield Reservoir_12,39.534460300000006,-105.070358,2.77e-05
o3_sim_Sunnyside_12,19.347275,o3_sim_Sunnyside_12,39.7794413,-105.00518,4.87e-05
o3_sim_East Plains_12,32.530663,o3_sim_East Plains_12,39.6384965,-104.569335,2.55e-05
o3_sim_Evergreen_12,22.291203,o3_sim_Evergreen_12,39.6203174,-105.33872,9.06e-05
o3_sim_Idaho Springs_12,41.82958,o3_sim_Idaho Springs_12,39.7924734,-105.49127,4.56e-05
o3_sim_Five Points_12,23.587902,o3_sim_Five Points_12,39.751116,-104.987625,6.8e-05
o3_sim_Welby_12,15.17219,o3_sim_Welby_12,39.8380875,-104.94984,3.15e-05
o3_sim_Highlands Ranch_12,33.836597,o3_sim_Highlands Ranch_12,39.5678094,-104.957193,7.76e-05
o3_sim_Rocky Flats_12,40.79639,o3_sim_Rocky Flats_12,39.9127397,-105.188587,5.93e-05
o3_sim_Boulder_12,25.379478,o3_sim_Boulder_12,40.0699357,-105.220238,8.03e-05
o3_sim_Chatfield Reservoir_12,29.84588,o3_sim_Chatfield Reservoir_12,39.534404800000004,-105.070358,8.32e-05
o3_sim_Sunnyside_12,19.347275,o3_sim_Sunnyside_12,39.779459,-105.00518,3.1e-05
o3_sim_East Plains_12,32.530663,o3_sim_East Plains_12,39.6384309,-104.569335,9.11e-05
o3_sim_140,44.45313,o3_sim_140,40.2452011,-105.7200012,5.21e-05
o3_sim_1,39.650196,o3_sim_1,39.3174019,-104.3799973,2e-06
o3_sim_2,29.023285,o3_sim_2,39.3174019,-104.4830017,4.97e-05
o3_sim_3,23.9275,o3_sim_3,39.3174019,-104.5859985,8.94e-05
o3_sim_4,21.862068,o3_sim_4,39.3174019,-104.6900024,9.4e-05
o3_sim_5,26.930933,o3_sim_5,39.3174019,-104.7929993,3.7e-05
o3_sim_6,24.959604,o3_sim_6,39.3174019,-104.8960037,2.24e-05
o3_sim_7,30.121017,o3_sim_7,39.3174019,-104.9990005,5.32e-05
o3_sim_8,28.719812,o3_sim_8,39.3174019,-105.1019974,5.01e-05
o3_sim_9,30.647087,o3_sim_9,39.3174019,-105.2050018,7.94e-05
o3_sim_10,30.141718,o3_sim_10,39.3174019,-105.3079987,4.51e-05
o3_sim_11,37.967358,o3_sim_11,39.3174019,-105.4110031,9.09e-05
o3_sim_12,42.12269,o3_sim_12,39.3174019,-105.5139999,8.14e-05
o3_sim_13,44.75403,o3_sim_13,39.3174019,-105.6169968,5.28e-05
o3_sim_14,41.204098,o3_sim_14,39.3174019,-105.7200012,3.44e-05
o3_sim_15,30.352661,o3_sim_15,39.4205017,-104.3799973,5.73e-05
o3_sim_16,33.42654,o3_sim_16,39.4205017,-104.4830017,4.46e-05
o3_sim_17,24.447094,o3_sim_17,39.4205017,-104.5859985,7.4e-05
o3_sim_18,21.79475,o3_sim_18,39.4205017,-104.6900024,8.57e-05
o3_sim_19,21.99064,o3_sim_19,39.4205017,-104.7929993,9.12e-05
o3_sim_20,18.506319,o3_sim_20,39.4205017,-104.8960037,6.09e-05
o3_sim_21,28.426973,o3_sim_21,39.4205017,-104.9990005,6.7e-05
o3_sim_22,33.007664,o3_sim_22,39.4205017,-105.1019974,9.2e-05
o3_sim_23,32.06471,o3_sim_23,39.4205017,-105.2050018,6.73e-05
o3_sim_24,33.871105,o3_sim_24,39.4205017,-105.3079987,1.71e-05
o3_sim_25,33.360584,o3_sim_25,39.4205017,-105.4110031,4.39e-05
o3_sim_26,38.01495,o3_sim_26,39.4205017,-105.5139999,4.27e-05
o3_sim_27,41.67807,o3_sim_27,39.4205017,-105.6169968,4.44e-05
o3_sim_28,39.025375,o3_sim_28,39.4205017,-105.7200012,8.5e-05
o3_sim_29,37.5943,o3_sim_29,39.5236015,-104.3799973,5.41e-05
o3_sim_30,34.83104,o3_sim_30,39.5236015,-104.4830017,9.03e-05
o3_sim_31,26.099096,o3_sim_31,39.5236015,-104.5859985,8.61e-05
o3_sim_32,28.627066,o3_sim_32,39.5236015,-104.6900024,2.6e-05
o3_sim_33,20.457222,o3_sim_33,39.5236015,-104.7929993,6.46e-05
o3_sim_34,25.961393,o3_sim_34,39.5236015,-104.8960037,5.44e-05
o3_sim_35,25.238426,o3_sim_35,39.5236015,-104.9990005,1.89e-05
o3_sim_36,28.704277,o3_sim_36,39.5236015,-105.1019974,8.38e-05
o3_sim_37,33.788116,o3_sim_37,39.5236015,-105.2050018,2.7e-06
o3_sim_38,29.974098,o3_sim_38,39.5236015,-105.3079987,1.07e-05
o3_sim_39,40.77258,o3_sim_39,39.5236015,-105.4110031,8.33e-05
o3_sim_40,40.424038,o3_sim_40,39.5236015,-105.5139999,6.93e-05
o3_sim_41,38.87535,o3_sim_41,39.5236015,-105.6169968,2.36e-05
o3_sim_42,40.157578,o3_sim_42,39.5236015,-105.7200012,9.66e-05
o3_sim_43,34.417004,o3_sim_43,39.6265984,-104.3799973,4.31e-05
o3_sim_44,36.571396,o3_sim_44,39.6265984,-104.4830017,7.61e-05
o3_sim_45,32.605484,o3_sim_45,39.6265984,-104.5859985,3.59e-05
o3_sim_46,28.78728,o3_sim_46,39.6265984,-104.6900024,9.99e-05
o3_sim_47,26.068659,o3_sim_47,39.6265984,-104.7929993,9.57e-05
o3_sim_48,13.2742195,o3_sim_48,39.6265984,-104.8960037,7.98e-05
o3_sim_49,12.285107,o3_sim_49,39.6265984,-104.9990005,8.81e-05
o3_sim_50,22.79102,o3_sim_50,39.6265984,-105.1019974,2.28e-05
o3_sim_51,32.04877,o3_sim_51,39.6265984,-105.2050018,5.7e-06
o3_sim_52,22.289354,o3_sim_52,39.6265984,-105.3079987,5.86e-05
o3_sim_53,31.3646,o3_sim_53,39.6265984,-105.4110031,3e-05
o3_sim_54,30.945732,o3_sim_54,39.6265984,-105.5139999,7.43e-05
o3_sim_55,36.415398,o3_sim_55,39.6265984,-105.6169968,7.8e-06
o3_sim_56,39.216705,o3_sim_56,39.6265984,-105.7200012,2.01e-05
o3_sim_57,34.058212,o3_sim_57,39.7296982,-104.3799973,6.38e-05
o3_sim_58,37.836506,o3_sim_58,39.7296982,-104.4830017,9.1e-06
o3_sim_59,30.962685,o3_sim_59,39.7296982,-104.5859985,2.91e-05
o3_sim_60,17.187195,o3_sim_60,39.7296982,-104.6900024,6.34e-05
o3_sim_61,25.850145,o3_sim_61,39.7296982,-104.7929993,7.45e-05
o3_sim_62,22.077644,o3_sim_62,39.7296982,-104.8960037,5.04e-05
o3_sim_63,10.1465225,o3_sim_63,39.7296982,-104.9990005,9.21e-05
o3_sim_64,11.1835785,o3_sim_64,39.7296982,-105.1019974,7.51e-05
o3_sim_65,29.761097,o3_sim_65,39.7296982,-105.2050018,5.83e-05
o3_sim_66,31.562872,o3_sim_66,39.7296982,-105.3079987,4.73e-05
o3_sim_67,28.917576,o3_sim_67,39.7296982,-105.4110031,3.26e-05
