,o3,site,latitude,longitude,randoms
o3_sim_Evergreen_12,27.311886,o3_sim_Evergreen_12,39.620370799999996,-105.33872,3.72e-05
o3_sim_Idaho Springs_12,45.80363,o3_sim_Idaho Springs_12,39.7924451,-105.49127,7.39e-05
o3_sim_Five Points_12,18.009563,o3_sim_Five Points_12,39.7511699,-104.987625,1.41e-05
o3_sim_Welby_12,14.570467,o3_sim_Welby_12,39.8380209,-104.94984,9.81e-05
o3_sim_Highlands Ranch_12,35.076916,o3_sim_Highlands Ranch_12,39.5678615,-104.957193,2.55e-05
o3_sim_Rocky Flats_12,38.366188,o3_sim_Rocky Flats_12,39.9127257,-105.188587,7.33e-05
o3_sim_Boulder_12,30.811487,o3_sim_Boulder_12,40.0699599,-105.220238,5.61e-05
o3_sim_Chatfield Reservoir_12,27.090572,o3_sim_Chatfield Reservoir_12,39.5343936,-105.070358,9.44e-05
o3_sim_Sunnyside_12,17.033302,o3_sim_Sunnyside_12,39.7794474,-105.00518,4.26e-05
o3_sim_East Plains_12,36.407463,o3_sim_East Plains_12,39.6384698,-104.569335,5.22e-05
o3_sim_Evergreen_12,27.311886,o3_sim_Evergreen_12,39.6203216,-105.33872,8.64e-05
o3_sim_Idaho Springs_12,45.80363,o3_sim_Idaho Springs_12,39.792453,-105.49127,6.6e-05
o3_sim_Five Points_12,18.009563,o3_sim_Five Points_12,39.7511187,-104.987625,6.53e-05
o3_sim_Welby_12,14.570467,o3_sim_Welby_12,39.8380266,-104.94984,9.24e-05
o3_sim_Highlands Ranch_12,35.076916,o3_sim_Highlands Ranch_12,39.5678561,-104.957193,3.09e-05
o3_sim_Rocky Flats_12,38.366188,o3_sim_Rocky Flats_12,39.9127977,-105.188587,1.3e-06
o3_sim_Boulder_12,30.811487,o3_sim_Boulder_12,40.0699612,-105.220238,5.48e-05
o3_sim_Chatfield Reservoir_12,27.090572,o3_sim_Chatfield Reservoir_12,39.5344101,-105.070358,7.79e-05
o3_sim_Sunnyside_12,17.033302,o3_sim_Sunnyside_12,39.779484200000006,-105.00518,5.8e-06
o3_sim_East Plains_12,36.407463,o3_sim_East Plains_12,39.6384476,-104.569335,7.44e-05
o3_sim_Evergreen_12,27.311886,o3_sim_Evergreen_12,39.620388299999995,-105.33872,1.97e-05
o3_sim_Idaho Springs_12,45.80363,o3_sim_Idaho Springs_12,39.7924262,-105.49127,9.28e-05
o3_sim_Five Points_12,18.009563,o3_sim_Five Points_12,39.751166000000005,-104.987625,1.8e-05
o3_sim_Welby_12,14.570467,o3_sim_Welby_12,39.838032999999996,-104.94984,8.6e-05
o3_sim_Highlands Ranch_12,35.076916,o3_sim_Highlands Ranch_12,39.567882499999996,-104.957193,4.5e-06
o3_sim_Rocky Flats_12,38.366188,o3_sim_Rocky Flats_12,39.9127892,-105.188587,9.8e-06
o3_sim_Boulder_12,30.811487,o3_sim_Boulder_12,40.0699811,-105.220238,3.49e-05
o3_sim_Chatfield Reservoir_12,27.090572,o3_sim_Chatfield Reservoir_12,39.5344312,-105.070358,5.68e-05
o3_sim_Sunnyside_12,17.033302,o3_sim_Sunnyside_12,39.779446300000004,-105.00518,4.37e-05
o3_sim_East Plains_12,36.407463,o3_sim_East Plains_12,39.6384688,-104.569335,5.32e-05
o3_sim_140,46.73768,o3_sim_140,40.2452011,-105.7200012,9.71e-05
o3_sim_1,40.054466,o3_sim_1,39.3174019,-104.3799973,6.38e-05
o3_sim_2,28.184158,o3_sim_2,39.3174019,-104.4830017,8.43e-05
o3_sim_3,24.273335,o3_sim_3,39.3174019,-104.5859985,8.9e-06
o3_sim_4,21.940727,o3_sim_4,39.3174019,-104.6900024,6.72e-05
o3_sim_5,29.497684,o3_sim_5,39.3174019,-104.7929993,5.92e-05
o3_sim_6,28.649754,o3_sim_6,39.3174019,-104.8960037,4.47e-05
o3_sim_7,27.286764,o3_sim_7,39.3174019,-104.9990005,7.87e-05
o3_sim_8,29.406254,o3_sim_8,39.3174019,-105.1019974,8.4e-05
o3_sim_9,33.69886,o3_sim_9,39.3174019,-105.2050018,4.84e-05
o3_sim_10,33.3046,o3_sim_10,39.3174019,-105.3079987,9.25e-05
o3_sim_11,35.681892,o3_sim_11,39.3174019,-105.4110031,4.24e-05
o3_sim_12,46.781002,o3_sim_12,39.3174019,-105.5139999,2.47e-05
o3_sim_13,45.825832,o3_sim_13,39.3174019,-105.6169968,9.69e-05
o3_sim_14,43.944798,o3_sim_14,39.3174019,-105.7200012,6.33e-05
o3_sim_15,30.399612,o3_sim_15,39.4205017,-104.3799973,8.5e-05
o3_sim_16,34.931458,o3_sim_16,39.4205017,-104.4830017,5.94e-05
o3_sim_17,27.026346,o3_sim_17,39.4205017,-104.5859985,2.09e-05
o3_sim_18,24.311693,o3_sim_18,39.4205017,-104.6900024,1.44e-05
o3_sim_19,23.76496,o3_sim_19,39.4205017,-104.7929993,8.91e-05
o3_sim_20,27.95675,o3_sim_20,39.4205017,-104.8960037,1.23e-05
o3_sim_21,29.618832,o3_sim_21,39.4205017,-104.9990005,5.16e-05
o3_sim_22,35.79271,o3_sim_22,39.4205017,-105.1019974,2.05e-05
o3_sim_23,32.821953,o3_sim_23,39.4205017,-105.2050018,9.5e-06
o3_sim_24,39.522015,o3_sim_24,39.4205017,-105.3079987,3.62e-05
o3_sim_25,36.444653,o3_sim_25,39.4205017,-105.4110031,9.12e-05
o3_sim_26,40.65195,o3_sim_26,39.4205017,-105.5139999,3.71e-05
o3_sim_27,41.687645,o3_sim_27,39.4205017,-105.6169968,9.16e-05
o3_sim_28,43.19587,o3_sim_28,39.4205017,-105.7200012,6.07e-05
o3_sim_29,36.756546,o3_sim_29,39.5236015,-104.3799973,7.83e-05
o3_sim_30,33.338898,o3_sim_30,39.5236015,-104.4830017,5.06e-05
o3_sim_31,27.47208,o3_sim_31,39.5236015,-104.5859985,1.27e-05
o3_sim_32,33.16975,o3_sim_32,39.5236015,-104.6900024,5.49e-05
o3_sim_33,21.780495,o3_sim_33,39.5236015,-104.7929993,8.26e-05
o3_sim_34,35.447487,o3_sim_34,39.5236015,-104.8960037,4.69e-05
o3_sim_35,31.34581,o3_sim_35,39.5236015,-104.9990005,2.4e-05
o3_sim_36,36.315056,o3_sim_36,39.5236015,-105.1019974,8.13e-05
o3_sim_37,34.88181,o3_sim_37,39.5236015,-105.2050018,1.72e-05
o3_sim_38,36.340584,o3_sim_38,39.5236015,-105.3079987,7.68e-05
o3_sim_39,45.219204,o3_sim_39,39.5236015,-105.4110031,3.73e-05
o3_sim_40,39.78183,o3_sim_40,39.5236015,-105.5139999,8.01e-05
o3_sim_41,37.61017,o3_sim_41,39.5236015,-105.6169968,6.52e-05
o3_sim_42,38.873882,o3_sim_42,39.5236015,-105.7200012,3.64e-05
o3_sim_43,34.485695,o3_sim_43,39.6265984,-104.3799973,2.59e-05
o3_sim_44,41.326317,o3_sim_44,39.6265984,-104.4830017,2.5e-05
o3_sim_45,35.254025,o3_sim_45,39.6265984,-104.5859985,1.95e-05
