,time,point,step,heightAboveGround,latitude,longitude,valid_time,metpy_crs,t2m,r2,gribfile_projection,y,x,point_latitude,point_longitude,time_point
0,2023-09-01 00:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-09-01 00:00:00,Projection: lambert_conformal_conic,299.2093,28.3,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-09-01 00:00:00 0
1,2023-09-01 01:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-09-01 01:00:00,Projection: lambert_conformal_conic,296.48145,33.2,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-09-01 01:00:00 0
2,2023-09-01 02:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-09-01 02:00:00,Projection: lambert_conformal_conic,294.96515,31.3,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-09-01 02:00:00 0
3,2023-09-01 03:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-09-01 03:00:00,Projection: lambert_conformal_conic,293.08154,30.7,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-09-01 03:00:00 0
4,2023-09-01 04:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-09-01 04:00:00,Projection: lambert_conformal_conic,292.40353,30.2,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-09-01 04:00:00 0
5,2023-09-01 05:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-09-01 05:00:00,Projection: lambert_conformal_conic,291.4777,31.3,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-09-01 05:00:00 0
6,2023-09-01 06:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-09-01 06:00:00,Projection: lambert_conformal_conic,290.40732,24.2,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-09-01 06:00:00 0
7,2023-09-01 07:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-09-01 07:00:00,Projection: lambert_conformal_conic,289.79272,24.2,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-09-01 07:00:00 0
8,2023-09-01 08:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-09-01 08:00:00,Projection: lambert_conformal_conic,289.63132,21.9,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-09-01 08:00:00 0
9,2023-09-01 09:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-09-01 09:00:00,Projection: lambert_conformal_conic,288.78345,25.4,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-09-01 09:00:00 0
10,2023-09-01 10:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-09-01 10:00:00,Projection: lambert_conformal_conic,288.5717,26.7,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-09-01 10:00:00 0
