,time,point,step,heightAboveGround,latitude,longitude,valid_time,metpy_crs,t2m,r2,gribfile_projection,y,x,point_latitude,point_longitude,time_point
0,2023-08-01 00:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-08-01 00:00:00,Projection: lambert_conformal_conic,296.1166,52.3,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-08-01 00:00:00 0
1,2023-08-01 01:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-08-01 01:00:00,Projection: lambert_conformal_conic,292.34283,72.5,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-08-01 01:00:00 0
2,2023-08-01 02:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-08-01 02:00:00,Projection: lambert_conformal_conic,290.73993,72.8,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-08-01 02:00:00 0
3,2023-08-01 03:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-08-01 03:00:00,Projection: lambert_conformal_conic,289.88596,97.2,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-08-01 03:00:00 0
4,2023-08-01 04:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-08-01 04:00:00,Projection: lambert_conformal_conic,289.92984,85.7,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-08-01 04:00:00 0
5,2023-08-01 05:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-08-01 05:00:00,Projection: lambert_conformal_conic,289.15088,90.5,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-08-01 05:00:00 0
6,2023-08-01 06:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-08-01 06:00:00,Projection: lambert_conformal_conic,288.20627,98.5,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-08-01 06:00:00 0
7,2023-08-01 07:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-08-01 07:00:00,Projection: lambert_conformal_conic,289.07727,87.2,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-08-01 07:00:00 0
8,2023-08-01 08:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-08-01 08:00:00,Projection: lambert_conformal_conic,288.5724,90.6,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-08-01 08:00:00 0
9,2023-08-01 09:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-08-01 09:00:00,Projection: lambert_conformal_conic,288.60876,76.7,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-08-01 09:00:00 0
10,2023-08-01 10:00:00,0,0 days,2.0,39.61702255786337,254.67598020035493,2023-08-01 10:00:00,Projection: lambert_conformal_conic,288.53424,63.2,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-08-01 10:00:00 0
