,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004382726909597568,0.005982253596829908,0.006870198130297391,0.007469386717071131,0.00787954892996947,0.008182024357476806,0.9055974366469748,0.8301628264824292,0.7832797148585952,0.7509726488260552,0.7297964689329526,0.7147913871772149
1,Chatfield Reservoir,0.005131515931849331,0.007513793464448946,0.009185043337734403,0.01046724592807072,0.011500167705368445,0.012345344716567935,0.8975333170632909,0.8140510795747955,0.7561551724582776,0.715773810440743,0.6864020676526512,0.6649201725909222
2,East Plains,0.005097253117023709,0.0075435561661444045,0.009153690375129479,0.010345051250004284,0.011256260840950758,0.01198126186881196,0.8667841876027447,0.7468497761718218,0.6582039901897039,0.5903692905217478,0.5400444460037135,0.5014027250313347
3,Evergreen,0.00501763985644296,0.007743034296886508,0.009585057398330717,0.010957099310593755,0.012071954235407684,0.012991204714943194,0.9247381662923715,0.8431650443022439,0.7826261024973301,0.7388170103278039,0.7028001982029258,0.6730312694001304
4,Five Points,0.009035616044867663,0.010598086553332612,0.010952875469981242,0.011695690896763516,0.012180851975085531,0.012473159022396665,0.7157975000880805,0.6075882848164531,0.5803810810285699,0.524260488998698,0.48648740139241786,0.46413631726600535
5,Highlands Ranch,0.0045086234613686835,0.006737547065712382,0.008213243505421991,0.009359375446327834,0.010314680376266677,0.011115814613726255,0.8868174999136785,0.7885469738872334,0.7279033589621068,0.684133458943031,0.646894103359209,0.6153763259117604
6,Idaho Springs,0.0050658383534107464,0.007528714662642838,0.00923160738615067,0.010536877707976351,0.011568884372604747,0.012392426669928732,0.8248465410576495,0.6830996174178814,0.582961273352619,0.5089976608625856,0.4558961083587205,0.42024932545635807
7,Rocky Flats,0.0055663243031368135,0.007630895365521567,0.0089223003457333,0.009876730764553993,0.010605592001232502,0.01116496112819703,0.8785109154887315,0.7758268873497133,0.694244738187531,0.6238063592033327,0.5643821347266438,0.5160673009445158
8,South Table,0.004719244723470743,0.006464862286231961,0.007580899481641334,0.00836116442999144,0.008944978644713823,0.009380876660383997,0.8697695787270833,0.7730485457501781,0.7053150451830257,0.658707662594926,0.6256118677008107,0.6035629323895659
9,Sunnyside,0.005853601185747811,0.008782310119544865,0.010610324034780664,0.011985235653773891,0.013094943865985932,0.013991086749453697,0.9032884845211184,0.8135636125945831,0.7625147392132031,0.7281569352607413,0.700633537003075,0.6794015721795642
10,Welby,0.005865809697862222,0.008584378026486475,0.01026163193420744,0.0114300714682274,0.012288605938113423,0.012920723371872488,0.9013989973951078,0.796478330038551,0.718717064028831,0.661851391396221,0.6204029131326447,0.5913244142009412
