,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004347943402389959,0.006044758290186769,0.0070715947182436656,0.007817870809650738,0.008355356327256475,0.008772154309027273,0.9091167543882018,0.8343729357505005,0.7854994530541205,0.7500027250188475,0.7266105063852748,0.7099011563359194
1,Chatfield Reservoir,0.004812871233956704,0.006736004521902212,0.007971629856955542,0.008855127139251252,0.009541326578250764,0.010087063747532099,0.8993308437528384,0.8169038732806193,0.7588985438079163,0.7178871082767013,0.6874853667639229,0.6652444389861033
2,East Plains,0.004475157535854969,0.006230712966030095,0.007311536485049646,0.00808004476704789,0.008648104501551393,0.00908693024800894,0.8713917512284919,0.7598531554890424,0.6795525972842849,0.618810138188292,0.5728783879305872,0.5369331827737518
3,Evergreen,0.004440199904612718,0.006434267221290949,0.007619892079224707,0.008395349722437035,0.008985783203396103,0.009453465539115385,0.9265999047078881,0.8476250053393766,0.7888821663754393,0.7469124081904897,0.7135836960264996,0.6866944885669818
4,Five Points,0.008546991044342981,0.010252492108345593,0.010886963771050437,0.011638893424219749,0.012169375164132865,0.012497030020120679,0.7431545174377368,0.6323514896766791,0.5878167568226258,0.5326022448808445,0.4925550482717903,0.46781747682267305
5,Highlands Ranch,0.004076194708169343,0.005779410648992881,0.006772178115980973,0.00751331258583242,0.008135358761457311,0.008666085005002117,0.8901094579177444,0.7953545919569798,0.7381802976233908,0.6970888982694304,0.6629631061987356,0.6341843264899683
6,Idaho Springs,0.004357365110800714,0.006093469661554372,0.0071906295456726065,0.00798550838933721,0.008578670145420908,0.009022628998195259,0.8368751719860065,0.7018418261436554,0.6072425982835346,0.5382612739441599,0.48913723999322634,0.45568146253299413
7,Rocky Flats,0.005470967338542057,0.007313114632189406,0.00845778933250801,0.00931990168502757,0.009996232211375336,0.01053474680465057,0.8791411040032954,0.7844933966178085,0.7117982273434418,0.6493000707563255,0.5953775829772101,0.5493664517929542
8,South Table,0.0045390123755531565,0.006084420860188453,0.007044593799039443,0.007695663352918527,0.00816786686323727,0.008512554841383146,0.8753030253797163,0.7863679514866286,0.7249434438557862,0.6828526810476744,0.6531513034180146,0.6329521419220385
9,Sunnyside,0.005264599497995582,0.007338937592481403,0.008337096525851257,0.00895169737565109,0.009409084859650224,0.009746849815742045,0.9069997879546172,0.8231059600540551,0.7763877376766045,0.747124825528588,0.7254524488258934,0.7101387573657076
10,Welby,0.005602049967532769,0.008035456146953645,0.00953582284289248,0.010599233716508295,0.011400361624654456,0.012003247902133071,0.9069627032301673,0.8134811186774286,0.7437480542798127,0.6903330929618714,0.6485779465743964,0.6169803750977899
