,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004217583786379931,0.005639087217236982,0.006356904174525958,0.006804694994695241,0.00707211590570076,0.007261615294883028,0.9092271101360906,0.8388499994615684,0.7965625710273813,0.7685090195774658,0.7513819178570966,0.7391569513874596
1,Chatfield Reservoir,0.004763943409925043,0.006646747259461381,0.007826916678873938,0.008633514013869747,0.009231448433484078,0.009692560449790643,0.9005398689248941,0.8210430392640993,0.7685805877257964,0.73552908430718,0.7137259419520657,0.6990367026824467
2,East Plains,0.004418776444441682,0.006069731927737261,0.007048848512248435,0.007735400117963449,0.00823382270139488,0.00861325816747549,0.8689051395476487,0.7541182362751655,0.6719969077102592,0.6101807142720403,0.564135661188484,0.5286559511014085
3,Evergreen,0.004464147075921926,0.0063826758379490235,0.007409832305679405,0.008025154541497858,0.00846136229469288,0.00879358073222352,0.9246726259689105,0.8468033734486902,0.7944850876758449,0.7596915542652464,0.7334712538165717,0.7126990935778781
4,Five Points,0.009690874909058183,0.011338651202800646,0.01100918300850704,0.011451499491557875,0.011907040989351721,0.012221562933252947,0.6860801413655648,0.5689943554016985,0.5778009158453117,0.5390098354150333,0.5029712428534163,0.47871281333092874
5,Highlands Ranch,0.00400822103561206,0.005570003994987319,0.006394401849355371,0.006954800662710255,0.007394734692381931,0.0077434145266646525,0.8901074785309725,0.7987061543139279,0.7477688306804016,0.7147048131584295,0.6893950876007231,0.6694956336382651
6,Idaho Springs,0.0042815243471379895,0.005823258867972649,0.006721205838774634,0.007327866503019181,0.007748754559661091,0.008037255905303766,0.8343992230277938,0.7006067924327328,0.6109437483368676,0.5486514523537263,0.506109020609592,0.47822469336969875
7,Rocky Flats,0.005595508028452494,0.007572479507048805,0.008792619918002583,0.009710447210302309,0.010443368644644438,0.011024756535536135,0.8753855139651954,0.7729142244851256,0.695226894645245,0.6302738908423114,0.5754375045793315,0.5307760848779826
8,South Table,0.004539982504159231,0.006035942136155877,0.006931528334184459,0.0074985745143845905,0.007878031099389749,0.008126678464284592,0.8733997514862948,0.7840098181110464,0.7240928014410796,0.685708276292148,0.660737647670652,0.6453656077510117
9,Sunnyside,0.0052550543398239705,0.007246946278728986,0.008106308333496277,0.008558583004405988,0.008867756841595116,0.00907721765228949,0.9056002735046322,0.8211802457952457,0.7768088138743419,0.7515159183296406,0.7336501754849202,0.7213371198868801
10,Welby,0.005611745678498762,0.007968089112286749,0.009351777834412054,0.01029019610494339,0.010987120833695935,0.011514171494770454,0.9051749591061158,0.8115741684651985,0.7436865083785731,0.6930767633828991,0.6537034908540189,0.6234572228161692
