,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004605364730357671,0.0065771882369592,0.007833035596225873,0.008779103657678266,0.009485211603194472,0.01003824389525173,0.9088789638677021,0.8365746063869681,0.7924735219802413,0.7625172821760561,0.7440446135475938,0.7310411344228767
1,Chatfield Reservoir,0.004921330186857467,0.007018072431008602,0.008410711001723,0.009436660945233643,0.010231804052978058,0.01085411360153906,0.9011174848104894,0.824020061627546,0.7748606573175547,0.7442999990767176,0.7242292075238683,0.7111596125454036
2,East Plains,0.005078650804418261,0.007622093963783162,0.009430224804830111,0.010854841191269206,0.011987764737940708,0.012890279153164737,0.8705974698354733,0.7559945822233692,0.6705238160197826,0.6033008068408496,0.5513557656843087,0.5106565596143929
3,Evergreen,0.005151599295547517,0.007989425146255677,0.009972908029893411,0.01152600196449555,0.012826040012551065,0.013924166910375525,0.928877516015271,0.8573936471409057,0.8073173162883106,0.773669488747847,0.747934455788308,0.7273697209999248
4,Five Points,0.009637749095831458,0.01199260466931029,0.0135306316627902,0.015073626266441407,0.01625250433185349,0.017106612153987233,0.7116812651051367,0.6178598584381506,0.5840236067076675,0.53370550064728,0.49664915255211284,0.4733743546943656
5,Highlands Ranch,0.004115341248636107,0.005805175905141908,0.006753103525704543,0.007438220776174911,0.007989775648468422,0.008441949043850438,0.8902530583748897,0.7982298048795791,0.7462014557999122,0.7112224571668357,0.6839463850389114,0.6616768259989404
6,Idaho Springs,0.004684849153668521,0.006973810861061204,0.008610665328377207,0.009927778679124205,0.011008366414108645,0.011896219700301186,0.8395947073419601,0.7036260332488627,0.608394654042451,0.5394849414907452,0.4906457407960514,0.45684009049671837
7,Rocky Flats,0.005942235814899657,0.008385768370166465,0.010120310496725047,0.011535286834411358,0.012717463617189364,0.013698684721948396,0.8791034155248973,0.780958873368109,0.7023645131429788,0.6329592086480016,0.5717420029564881,0.5196693722400334
8,South Table,0.004966615013891951,0.007182368080374459,0.008790499713679832,0.010026539130657873,0.011006163481259733,0.011787337624670019,0.8754755902113858,0.7857313389726617,0.7233814549026656,0.6809200623627814,0.6509008390727247,0.629614047243879
9,Sunnyside,0.005359024636083178,0.007534128095175115,0.00862337925114115,0.009296847816440463,0.009786114334889394,0.01013775261290423,0.9054727690359685,0.8196610759634699,0.7718852238933089,0.7432840874170392,0.723327261944589,0.7098519049027747
10,Welby,0.005856622091071333,0.008516387134393169,0.01025294961485971,0.011540114661735493,0.012530058965659572,0.013277159043693008,0.904982844216671,0.8105370312924944,0.7397682396765841,0.6854597501098221,0.6436833694494966,0.6130590534975685
