,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004562436633612839,0.006585277796364053,0.007886312958654317,0.008856578034468087,0.009566915369715026,0.01010848554667001,0.9099957311112944,0.8375619720407683,0.7921072604181417,0.7599680623749347,0.7387412286212415,0.7231786319872123
1,Chatfield Reservoir,0.0051785973970986604,0.007720304025843682,0.009524221824771223,0.010911457632852131,0.012002643951104936,0.012853063710147265,0.9015014556510939,0.8247839661492565,0.7752662041923396,0.7427467289699279,0.7195068915118976,0.7026986908901207
2,East Plains,0.0048903626302215725,0.007182242171148406,0.008724275218789181,0.009891196492660712,0.010793899514180508,0.011508086519621787,0.8642775040638575,0.7409228693481558,0.6525938042207272,0.5871172961088555,0.5388320197202685,0.5016876848160371
3,Evergreen,0.004746984852354097,0.006989039058095456,0.008367589620972936,0.009327821946936533,0.010078532435930404,0.010697942333927282,0.9257567052459454,0.8524191335558703,0.8025529013028404,0.7698386795756812,0.7461365412000911,0.7280353957717998
4,Five Points,0.009298330948609696,0.010762117605917035,0.01126215178502593,0.012085685854655187,0.01265500907458462,0.012997231759789476,0.7073928329220032,0.6089357333446745,0.5772051842189956,0.5219226019593183,0.48365930872654395,0.4616631833091197
5,Highlands Ranch,0.004300282587084479,0.0063362170386574955,0.0076266155126011185,0.008597816222881458,0.009357416825925035,0.009948039660259091,0.8896182742216652,0.796418251269482,0.7430441171425118,0.7075422015762127,0.6811780262995595,0.660650092778438
6,Idaho Springs,0.004264093449158904,0.005810387380558715,0.006693411942987584,0.0072870230259346165,0.0076933262729728105,0.007976713990729876,0.8363175795808916,0.7040366720404383,0.6167096613820875,0.5549846092102598,0.5127851221534466,0.4845575745076063
7,Rocky Flats,0.0056571383516241915,0.007785616202273999,0.00917465978364678,0.010244367854040485,0.011111858964485728,0.011818255242734508,0.8760545182759351,0.7716222794511921,0.689707127518967,0.620731861875989,0.5621096502635325,0.513464375490627
8,South Table,0.004854917647441308,0.00692242408669196,0.008347825416949955,0.009400750195560295,0.010206011965895488,0.010813354282117065,0.8755483589193765,0.7875628637886832,0.7294866612490061,0.6908208720384437,0.6634251136684762,0.6445252525911294
9,Sunnyside,0.005356622901209722,0.00758969380769379,0.008740792523631085,0.009465621370666007,0.009977255610076424,0.010319169419858342,0.9056724927124495,0.8179713849617939,0.7660747467584776,0.7321495275207548,0.7077650081929232,0.6917992156547135
10,Welby,0.005896893452051514,0.008660373609977599,0.01046901856007391,0.01178888462906277,0.012763131476957158,0.01345634635466141,0.9028389146286575,0.8036078564157414,0.7285500773742823,0.670900789469812,0.627559254473054,0.5971411181180633
