,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004330964502760916,0.005932996934606842,0.006791522334944805,0.007330844823913112,0.007663255113126809,0.007878588394115189,0.9065570115310948,0.8299752227501536,0.7822821188718597,0.7500688243167185,0.7297623415045832,0.7158184658848126
1,Chatfield Reservoir,0.004675726980175921,0.006423753487876323,0.007471022433019368,0.008139532263674507,0.008585659324812873,0.008877639564755286,0.8989800868395511,0.8167784826449971,0.7599014426827426,0.7224116059473149,0.6969967651017681,0.6796071502735297
2,East Plains,0.004393405555942654,0.006004071501667764,0.006920473604119478,0.007547258336081929,0.007981298303628388,0.00829338198204037,0.8737369747736954,0.7666462685738831,0.6904525761749392,0.6308681740784303,0.5859062485267696,0.551392001923257
3,Evergreen,0.004672797087799909,0.0069226633991768685,0.008223283655613972,0.009044266752350491,0.009616205160317129,0.010005506807649011,0.9230148336664928,0.8368067527198058,0.7750847629360857,0.7330727422204262,0.7011468015631206,0.6772889518407812
4,Five Points,0.009461658552413472,0.010955599860224728,0.011173595319099444,0.011799343726474672,0.01234458945851719,0.012477339556245231,0.6869406698687113,0.5720889391573829,0.5531765167585109,0.503954308577407,0.4569540560279757,0.4472046603188041
5,Highlands Ranch,0.0038935393238999005,0.005343791992662123,0.006049590347540044,0.006483872284049358,0.006800252431516544,0.007031084905596162,0.8922317664558083,0.8000101304306328,0.7479210741648377,0.7144055985859314,0.6885171833725228,0.6683809523024553
6,Idaho Springs,0.004347915732207106,0.005948789190229886,0.006886898004515194,0.007512985838619529,0.007930304871097098,0.008204294923590023,0.8326045273623924,0.6991874615347419,0.6059928299944994,0.5383648688717843,0.4920607783921054,0.4616945837207401
7,Rocky Flats,0.005679383283963184,0.00776880145769274,0.009042848898045278,0.00996591896294701,0.01063503509438117,0.011118621159591701,0.8793890597268302,0.7836422512154243,0.7109095256679229,0.6472038085674168,0.5927260623768342,0.5479124046003071
8,South Table,0.004487694852575967,0.005945563785144437,0.006796282672031966,0.0073221974165463685,0.007665069001087169,0.007880861064868155,0.8748104985102525,0.7866136096674713,0.7276250781405106,0.6907823338785429,0.6675053320306882,0.654069121718283
9,Sunnyside,0.005405222810452816,0.007658749602339271,0.008775220615054459,0.009463983679487628,0.009943896317297791,0.010263918352079843,0.9040127263540826,0.8162625528476686,0.7713151690745617,0.7473790806313678,0.7311859470417081,0.7199567251202602
10,Welby,0.005733318674426316,0.00831919244742315,0.009885382775392396,0.01092304159024768,0.01165746702999134,0.012150827947100285,0.9058716783069519,0.8087560969534296,0.7353101689144337,0.6779766352103722,0.6321137999817805,0.5983275418906018
