,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004411266456071518,0.005956929911263756,0.0067465541815988385,0.007228938165685672,0.007533878775599439,0.007748955182476453,0.9016810579080221,0.8253521509050544,0.7835773064384162,0.7589964698142719,0.7430996742249776,0.7296075393473118
1,Chatfield Reservoir,0.004728620612379936,0.006368071682473127,0.007304352147003292,0.007869737298408114,0.0082331514225906,0.008476467858750324,0.8945231534368324,0.8111673198442794,0.7556586544448026,0.7222304308274516,0.7018662063993698,0.6886700866223432
2,East Plains,0.004590499351589836,0.006394634736032598,0.007455959558897493,0.008155575369813227,0.008625450067408603,0.00896024690047718,0.8643049434864758,0.7410005204759895,0.6494610294791416,0.5806765346947012,0.5313696141469226,0.4950135605610495
3,Evergreen,0.004819912253999042,0.007143264974432498,0.008435490880394234,0.009214491587089674,0.00976129868502166,0.010172539104429102,0.9161867184552509,0.8204793605424412,0.7561932546720432,0.7171973617843355,0.6881730090680548,0.6632486563048151
4,Five Points,0.00913854290380875,0.011451142422811067,0.011420266146766365,0.011941998442828434,0.01231407680706148,0.012375319206453583,0.7062458557639032,0.544829412677945,0.5357553899760465,0.49004125187262404,0.45754519322269904,0.4523966949339743
5,Highlands Ranch,0.00399383538850778,0.005435259625329302,0.006109310025468271,0.006503746532483901,0.006781192361254505,0.006983214153293518,0.885465612058022,0.7891758982287669,0.7364487620852247,0.7036184467909117,0.6781244849299379,0.6574191370639526
6,Idaho Springs,0.004389286808919685,0.00587205129686649,0.006682231784284583,0.007196790290364067,0.00752118627327005,0.007725867215305174,0.8253370524825977,0.6904055005329772,0.5997830600929805,0.5360186936054676,0.49388907270949056,0.46666375634745483
7,Rocky Flats,0.005704343125211901,0.00784640256941007,0.009169818502754763,0.010111567658742025,0.01079544238826231,0.011298612735868427,0.8761747308917789,0.7712248719832362,0.687540572875373,0.6145168865837731,0.5531826023311163,0.5039504108205668
8,South Table,0.004541829520509799,0.005927677716775655,0.006703722013273872,0.007154346008006914,0.007438321704059128,0.007612096056437885,0.8696138661727304,0.7798357613004863,0.7209672591829597,0.6847045537431139,0.6606823054840074,0.6454154971714994
9,Sunnyside,0.005563696353435698,0.007915406977613322,0.00908061537270314,0.00977633776670379,0.010265444007548424,0.010610811420203897,0.8975071511953299,0.8009003505727242,0.7533238747492903,0.7324516983812399,0.7203547459673701,0.7117024886492047
10,Welby,0.0058205925794301,0.008407389465715674,0.009907629450892247,0.010851414190695411,0.011478476244343293,0.011893123584416325,0.8988819065172966,0.7909392793000549,0.7124991072786832,0.6570664231171066,0.616217944481007,0.5861689962679963
