,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004532134774815913,0.006397351139910475,0.007515747649846757,0.008284880629232244,0.008833146210905423,0.009243719061440772,0.9071867375288615,0.8320555117431727,0.7828860989363634,0.7465792453929976,0.7202463733601708,0.6998507129604338
1,Chatfield Reservoir,0.004882104758273761,0.006902409305998261,0.008215728625218164,0.009145865872896794,0.009857846373485331,0.010409414507887158,0.897789336327204,0.8137136088442042,0.7538310330132783,0.7115147247475371,0.6794960997369905,0.6549988237613571
2,East Plains,0.004523182597210779,0.006272965467630093,0.007271949649511299,0.007945758409872227,0.008427987659487275,0.008791683709528795,0.870003749560582,0.7546732162373201,0.673523082375401,0.6131383446207808,0.5679068818805107,0.5330193998529745
3,Evergreen,0.004827683432263871,0.00716638511212985,0.008508030257989595,0.009418334654077067,0.010114007287882976,0.010661993558295429,0.9215816132944877,0.8367449258940629,0.7796705671683171,0.741081663283238,0.711596424806288,0.6878720323110082
4,Five Points,0.009191478578443057,0.010918241476093226,0.010963983440811812,0.011619992589548711,0.012069334628226193,0.012318059492024516,0.7024711688658554,0.5767583442175778,0.5739973332780308,0.5231095695376211,0.48590466605067295,0.46472018784312163
5,Highlands Ranch,0.004065440550418362,0.005654131803917993,0.0064970596605244835,0.007067185266821012,0.007510265975707931,0.007860538911343824,0.8865723519188667,0.7886541847691597,0.7309670890983169,0.6906662945161621,0.6576476011534547,0.630360406810978
6,Idaho Springs,0.00456359566799862,0.006415578967619507,0.00755448381704749,0.008377928883314996,0.008997351294508576,0.009461311659980003,0.8309486578077353,0.6955610586897588,0.602090864357074,0.5335026551895298,0.4841395533751979,0.45067390301390686
7,Rocky Flats,0.00564696774970964,0.007763684233442837,0.009087628498795275,0.010051778918369727,0.010788625025489572,0.011354413020621451,0.881454300739192,0.7865607359229627,0.7137458021193018,0.6507658206263108,0.5955153807792655,0.5489195766947859
8,South Table,0.004625174563885022,0.006263923467625187,0.007279614325395128,0.007948553581698742,0.008421276470411802,0.008764114866933629,0.8734570915878485,0.7821957723487768,0.7185016801593721,0.6755322918700222,0.6455988560925755,0.6248134911554588
9,Sunnyside,0.005637158799734599,0.008182679826731267,0.009614508672814388,0.010592117748902993,0.011335378939990478,0.011902132748722288,0.9037558818453799,0.8170977748091404,0.7695778059751397,0.7402175344287583,0.7177447668432559,0.7002257636994269
10,Welby,0.005763071019581994,0.008269830505414957,0.009752991456359179,0.010742398646822965,0.011443737313204885,0.011939382059651917,0.9026940227168778,0.8029308663669754,0.7292029899748989,0.6740916391287296,0.6323785272103708,0.6020804920946974
