,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004436598041067445,0.006078558390446508,0.006949408552804259,0.007491958376503951,0.007841916234215925,0.008075871366467873,0.900287988399747,0.8144730127327784,0.7606285454703927,0.7264145690433585,0.7054250790769272,0.6923715681838019
1,Chatfield Reservoir,0.0048890919834124235,0.006869684121079559,0.008137273266691402,0.009000913713372366,0.009615564540771488,0.010045465292250312,0.8961210959347072,0.8109867267161447,0.7537407491764441,0.7180564192848681,0.6963948720183248,0.6839035936312599
2,East Plains,0.004728588251779555,0.00674770062573447,0.008007519583265356,0.008883670823625072,0.009515753901280831,0.009968923398854777,0.8609545657274909,0.7313797492415037,0.6400873811808934,0.5764819182167862,0.5324395907733959,0.5017562548313264
3,Evergreen,0.004759472189019434,0.007045983909371785,0.00830815536908892,0.009086421282525174,0.009658228169575013,0.010087475981596282,0.9191612258326722,0.8271182468440712,0.7645996385144418,0.7244649904743015,0.6953896762057088,0.6744120454047497
4,Five Points,0.009267333711787916,0.011702059951263229,0.011874272187847023,0.012601548206506052,0.013180949663901993,0.013472424491128836,0.7078258300435445,0.554479785733677,0.5391442277480125,0.4865359592266807,0.44788857284381667,0.42993664693805955
5,Highlands Ranch,0.0040546682443906796,0.00566464980740751,0.006509898932082407,0.007044087634465477,0.007446401784067974,0.0077516885651504825,0.8857031515380231,0.7852309545647338,0.7258870475152981,0.6881695451236736,0.6599302657195667,0.6385595141624898
6,Idaho Springs,0.004329579072804661,0.0057772032809385665,0.006578868186258672,0.007100802370311806,0.007446264761079363,0.007668253947535423,0.8281780079135217,0.6956310885700605,0.6088416621980526,0.5488272821007614,0.507914390700315,0.4812361822433254
7,Rocky Flats,0.005775477437655585,0.008013470182596124,0.009426674199863216,0.010494056820267399,0.011356117865992625,0.012043659838984597,0.8730256553681582,0.7632355909120846,0.6794639501450259,0.6104354983504781,0.5526667969476189,0.5063332767335968
8,South Table,0.004585276442283191,0.006098431864711897,0.006978581417514784,0.007504384175081811,0.007850037609866523,0.008072911503971223,0.8711977726035998,0.780130853326611,0.7202911195551976,0.6833293237415373,0.6590905990003582,0.6439377264718422
9,Sunnyside,0.005417887555838574,0.007600881652967833,0.008579302250186542,0.009107954986377755,0.0094644678196798,0.00970572168430035,0.8996296413373043,0.8034715342516423,0.7511768699291594,0.7215144673730648,0.7017267164931041,0.6887804948959775
10,Welby,0.005761524768478434,0.008313986846262807,0.009811575825608529,0.010780934030872467,0.011465652205651001,0.011939942300665666,0.90024115551039,0.7925623276657539,0.711665071833163,0.6534884102188714,0.6109162992259459,0.5816276027471926
