,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.0048009030430012445,0.0071005572684914005,0.008667904026298384,0.009854366148714239,0.010743302858800806,0.01143733278727866,0.9102531836309963,0.839616997844037,0.7947660133325625,0.7630515224241203,0.7426792480897877,0.7283272128888855
1,Chatfield Reservoir,0.004916015710459159,0.0069978650495933666,0.008374694011906807,0.009368185538483311,0.010123092853969288,0.01069985054982587,0.9020634822412185,0.8258190814765294,0.7753210489390225,0.7416781914083681,0.7180514573829955,0.7018205311218293
2,East Plains,0.004812494779590623,0.006981702694756702,0.008392424051050167,0.009394554985013695,0.010109274129173713,0.01063381019443989,0.8585423321168054,0.7252649247376937,0.6293171565707447,0.560990181725241,0.5136499141306307,0.4796441787034632
3,Evergreen,0.004451650754669048,0.006326595959525543,0.007390736829590932,0.008048340562672032,0.008514317512583273,0.008854476552466422,0.9256887087112551,0.8507289786907832,0.7974568000980604,0.7608889701790496,0.7332872720234141,0.7122109809431197
4,Five Points,0.009793165591716245,0.011232011548112607,0.011572426321854321,0.012363828366173033,0.012943937980548277,0.013312063736434678,0.6866187045944252,0.591856632413011,0.5766112569892798,0.5289552446452357,0.4937709139350567,0.47263016161752547
5,Highlands Ranch,0.004107989337395358,0.0058218713770778,0.0068070077520214186,0.007526321813272202,0.008099250912561855,0.008562335628031763,0.8903495094241636,0.7982521568283079,0.7453664858368259,0.7088927557762509,0.680495584812481,0.6580095410199882
6,Idaho Springs,0.004399162358145681,0.006188678415763216,0.007331685628125592,0.008140632281524838,0.008726704110174736,0.009158218620634605,0.8381045177617239,0.7057908368059067,0.6152336812475149,0.5530386708588496,0.5115654244404619,0.48441715982168343
7,Rocky Flats,0.005808184331384175,0.008146630929523373,0.009709807167274704,0.01089300079924149,0.011817997586766407,0.012546895005575546,0.8740023573139543,0.767224061831221,0.6824154467438368,0.6116855651600173,0.5531720086704861,0.5059662218689769
8,South Table,0.004524889597932945,0.006025418695614203,0.006938881656347338,0.0075442159811147085,0.007971335255060365,0.008273748152607943,0.8762516856322019,0.7915487896421021,0.7354264827995889,0.6987998228321173,0.6741070688434079,0.658009099512308
9,Sunnyside,0.0055998243217905185,0.008213304761635792,0.009754948925327843,0.010842423103224053,0.011669571085731011,0.012292907134788577,0.9071179561640889,0.8234270516076606,0.7764836222398585,0.7468288609980083,0.7248701636428028,0.7091990012492662
10,Welby,0.006056332286633155,0.00907984066309601,0.011120067497708771,0.012624520909117599,0.013751889663587924,0.01459325205754489,0.9048444298546929,0.8097048792895187,0.7400209989265167,0.6875059959880752,0.6477134257320418,0.6183218668066442
