,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.00423012147245429,0.005687102981560259,0.006448231842010533,0.0069441092861923254,0.007246458312082521,0.007457385317457936,0.9105993147544763,0.8416067983913879,0.7999402282878842,0.7713625395811259,0.7540483249111697,0.7420925005403964
1,Chatfield Reservoir,0.004746834596421296,0.006533047845250191,0.007610322535236972,0.008328954589443303,0.008852702039227032,0.009246749711553677,0.9016107456870974,0.8269340949309796,0.7792221521701038,0.7490440654283056,0.7286168248104901,0.714491330927955
2,East Plains,0.004519079233292352,0.0063020407102846445,0.007375008695580861,0.008103841803782633,0.008615224058254297,0.008993585946500276,0.8644828035525819,0.7412545172849179,0.6547862141163643,0.5939170382455244,0.5511393617582481,0.5193419487865043
3,Evergreen,0.004421226249593197,0.006253335178193602,0.007262868410364097,0.0078736793145208,0.008314379424681566,0.008649320465561973,0.9271860057815592,0.8559765162416946,0.8078692403078206,0.776496143155857,0.7532527954884287,0.7355256773509349
4,Five Points,0.009587584773275974,0.010857024021281072,0.011101690129200667,0.011762298662350304,0.012234675114161217,0.012535871809289518,0.6934012807462296,0.6020560114791578,0.5848083414006933,0.5393231513291392,0.5061708010973736,0.48538952143119385
5,Highlands Ranch,0.0039295407049500675,0.005367650530465049,0.006069510674650244,0.0065150755771961975,0.006847674654031885,0.007110834588172475,0.8920921804091226,0.8046811233179982,0.7564284807968693,0.7250872876102943,0.7013993250882633,0.6823857583140757
6,Idaho Springs,0.004238689300775811,0.005827064671543468,0.006730451763194494,0.0073291790501132355,0.007741541765634831,0.008026112414216458,0.8395205253027083,0.7063425231742528,0.6193215795753834,0.5602569968881996,0.5210657246068879,0.4963480075201683
7,Rocky Flats,0.005522319731061318,0.007466215631138418,0.008688958024027032,0.009578254385183518,0.01025449789212675,0.010768487059276249,0.8768324055886547,0.774935996400131,0.6937674956144009,0.6262522093367001,0.5709839886744446,0.5273042775272008
8,South Table,0.0045323535536058515,0.005982928082470005,0.006821398727437166,0.007345508812568764,0.0076915071513564285,0.007918408455104156,0.874182644071877,0.7892059602410695,0.7355744217502473,0.7026934666417235,0.6821715202665302,0.6695883208128446
9,Sunnyside,0.005183000484310191,0.007135282493224349,0.008013989636800405,0.00850239691416525,0.008830445801936735,0.009041263203507994,0.9090041078847778,0.829578332155738,0.7871698116576623,0.7623168817778982,0.7452458043227148,0.7341841813294174
10,Welby,0.005571762160496944,0.007884876841660846,0.009234349927780647,0.010133443152521935,0.010763610124179271,0.01120476838611721,0.9059172547992339,0.8126374818744697,0.7447168545477483,0.694680908944806,0.6577430092062152,0.6312656532047227
