,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.0042553276746635635,0.0057032394058308105,0.0064479851592483635,0.006922290832870882,0.0072176364086654924,0.007423755187891925,0.9081865973984828,0.8358307072354569,0.7910959435837853,0.7600541834620586,0.7398922651700361,0.7254204944725553
1,Chatfield Reservoir,0.004665992456887968,0.006287236809630928,0.007194111382614751,0.007756412731671207,0.008139808833143811,0.00841332375016831,0.8983049485933591,0.8172455237551902,0.7631836754342882,0.7274613231055033,0.7026738473983913,0.6851757217585679
2,East Plains,0.004563740740803073,0.006312482283202989,0.007352979548026618,0.008070704640689017,0.008584077219192894,0.008966217565918637,0.8639069166667844,0.7410218005318941,0.6519316973015055,0.5864675136054085,0.5397255322850932,0.5056450351710595
3,Evergreen,0.0045573038103536075,0.006618928628856121,0.007846058716108106,0.008633889402620797,0.009202816790429467,0.009620473820900224,0.9244366641899671,0.8425584070435516,0.7806727489506547,0.736405653951156,0.702010630761539,0.675521238945773
4,Five Points,0.008851580653228512,0.01043656284559465,0.010922690088453167,0.011697273811207396,0.0122171540240723,0.012542072319637181,0.7264191815609398,0.6204680911832219,0.5866234236004138,0.5294540420063266,0.4899179073031519,0.4654122501947713
5,Highlands Ranch,0.003988339307665049,0.00546350655114275,0.006193844512450338,0.0066701902508452615,0.00703695118175701,0.007327483266768538,0.885834998260346,0.7866926097123669,0.7274111937676649,0.6855153766178899,0.6514988832308732,0.6236134527344274
6,Idaho Springs,0.004383769017166993,0.006130540540749386,0.0072347416681055035,0.008027186732397761,0.00861111293169553,0.009044616773995231,0.8343819999695882,0.6960537273071095,0.5995522296406928,0.5309116010488893,0.4840846652226878,0.4540515777647798
7,Rocky Flats,0.005477997571463943,0.007374136795007436,0.008549929455342144,0.009421188477917501,0.010101143847916114,0.010631441902463292,0.8789046286223963,0.780991189422392,0.7047046256150871,0.6400948650323803,0.5852867076425281,0.5404139416538174
8,South Table,0.004490624407739082,0.005886226526688601,0.0066998905631056845,0.007220899760840686,0.007591072960265758,0.007858343617188247,0.8732518739495676,0.7847712291658917,0.7243682444176492,0.6833912885413393,0.6538125585339403,0.6326393160095205
9,Sunnyside,0.005505916382836512,0.007888009434877939,0.009219337005076366,0.010146863490698354,0.010864542640803792,0.0114143103098953,0.9041465127530183,0.8171268367620504,0.7676635695147782,0.7363210192125536,0.7132986395618461,0.6970848318660199
10,Welby,0.00564539893878024,0.008058322674454261,0.00948030852303049,0.010439495119610771,0.011122832701642021,0.011599796502313853,0.9031919596151731,0.8029678277436978,0.7279178943342951,0.6710888073056037,0.6279331065452995,0.5967547540153393
