,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004547013898439833,0.00659137081227208,0.007921197103039596,0.008930655753344115,0.009688183975841057,0.010286017227918887,0.9110257087843511,0.8401368065670682,0.7969902408572078,0.7667623422835622,0.748169421310793,0.735217152247868
1,Chatfield Reservoir,0.004598534093534608,0.006142256777832405,0.0069706116286576475,0.007450134319946383,0.007746310162368158,0.007931376536286843,0.9005288078849183,0.8225063554883272,0.7714014731325118,0.7390507432777434,0.7182182470867302,0.7050216307252506
2,East Plains,0.004482895532952645,0.006172925633951336,0.007158768379204702,0.007824954987933152,0.00828820281191375,0.008628478421821142,0.8671386765177849,0.7467363390946987,0.6586651633283411,0.5928467708939316,0.5451122265216808,0.5094043350398356
3,Evergreen,0.004491210699237489,0.0064915048996745444,0.007688446420363037,0.008491971794008272,0.009100916963850013,0.009571511046815405,0.9269519361338516,0.8517876537984373,0.7962539120267755,0.7558212399087949,0.7235462009498057,0.6978852271788505
4,Five Points,0.009446626241068028,0.01030795579882776,0.010881439841726993,0.011555823124717127,0.012064807733098768,0.012312486171154075,0.6948876288363541,0.6249989588239321,0.5819477524088544,0.530927408241462,0.4913632635059577,0.4715696112332285
5,Highlands Ranch,0.0038596780198223097,0.005200063594661037,0.005814357647167088,0.006189552881477566,0.006463808364898496,0.0066717537962102304,0.8925133246684979,0.8051862389566682,0.7568218239624449,0.7249537864543502,0.7007086484221483,0.6817694268551822
6,Idaho Springs,0.004254808185366996,0.005926646114618921,0.0069710309699755404,0.007715233113521224,0.008252582633002098,0.00864099176652267,0.8411893524811191,0.7093700663668177,0.6195360121847783,0.5572596956698381,0.5160976195805762,0.4901408698334959
7,Rocky Flats,0.005593675859190561,0.007540389951683826,0.0087439834938468,0.009640438600115675,0.010332241056213644,0.010871625539789936,0.8751859882231539,0.7730179731879935,0.6935406238789086,0.6260539351948813,0.5699735539772186,0.5245668725832731
8,South Table,0.004472426439377443,0.005888792782455525,0.00670029766194845,0.007203921760431014,0.007543689613253735,0.007780599263370834,0.8768858452547513,0.7938984184477066,0.741250160932124,0.7087355694836902,0.6878467325594735,0.674323106741344
9,Sunnyside,0.0053216328111198655,0.0074772043569748155,0.00851285365741905,0.009125974448189925,0.009558971854542634,0.00986114513594003,0.9060088356366995,0.8210667906380178,0.7758511576586523,0.7503170503346281,0.7334955625757396,0.7232500537469899
10,Welby,0.0056013890762424065,0.00798727005893092,0.009398134999921681,0.01033769030609953,0.010985769435193029,0.011424012158943992,0.9047747758720105,0.8067783737967547,0.7339427528783872,0.6804149871404865,0.6419023856552761,0.6156270585644015
