,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004285698165998591,0.005878973007979411,0.006794008810747731,0.007430717275910714,0.007851741134274691,0.008150765030315742,0.9097148869442873,0.8376535125696686,0.7921079910518509,0.7603139699820012,0.7404531336485554,0.7269533689307195
1,Chatfield Reservoir,0.004832909644014653,0.006804899527931369,0.00808697381499902,0.0090108518935943,0.00971889598854117,0.010281099193251889,0.8993753839309855,0.8205374875749908,0.7698109350699086,0.7380944726677855,0.717681677854802,0.7043580959276596
2,East Plains,0.004476933457496319,0.006226318523416067,0.007306967083140203,0.008075043789406175,0.008633391274139368,0.009064660629324043,0.8666623723967452,0.7490323272891817,0.6664270705525996,0.6070559595656944,0.5649817182580421,0.5330424550013095
3,Evergreen,0.004519470744224264,0.006506514001156154,0.007661908827504386,0.008380452695943879,0.008883126542398957,0.009244216470785292,0.9242881729441925,0.8475150850485603,0.7941335773749065,0.7591259670825394,0.7342834348493048,0.7166936903877508
4,Five Points,0.009193787238219068,0.010427987232289224,0.010745302422307902,0.011375599970426852,0.011853239815104902,0.01216855440301214,0.7114667354165778,0.6215877624228054,0.5949069692650066,0.5490419487392694,0.5138350479143129,0.4907601638292537
5,Highlands Ranch,0.003913440864866474,0.005401476760277509,0.006169964611487957,0.006671761484307167,0.007056841417056766,0.007364454838443093,0.893515864406991,0.8061314675415995,0.7574148796621805,0.726823248448,0.7042084005519378,0.6864711305071338
6,Idaho Springs,0.004183474676159178,0.005679958045972556,0.006567148001518525,0.007177205039177879,0.007606213218167124,0.007891938676153974,0.8420118034083937,0.7169412575190937,0.6327876077913204,0.5733552905186439,0.5323823741377852,0.5066377633842244
7,Rocky Flats,0.005507745085867633,0.007437141473950899,0.008657869819070402,0.009588164636583432,0.010338886159023357,0.010943933072344477,0.8770913689706215,0.7772870701960473,0.7009904694491994,0.6380364255634786,0.585764321335326,0.54356270886343
8,South Table,0.00455573229545788,0.0060960906541764484,0.007061356502154504,0.007710350074784568,0.00818240878082429,0.008523093445237016,0.8760554946875377,0.7932773766824465,0.7401743965586363,0.7075655870320086,0.6867163198996831,0.6740627356415074
9,Sunnyside,0.005227465815194132,0.007255182843037487,0.008185093179722134,0.008703283159371723,0.009050685745653387,0.009265594112530947,0.9074774648790611,0.8240369721812043,0.7780133905809306,0.7502951162854654,0.730757457362887,0.7180858988891228
10,Welby,0.0056544405413421345,0.008125192255818632,0.009650594188126967,0.010727302576415819,0.01152911028820582,0.012125162407294372,0.9054059238273886,0.8104015504229817,0.7398984003279431,0.6863207103842959,0.6449775771904542,0.6140219707839915
