,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004461774987496523,0.006260204709624599,0.007355512599522712,0.008145428777918505,0.008706410900065862,0.009135775471073871,0.9072763846085621,0.8337361599388793,0.7868534095157012,0.7530498270155578,0.7311788785333286,0.7152316835180605
1,Chatfield Reservoir,0.004656052256514612,0.006265967750697458,0.007147754494178636,0.007670546919489154,0.007995921165365223,0.00819586936599843,0.8974032146345259,0.8149080375872345,0.7601233721888659,0.7247959089839158,0.701941661162095,0.6878476501336621
2,East Plains,0.004438623547581556,0.006118001427995916,0.007083434825505997,0.007734019410199974,0.008191739072351807,0.0085333894059963,0.8711154985371381,0.7597069398481491,0.6817242894287008,0.6240666928952175,0.5815208484104255,0.5487885620164364
3,Evergreen,0.0045424916243607125,0.006548308957455966,0.007687613459861671,0.008399713311343331,0.008900733405236524,0.009263284989578282,0.9231780061861692,0.8416286518490426,0.7832037715427862,0.7435834318855771,0.7148562255304132,0.6941586216048063
4,Five Points,0.00948490154663136,0.010490846186856978,0.010883816745924436,0.01149707250746624,0.011923836776713331,0.012201339439517147,0.6877474938854451,0.6075249416162789,0.5786534720949745,0.5305660136810184,0.4956006728145945,0.4722881677165678
5,Highlands Ranch,0.0040978540901227415,0.005767461350570802,0.0066642848083063805,0.007276587395794225,0.007749401762683061,0.00812738497186851,0.8893043350466772,0.7966650340410829,0.7454988723696596,0.7119741249633789,0.6861055790202699,0.6655613568573386
6,Idaho Springs,0.004282176216354558,0.005859657620423695,0.006751267742800646,0.007326181018690462,0.007700745697998994,0.007939681872787846,0.8338076714142346,0.6928846421801791,0.5962206951469068,0.5284204790109661,0.4825366989367076,0.45286265377996693
7,Rocky Flats,0.005512001679986822,0.007412156337939188,0.008583283316114364,0.009446605327888649,0.010115722921662098,0.010634001613872976,0.8792748523802655,0.7836815338824565,0.7100472381265583,0.6471596190725647,0.5931191191210069,0.548368617298832
8,South Table,0.004525002246418385,0.005960408790153965,0.006788625997337418,0.007308754589622417,0.007652958232643283,0.007874499958700217,0.872996906535937,0.7849864960838138,0.7262158662368996,0.687239629844853,0.6610588811568697,0.6448532450198564
9,Sunnyside,0.005344442244771989,0.007502542178201688,0.00856205825807143,0.009197942031834706,0.009631889415936536,0.009923510880627576,0.9045620797642864,0.8168696980195747,0.7669591817105499,0.7365222484838467,0.716131213826515,0.7035848417598098
10,Welby,0.005648985485517228,0.008038387119696077,0.009432475852402963,0.010363338426216567,0.010992676492485642,0.01141103228296073,0.9032377230781206,0.8042583417891538,0.7306998821546065,0.6751742717549061,0.6347585290840978,0.6066745827632407
