,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004286112197910154,0.005817606175063556,0.006661231843143209,0.007226319524726167,0.00758558367170347,0.007846401868816043,0.9068058506207509,0.8296741125742368,0.7789262870558192,0.7428064267887463,0.7198487713093634,0.7036997267844812
1,Chatfield Reservoir,0.004708925006130247,0.006423470710627743,0.007423949531568282,0.008075308492918607,0.008534355472385301,0.008871303174493068,0.8991543691535052,0.8188434428361184,0.7660465530879612,0.7319276474136225,0.709319065937664,0.6945436452371003
2,East Plains,0.004537578439084893,0.006303053257234879,0.007360674122412251,0.008098489484300704,0.008631150340270786,0.00903669166402877,0.8637211579373597,0.7405390025546363,0.6537375902874046,0.5912245852001533,0.5470192055243519,0.5145371984573988
3,Evergreen,0.0045130391029698635,0.006471418707004346,0.007582745055424285,0.008262470902454674,0.008724300103354659,0.009043204314892707,0.9235181057774574,0.8426913310499422,0.7844839511441024,0.7446450851534037,0.7158126601528065,0.6951973132097591
4,Five Points,0.009086411120406515,0.010701868246116011,0.010988720238659325,0.011749300250833275,0.012321570657510534,0.012701843284715485,0.7157252191405703,0.6081205628452175,0.5898419186882278,0.5375654003575971,0.4980702905423152,0.4729631545731131
5,Highlands Ranch,0.0039299787766441125,0.005353146685210855,0.006039651394007515,0.006468597760137372,0.00678622613535027,0.0070347332457750406,0.8886720376744455,0.79488436432759,0.7406429503690775,0.7046910734972642,0.6777560006223862,0.6568646558641393
6,Idaho Springs,0.004472465524483073,0.006402362446138833,0.0076869885974167294,0.008685708150339798,0.009489774069119088,0.010143672893432234,0.8378923105614896,0.7030800304419209,0.6106261941060394,0.5439415970882463,0.4975748436887605,0.467158658688295
7,Rocky Flats,0.005479360182894349,0.007325438055775269,0.0084431453258499,0.009258632416253063,0.009893394071390916,0.010395570663943327,0.8781097570184404,0.7813111468739321,0.7087981504009211,0.6496856101939736,0.6006965528954191,0.5606421950324667
8,South Table,0.004478176659487001,0.005878773130437979,0.006684249953821616,0.007196522210707148,0.007552072611291768,0.007794471790879584,0.8753877229114589,0.7907903309933331,0.7360899458251476,0.7009335910894641,0.6775077419361875,0.6628662492325941
9,Sunnyside,0.005276654604572318,0.007342037295290669,0.008350851270019041,0.008980493176741992,0.009440765345373844,0.009771191636790235,0.906111182802928,0.8218573967914309,0.7743467199495033,0.744328677729822,0.7227550321847694,0.7081731499479016
10,Welby,0.005645954603380769,0.008048432577647261,0.009518676911581626,0.010557203608480593,0.011329742867387313,0.01190215344524693,0.9036950403216023,0.807132916574021,0.7351369798740974,0.6805402061064496,0.6391336319682691,0.6089071571160096
