,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004221112143743901,0.0056834113467879935,0.006450374629201147,0.006938394617052934,0.007234540916426083,0.007432943684945793,0.9100356661899947,0.8383261130108888,0.7933953960891471,0.7625330149207755,0.7429702709190398,0.7294113305594934
1,Chatfield Reservoir,0.00458940512295245,0.0061478519231349575,0.0069862411512999385,0.007469753848185128,0.007775134944114251,0.007977750526636797,0.9014836411927476,0.8240675607809016,0.7733627146221181,0.7409764111424726,0.7192422409823906,0.7042846057702496
2,East Plains,0.004410047034348343,0.0060259110676828985,0.006955939361357826,0.007595204615217325,0.008055908963739321,0.008408838634319132,0.8705889276464891,0.7584357161567337,0.6793123836108379,0.6196741029698081,0.5746216496491674,0.5390807491934758
3,Evergreen,0.004516633283223209,0.006442340326349203,0.007483198908475731,0.00812664748100288,0.008589596146596202,0.008947909951884494,0.9257016823021478,0.8512045744606138,0.8017503337859847,0.7694239570316829,0.7460465654260726,0.72835090211963
4,Five Points,0.010275005355973263,0.011623541936506415,0.01106401624049055,0.011484192497123371,0.011943114671335225,0.012246117457671084,0.6549468944520607,0.5458682202538878,0.5691922820103259,0.5329831911764706,0.49582440650243587,0.47094471132527616
5,Highlands Ranch,0.003909564670526993,0.005340452914793017,0.006033793455237518,0.006469721787990362,0.006791916148254548,0.007043685575278988,0.8916865097240452,0.8018995817770882,0.7513557135921898,0.7182514243061395,0.6931917716334326,0.6731086413354261
6,Idaho Springs,0.004361372723679126,0.005950392563107396,0.00687421137717392,0.0074887614638447795,0.007885599637419183,0.008137817051930294,0.8300524606005352,0.693697749968484,0.6033366884485104,0.5401727233996697,0.49831035528453305,0.47127052149023685
7,Rocky Flats,0.005537515440705413,0.00742939820035541,0.008582475738121816,0.009429824711803812,0.010090116453360257,0.010606362214901608,0.8769288109231448,0.7783328350270954,0.7031747855801009,0.6401051077894169,0.5864365774753058,0.5419982789411247
8,South Table,0.004479339672519327,0.005921036921886746,0.0067590754074203195,0.007279377995986745,0.007612210402632493,0.007825373584154461,0.8750069543541228,0.7862687380189064,0.7261820210506454,0.6862035325765742,0.6597334817664027,0.6422888439716175
9,Sunnyside,0.0052226705943209965,0.007204740901559215,0.008095001482697355,0.008597931415317157,0.008939674133829373,0.009169807935122344,0.9075519972190973,0.8264418967958965,0.7837810037950053,0.7590805155371412,0.7422406667222392,0.731226262598649
10,Welby,0.005636342810414309,0.00806638263790891,0.009557568648248563,0.010595621464449072,0.011361391871830273,0.011929822395324025,0.9064050295309635,0.8143012192302459,0.7473605641479151,0.6977168712643949,0.660086217253062,0.6320684428977528
