,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.0042075443021204586,0.005709830870295759,0.006519528923848587,0.007066672946729487,0.007417706674310564,0.007673189535336992,0.91032807982484,0.8361272793548531,0.7879284423240964,0.7525615927678283,0.7289827655971062,0.711519270556219
1,Chatfield Reservoir,0.004776675580451874,0.006657111537197182,0.007827155269157476,0.0086307756111053,0.009236734677860594,0.009709135872763541,0.8999860714056207,0.8179825832744247,0.760813322880483,0.7210573082601561,0.6910104054786854,0.668066803263726
2,East Plains,0.004625577763244545,0.006577253375056094,0.007838273075170208,0.008791294530622969,0.009548786859461674,0.010185376654003306,0.8738271947467976,0.7664796375875408,0.6910353146460504,0.6343400748983632,0.5912249368285862,0.5557829562039753
3,Evergreen,0.00451803146191992,0.006500547494280467,0.007655444390001647,0.008409026603962453,0.008977422498255515,0.009409701439706519,0.9250348145368746,0.8474834874078667,0.7910093013610919,0.7498008942965702,0.7161566249586135,0.6889305930296223
4,Five Points,0.00906983519208286,0.010214661994979453,0.010802942450834723,0.011456531787704664,0.01193092412465306,0.012215732334660195,0.7158976685532699,0.6324115688055334,0.5879033013069165,0.5379851680006947,0.5000522783594015,0.47641185753366977
5,Highlands Ranch,0.0038982934693415397,0.005332580057426047,0.006036263035805289,0.006493578044718168,0.00684992230742199,0.007140731973968395,0.8913374098028628,0.7987895362817254,0.7437552746620246,0.7047606949193379,0.67274338229085,0.6454678423425975
6,Idaho Springs,0.0043818657109059795,0.006277137429738977,0.007567578155177633,0.00859515234074167,0.009434851909221411,0.0101246581227474,0.8423971111859057,0.7089963644593696,0.6137409704312835,0.5409952785697265,0.48687677195012957,0.4487589421804563
7,Rocky Flats,0.005606610719987286,0.00756724299717782,0.008795731506073705,0.009716099713791448,0.010446854388647113,0.01104237019618117,0.8778444118383322,0.7814560337425025,0.7082881074206624,0.6473244922913439,0.595642683731804,0.5519616095437099
8,South Table,0.004535678636650288,0.006102774371106333,0.007057175613567302,0.007696928950094283,0.008159938500654511,0.008493198416932144,0.8751539743763743,0.7845268557504529,0.7224489932052014,0.6793983741182916,0.6479579934407509,0.6255569772126304
9,Sunnyside,0.005280792582474627,0.007402422362448334,0.008442777138397257,0.009087110657645775,0.009560418760389234,0.009896434537738209,0.9063872184358654,0.8195100280724477,0.7686577394151128,0.7350069547620155,0.7092387913019345,0.6904673832801826
10,Welby,0.0055909622535096105,0.007972174025480401,0.00938755976687234,0.010352906237623536,0.011057900988976377,0.01158808869834945,0.9054883136825552,0.8099759609603093,0.7394027588975671,0.6859734813814204,0.6444735981124148,0.612126312732587
