,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004376024934025623,0.006005644240351945,0.006928993237492765,0.00755967822662466,0.007983427403600708,0.008297897893104098,0.9071166677024907,0.8328434287782746,0.78636972215757,0.7549450669810034,0.7358503064644888,0.7231008399261087
1,Chatfield Reservoir,0.004926618411459755,0.00699145666194638,0.008354743095593526,0.009346832095084691,0.010117535366700845,0.010734037652966306,0.8997008995920058,0.8212784048267954,0.7699693875262147,0.737137428308666,0.7150077656141922,0.6999323661654876
2,East Plains,0.0045582397249880465,0.006379368403302323,0.007512739934819007,0.008319017615901076,0.008908304681330923,0.009356346898455556,0.8656370717270234,0.7460092455387572,0.6613567490547667,0.600336392547032,0.5570483530479255,0.5248801075629861
3,Evergreen,0.004620649493726078,0.006810727221762858,0.008153596631698299,0.009075769008052572,0.009789437837245887,0.010361239298828751,0.926577647979044,0.8511626001114188,0.7986292969825411,0.7633712413104201,0.7375891898795113,0.7185836395018799
4,Five Points,0.00903254947244969,0.011033496841160898,0.011965657420491235,0.013115089662059706,0.013938481185884474,0.014489968704117935,0.7286113970797299,0.624197564365017,0.5919438944054836,0.5362524092893302,0.49848388303854285,0.4774663531309896
5,Highlands Ranch,0.003994105198711966,0.005487657394179795,0.00623498037870415,0.006725452059407954,0.0071052723048524126,0.007406504966860445,0.8886168953496986,0.7966229198262819,0.745448309314849,0.7122056170305728,0.6868426425849825,0.6667954021231748
6,Idaho Springs,0.0043539254978589795,0.005999543945958987,0.006988928960767861,0.007662015076621987,0.00812569365457283,0.008437408042566642,0.8328342524326147,0.6976302301411547,0.6085056400117645,0.5491057984270193,0.5112208002291391,0.4888867633066388
7,Rocky Flats,0.005530916829584478,0.007487857755007036,0.008740766069135061,0.00969338547310802,0.010449472190165555,0.011052480229991828,0.8797031443384866,0.7839372327153891,0.7100468115734071,0.6479367243975906,0.5958952176067035,0.5534465085666661
8,South Table,0.004563780407921457,0.0060881413014423355,0.007019759935388202,0.007646934988925848,0.008106389576212084,0.008448305596611078,0.875718674172119,0.7921700135756544,0.7379415350445246,0.7031586182339227,0.679817788914825,0.6646678362651672
9,Sunnyside,0.005486705258389074,0.007860327809317606,0.009156957447433932,0.0100479477815581,0.010746250279862852,0.011286076887978308,0.9069829037422612,0.8262549793126428,0.784740196622298,0.7607837226548545,0.7438383179826047,0.7323936130839401
10,Welby,0.005838968630703829,0.008568544281696087,0.010328194354650334,0.011614344321136356,0.012595429409338745,0.01333377271057963,0.9047515464916998,0.8074525955372385,0.73561426330031,0.6816520795502079,0.6409270007137677,0.6117369486716022
