,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004296703784127501,0.005865953080409346,0.0067387545426110355,0.007330594405079972,0.007708956067388391,0.007963993628850991,0.9078610464227098,0.830714357659835,0.7800305899724771,0.742723004185045,0.7185320472785465,0.7017513321791331
1,Chatfield Reservoir,0.004665461841081947,0.006353704515117632,0.007299305450175877,0.007869508980188353,0.008236622008630857,0.008480058229052526,0.9002294793025312,0.8179711441931642,0.7631393635309263,0.7287770284448067,0.7071627196964708,0.6934189161128498
2,East Plains,0.0043804394498464455,0.0059938468398812415,0.006925120536725825,0.007554591964453417,0.007998411735538134,0.008336064222637194,0.8736181124363342,0.762657861583828,0.6818130321868949,0.6200764436341917,0.573648977104158,0.5369710160051464
3,Evergreen,0.004628692595341039,0.006622753359239876,0.007735511761545525,0.008440466476119101,0.008939844284000518,0.009308778742638956,0.9248812165048994,0.848514818834678,0.7962221402502981,0.7616467452845007,0.7375198816280117,0.7201784030340606
4,Five Points,0.010425484022810032,0.010779512851095317,0.010715866861930167,0.011354773945245034,0.01179569487363196,0.012084265953234426,0.6364226315149331,0.5875759736375818,0.5942637121861003,0.5449382534465872,0.5080044203005296,0.4828515047069194
5,Highlands Ranch,0.003907492707894066,0.005335860329995469,0.006015178714492397,0.0064221675184328395,0.0067063683257053966,0.006911436167045351,0.8910196671373715,0.7980526966845887,0.7464066605001809,0.7145012380580011,0.6920151759901374,0.675188003380737
6,Idaho Springs,0.004193357644343446,0.005625355423012095,0.006424990167807971,0.006946858081145069,0.007278745259942805,0.007484495558909995,0.8398845986361655,0.7130086648863526,0.6270846253762269,0.5656512248299959,0.5248009620973426,0.49912113891712817
7,Rocky Flats,0.005835960014313318,0.008010003674799822,0.009444065892398011,0.010530585494317799,0.011429421717319904,0.012190707913331007,0.8771035236077227,0.7828809927639263,0.7118716505570195,0.652905776039122,0.6015341534940866,0.5568926494992001
8,South Table,0.004447876348884847,0.005824232109274915,0.0065847552236505775,0.007034196605180556,0.007315579666917821,0.007490653008675678,0.8772690774146135,0.7924556835457001,0.7371980322355938,0.7023043045323302,0.680061095974278,0.6665276691078483
9,Sunnyside,0.005325755330703336,0.007355666168707049,0.008274399293645651,0.008792089020860698,0.00913686309376521,0.009358967721718695,0.9054802711054013,0.8211053856410256,0.7759737479143041,0.7498589220291052,0.731876616558295,0.7197934516906186
10,Welby,0.0056066040802873595,0.007913265143005251,0.00922228517405108,0.010080112534574456,0.010676172069665618,0.011100756128787838,0.9068417700986977,0.8143026248855775,0.7471931605267459,0.6969985075523204,0.6590614515536757,0.6304067146522463
