,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004303654231853596,0.005903310825402321,0.006862038072176833,0.007549049696961905,0.008028420461244266,0.00838832420431288,0.908311940667099,0.832312161918917,0.7798479901306296,0.7403726109733104,0.7132717435740805,0.6934782388450385
1,Chatfield Reservoir,0.004763044494420239,0.006629272977296244,0.007822718309200439,0.008673294622974174,0.009336241480293514,0.009848755787686748,0.8978491716801743,0.8106267252604276,0.7472586108442745,0.7014950552438194,0.6666497777893573,0.6416129645915425
2,East Plains,0.004425215776531612,0.006058319195269109,0.007012911178483405,0.007667619239800135,0.008137983036765016,0.00848944023511202,0.8699711026346126,0.7566760570983773,0.6747401812510625,0.6121243531020705,0.5641153365843179,0.5264844309966077
3,Evergreen,0.004516583693267305,0.006466868243579599,0.00754723370929224,0.008200080067530504,0.008650632443830247,0.00897995059123649,0.9236499551654743,0.8445434131416789,0.7889299707227482,0.7505965934435206,0.7216363232369986,0.6990922958237349
4,Five Points,0.010003363630138325,0.011736637607475855,0.011396102930772187,0.0117178997011011,0.01216093317435082,0.012428991956971691,0.6717256563115387,0.5487512548171354,0.5564504076515195,0.5221216439508074,0.48522722863974965,0.4626309434902103
5,Highlands Ranch,0.003960209379652536,0.005432737412109851,0.006146729790304993,0.006596417524684029,0.006923112343207784,0.007164321540873228,0.8874849658863637,0.7901422381128353,0.7323974624098653,0.6924579533723956,0.661534158487423,0.63726541840763
6,Idaho Springs,0.004353812361539914,0.005955445231391769,0.006944652194150758,0.007622588569756147,0.00806112691665565,0.008327092193623964,0.8292323944881428,0.687689724528878,0.5834488767155198,0.5049762937081491,0.44986159418203653,0.41347178952416375
7,Rocky Flats,0.0055134184387790166,0.007399784974114776,0.008548094897792877,0.009380224138547251,0.01003184882211247,0.010543851893618422,0.8772413816244342,0.7804833843725649,0.7087281021814666,0.6503536040683726,0.6004322921835874,0.5584913800101674
8,South Table,0.004511428654581762,0.005982570389872053,0.0068771534861155675,0.007463488385055274,0.007860297471088048,0.008118245248249344,0.8727056168575255,0.779325748472131,0.7120500106105548,0.6645075198784087,0.6312890030688307,0.6096352212008591
9,Sunnyside,0.005289914248890877,0.007342291244892837,0.008284406044367566,0.008809896595279542,0.009167854717286086,0.009404054155087702,0.9054808589452922,0.8206663025711725,0.774222568256061,0.7466390647189847,0.7274061647960106,0.7145997374111677
10,Welby,0.00569800468589452,0.008246559148897034,0.009890587326972998,0.011108965778332524,0.012071527507960313,0.012842516845434929,0.9052699402908269,0.8093635513144501,0.736689841755398,0.679890250049493,0.6345590213509695,0.598608094691369
