,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004910036492356998,0.007226508430920572,0.008733938666974571,0.009839049607253469,0.010674524655969067,0.011309680164602933,0.9073368073975424,0.8359925394223668,0.7937603639975113,0.7663972149921948,0.7492248899800983,0.7370730533876241
1,Chatfield Reservoir,0.005352165031999537,0.008032837643493766,0.009969937783885248,0.0114526222348311,0.012622372307454303,0.01351932298123482,0.9000322325490606,0.8221837099471938,0.7712269904566215,0.7394036831459592,0.7192486205672854,0.7063418115943076
2,East Plains,0.005001811752229688,0.007327989761162203,0.00887500397839209,0.009991382103818405,0.010832419767928637,0.01146638450221148,0.8658646874566195,0.742838504130551,0.6500862704639804,0.5807342969720055,0.5291033809892346,0.49043833442358975
3,Evergreen,0.005526039243624424,0.00868104860606015,0.010710040096737808,0.012223788148451474,0.013460576814677817,0.01445733606897811,0.9217671602442716,0.837027927766474,0.7811263064007382,0.7459044697641956,0.7198633220204433,0.6991903722317018
4,Five Points,0.009735587477705424,0.012354971935347916,0.013270453490223995,0.014514556230756018,0.015564388729816388,0.01621231724903631,0.69979934641815,0.5712050169576355,0.5585965750287336,0.5113051861683119,0.4708245932220225,0.45298119183090413
5,Highlands Ranch,0.004213291069080244,0.006018167729053037,0.007069704055848547,0.007810696161420871,0.008386289128394394,0.008825042486742549,0.8905381217279952,0.799997789446286,0.7497156339736271,0.7176964322514242,0.6935923415627434,0.6750597928739197
6,Idaho Springs,0.004633587017468305,0.006522232957192827,0.007704816505114402,0.008559415953883511,0.009194095033052295,0.009671129225619381,0.8299586754433788,0.6978336771697184,0.6100375516967961,0.5494185964995462,0.5093901121874034,0.48373571413280636
7,Rocky Flats,0.006269607268674601,0.009049549097965275,0.01096594553178907,0.01244693569798214,0.01364154403080283,0.014599494465608407,0.8748847078460854,0.7676965005647505,0.6818494957381587,0.607999115332101,0.545506505554364,0.4950247995343371
8,South Table,0.004992019856358819,0.007104881403661887,0.008555790531150987,0.009590343949328256,0.010374613907174654,0.010969793252362778,0.8738804808427594,0.7858317057675722,0.7263937917856774,0.6897396223241921,0.6665369331202953,0.6523885271095007
9,Sunnyside,0.005763828424532817,0.008451596841861983,0.00994384660249407,0.010949783412182213,0.011710844423416217,0.012259332370296389,0.9025457267537991,0.8131689930742719,0.765246021683257,0.7380833544089358,0.7197470583225853,0.7078437251780958
10,Welby,0.006807381141714675,0.010686580775192904,0.013514759707386545,0.01565482132751996,0.01735790833973537,0.018604730904477788,0.9026466175035178,0.8020079486768696,0.7252194901196887,0.6677905930604657,0.6237871242441042,0.5926230157724832
