,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004221113914551563,0.005661869733059123,0.006414243476017545,0.006917873584781063,0.007240905901942541,0.007468577957053193,0.911588295102775,0.8433815141679678,0.8014940353924616,0.7715273686510773,0.7522632704390249,0.738904923571929
1,Chatfield Reservoir,0.0047750015790406,0.00655099143652088,0.0076148759290626,0.008337383101083583,0.008864189857820082,0.009252800080081005,0.900211482667674,0.8244104021814055,0.7767676897041685,0.7469059937760405,0.7271661945004928,0.7141664977095602
2,East Plains,0.004575359411826521,0.006398766114897337,0.007536170609204875,0.008364122285562966,0.008985650734364813,0.009454160933159416,0.8670253803854008,0.7461368534552641,0.6556876516990893,0.5857494971410853,0.5330211282144858,0.4936535412084341
3,Evergreen,0.0044196149178806375,0.006254417808704203,0.007270996991580517,0.007904570536165638,0.008351932434316678,0.00868428162766886,0.9284629210149884,0.8574905996980056,0.8083732843322614,0.7746281192863751,0.7492291613735153,0.7293467307443618
4,Five Points,0.010701295752375035,0.010882485843623496,0.011159986435084247,0.011892081963230739,0.012426943011990325,0.012766698074087514,0.6341367615057643,0.5982697136472149,0.5806321156611876,0.5320299318670916,0.49699026681514513,0.4758197538556982
5,Highlands Ranch,0.003973007958313962,0.005484840396502791,0.006255795470920787,0.006757173216666503,0.007129267710554273,0.007415625566218984,0.8884204484860306,0.7917919968507978,0.734351493324663,0.6949137544239999,0.6646507684664651,0.6408649583535948
6,Idaho Springs,0.004417974631460388,0.006323924634850893,0.007578240569150513,0.008504346957855199,0.00920717953491883,0.0097418782628794,0.840100328467975,0.7033332785327854,0.607386750228482,0.5393826080230819,0.49235003271284383,0.46069806154641124
7,Rocky Flats,0.005697277606079303,0.00771235933678188,0.008983728597100385,0.009950187601656389,0.010718994013601558,0.011329033232005625,0.8763467585707295,0.7781462494197033,0.6995106520831333,0.6278657828839505,0.5626143788207089,0.5063599890977579
8,South Table,0.004442534687997618,0.005816466982923548,0.006577111399661483,0.007038241926033784,0.007339090730491891,0.007525837770588539,0.8750588684878031,0.7870963116416725,0.7295113610240866,0.6921095809061297,0.6670322832700892,0.6513320767578321
9,Sunnyside,0.00539684198596392,0.007638380270296649,0.00880146319907425,0.009563120482955751,0.010119766596564377,0.01050581188972756,0.9072460067854786,0.8234467802750006,0.7756298139806839,0.7446555802171713,0.7221211255572626,0.7070546929352557
10,Welby,0.005820973589449777,0.008456888457599444,0.010132308744773584,0.011342516586251444,0.01223346656615717,0.012866381491602871,0.9058708042566922,0.8101428181770729,0.7374679510707549,0.6807426060903927,0.6374813627700873,0.6067023017793005
