,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.0042828712945763864,0.005795612351717923,0.006604396673591386,0.007120632181686925,0.007454601212203756,0.007691418090210878,0.9070697900803512,0.8323260086702313,0.7853953675583758,0.7537349042461319,0.7331809070576293,0.7187173777949
1,Chatfield Reservoir,0.004632676897793712,0.006246888165408595,0.007154154062118569,0.007706177066562365,0.008076646708098672,0.008333787767466537,0.8993007018946799,0.8187419222089758,0.7640394121954834,0.727439047710398,0.7013431204894849,0.6825480817695548
2,East Plains,0.004518520137352728,0.00630577589825308,0.00733876653953312,0.008033707989368997,0.008535778456282008,0.008913831677763422,0.865844060318414,0.7441669259543144,0.6608439274996691,0.6015027040908474,0.557845392580848,0.5246223836771162
3,Evergreen,0.004464792546204524,0.0063978679517525385,0.007419299205882103,0.00801716372458067,0.008428568582626092,0.008729371597249123,0.9244278206130924,0.8449051310457303,0.7917713228867664,0.7571754970371827,0.7318728516641089,0.7126505046935925
4,Five Points,0.009353991084370409,0.01114585516771017,0.011047659366260001,0.011580660625900671,0.012031709352994092,0.01231114709542007,0.698740039943793,0.572052326678383,0.569118395833981,0.5248085935854865,0.4882809697407663,0.46561081122512615
5,Highlands Ranch,0.004102073933504988,0.005810309979427238,0.006772861390956635,0.00745939551480589,0.00802466820656474,0.00849830964106999,0.8878095509403547,0.7903359187057766,0.7326443778408315,0.6929434970234463,0.6607950353390614,0.6342206624494099
6,Idaho Springs,0.0043160594740776536,0.005851726889966765,0.006731423232549514,0.0073260460916564265,0.007736393711233139,0.008018149182695462,0.8309683782447131,0.6954209882089786,0.6061754485562463,0.5437981016300041,0.500926782021561,0.47234303567396074
7,Rocky Flats,0.005577712978385305,0.0075802170216291796,0.008799954618896237,0.00969470156148796,0.010390765121711595,0.010933036881239405,0.8775170674993074,0.7754608354665904,0.6966116440492317,0.6300819240714554,0.5736042759904507,0.5272135234894246
8,South Table,0.004651259430627849,0.006315058946853778,0.007376243632847602,0.008102766770650043,0.00863979980862821,0.009045517252241017,0.8735225626356722,0.7839516137965699,0.7229672100954676,0.6828190526930719,0.6553815188986203,0.6367655391025729
9,Sunnyside,0.005277684308530723,0.0073007438974024685,0.008210464893586952,0.008712291898951579,0.009053838117297514,0.009283702301439134,0.9048878209968004,0.8184745492079054,0.7707256008350453,0.7420540393927106,0.7217179022451212,0.7076528190083458
10,Welby,0.005637057941538212,0.008021629963546497,0.009389689827673266,0.010291126818833998,0.010932475089296446,0.01138585641346153,0.9037464992810034,0.8060372336032764,0.7358372375145706,0.6846950375383389,0.6463491256869693,0.6184427054066647
