,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004254721586715076,0.005782317621445918,0.006602858086570132,0.007137440540694441,0.007475878092050274,0.007715564010774917,0.9099125108965912,0.837296599206077,0.7920302304880675,0.7612695997371802,0.7419638540883946,0.7283739556655053
1,Chatfield Reservoir,0.004663139133838993,0.006337719599346933,0.00728535869006147,0.007870486434299696,0.008268531241448234,0.008537480550466535,0.9000366535793737,0.8207651569303556,0.7694075305381399,0.7364705769646374,0.7137391756174913,0.69820151515566
2,East Plains,0.00458181877421827,0.006409524489127354,0.007535918219779699,0.008339693719076715,0.00893735097041742,0.00940316871429034,0.8650897044207824,0.7436221555845656,0.6570509839922587,0.5933165895293662,0.5463742490785726,0.5100284016598132
3,Evergreen,0.0046369283293761394,0.006610909248814403,0.007663498306260841,0.008307268670231072,0.008736772326598165,0.009012692603372952,0.9195481804721706,0.8387180411626134,0.7862244664123829,0.7514046042308654,0.7269820334455597,0.7106630467154231
4,Five Points,0.010471683786971222,0.012650235299597454,0.011879875619077131,0.012110839810786264,0.012682607281884988,0.013064942161044289,0.6500476140277166,0.5115467128223062,0.5530812684838242,0.5336190236119978,0.49829572688034174,0.4764983094365268
5,Highlands Ranch,0.0042054406150970605,0.006021608465138727,0.007138451248744628,0.007999008805597623,0.008718748848683872,0.009300904970184326,0.8849928636475944,0.7834835606936654,0.7198827536009352,0.6730501929869281,0.6350382372280726,0.6051871610507087
6,Idaho Springs,0.004314657097917346,0.005964395801399862,0.006993234053416371,0.007738939906888281,0.008290538389779051,0.008709728081897029,0.837748200637829,0.7060796634947122,0.6146109383361968,0.5481235913562974,0.5019991385670257,0.47085084003068833
7,Rocky Flats,0.005651318451874757,0.007610658982827685,0.008832671483905982,0.009728242346698142,0.010452342348196222,0.011036849895373204,0.8709466904438281,0.7659781852193406,0.6858543162011547,0.6214732661362483,0.5672188298816698,0.5227283498956987
8,South Table,0.004486821754712928,0.005920405136921273,0.0067635308600764,0.007293020636834811,0.007647110112891589,0.007878504229568225,0.8747428593871324,0.7875565349189853,0.7289428269263979,0.6903109369561649,0.66408942780032,0.6467281589280027
9,Sunnyside,0.005245782070888968,0.007252402144665711,0.00818773785677769,0.008735203883835065,0.009119079388930048,0.00938638953907591,0.9056731945767957,0.8200123298661214,0.7712429696100223,0.7404669197105653,0.7182573554120532,0.7026425342181923
10,Welby,0.005734469501784495,0.008273245583412117,0.009862059852444269,0.010984479021916628,0.011812841973182,0.012435889228641243,0.9030559148920745,0.8063544270984739,0.7359159479898616,0.6841767260092956,0.6457428962371459,0.6168361135053374
