,site,rms0,rms1,rms2,rms3,rms4,rms5,rsq0,rsq1,rsq2,rsq3,rsq4,rsq5
0,Boulder,0.004384085008297543,0.006124212026026964,0.007176464571922825,0.007936789142289069,0.008481425796015643,0.008902591954314684,0.9099192547423923,0.8381678845248219,0.7937996144054211,0.7631137085315935,0.7440989943294465,0.73064140109784
1,Chatfield Reservoir,0.004647193981520724,0.00631090467541874,0.007255682700147017,0.00784213229875862,0.008241078450176085,0.008528998753877167,0.9008912806300119,0.8235887636452169,0.7739756234529941,0.7429949373686713,0.7226832511958713,0.7088357364490423
2,East Plains,0.004506943977101942,0.006319027416390797,0.007444072663151749,0.008244946876201998,0.008847623434581002,0.009321665556554722,0.8704215444006277,0.7542184867028788,0.6696618382628885,0.6065496269837785,0.5593731310668455,0.5226356719555074
3,Evergreen,0.004388099146456859,0.006214211778617312,0.007190125624923932,0.007770510732624812,0.00817724230131576,0.00847850998923847,0.926992500573097,0.8537448447373356,0.8044737598016876,0.7718741664809078,0.7475561753635508,0.7287557771506652
4,Five Points,0.010438570448810839,0.011517501485362996,0.010962605036621257,0.011426878657176677,0.011838260203936891,0.012103958734141293,0.6437106524813905,0.5506960832009267,0.5756950375859228,0.5373995941171116,0.5045922282003138,0.48387232876568065
5,Highlands Ranch,0.003916349262063537,0.005403321714904919,0.006159740350729768,0.0066583991620217135,0.007042071876236893,0.0073426493127059424,0.8904843066009659,0.7935852800464789,0.7342271849165746,0.6924502001197288,0.659487555625871,0.633327850163818
6,Idaho Springs,0.004212064645690523,0.005739432168598746,0.006653722394090043,0.007271350309514806,0.007696673900153372,0.007987438168450796,0.839557913826265,0.7078726101501458,0.6149207832589028,0.5480834354240685,0.5011629399844176,0.46953745495988986
7,Rocky Flats,0.005838810991278725,0.008140922506780654,0.009680326941606433,0.010876408564140285,0.011867488563032522,0.012690869742044107,0.8744901239687155,0.768414900702464,0.6836108388904987,0.6098388967186561,0.5454084602732966,0.4911823962877726
8,South Table,0.004457851937222528,0.0058438390955617625,0.006650740975388304,0.007164913299290381,0.007503948722589769,0.007723279183776536,0.8752553897431105,0.7882308552568549,0.729103440177361,0.689453863607545,0.663197058717224,0.6465412493459215
9,Sunnyside,0.005244996034728387,0.007267028140713724,0.008190370508911134,0.008718725118720771,0.009089336602927114,0.009341147085404233,0.906343569460595,0.8215767759109174,0.7749338146254503,0.7466148788057473,0.7264789675078892,0.712805470480717
10,Welby,0.005595964330623786,0.007943872651152895,0.009318684126992901,0.010231858980305243,0.010877950451280023,0.011329161245400399,0.9050834375268624,0.8087507227551232,0.7372053986182441,0.6836206060454241,0.6429267726852625,0.6132974439439662
