,time,point,step,heightAboveGround,latitude,longitude,valid_time,metpy_crs,u10,v10,gribfile_projection,y,x,point_latitude,point_longitude,time_point
0,2023-07-01 00:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 00:00:00,Projection: lambert_conformal_conic,-0.16833687,0.16069412,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 00:00:00 0
1,2023-07-01 01:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 01:00:00,Projection: lambert_conformal_conic,-0.20227528,-1.3468094,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 01:00:00 0
2,2023-07-01 02:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 02:00:00,Projection: lambert_conformal_conic,-2.5820456,-1.5060139,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 02:00:00 0
3,2023-07-01 03:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 03:00:00,Projection: lambert_conformal_conic,-0.66865826,0.7191849,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 03:00:00 0
4,2023-07-01 04:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 04:00:00,Projection: lambert_conformal_conic,-1.1009274,-0.37538147,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 04:00:00 0
5,2023-07-01 05:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 05:00:00,Projection: lambert_conformal_conic,-0.0459013,1.0582161,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 05:00:00 0
6,2023-07-01 06:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 06:00:00,Projection: lambert_conformal_conic,0.54739475,1.5605679,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 06:00:00 0
7,2023-07-01 07:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 07:00:00,Projection: lambert_conformal_conic,1.1831646,1.5359821,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 07:00:00 0
8,2023-07-01 08:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 08:00:00,Projection: lambert_conformal_conic,1.5138988,1.4185791,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 08:00:00 0
9,2023-07-01 09:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 09:00:00,Projection: lambert_conformal_conic,0.63695145,1.2398949,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 09:00:00 0
10,2023-07-01 10:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 10:00:00,Projection: lambert_conformal_conic,0.67406654,2.1888733,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 10:00:00 0
11,2023-07-01 11:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 11:00:00,Projection: lambert_conformal_conic,0.044582367,2.0665321,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 11:00:00 0
12,2023-07-01 12:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 12:00:00,Projection: lambert_conformal_conic,-0.0030488968,1.5947084,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 12:00:00 0
13,2023-07-01 13:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 13:00:00,Projection: lambert_conformal_conic,-0.708498,0.9428625,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 13:00:00 0
14,2023-07-01 14:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 14:00:00,Projection: lambert_conformal_conic,-0.7926121,0.24936295,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 14:00:00 0
15,2023-07-01 15:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 15:00:00,Projection: lambert_conformal_conic,-0.29717636,-2.2843542,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 15:00:00 0
16,2023-07-01 16:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 16:00:00,Projection: lambert_conformal_conic,-0.567544,-1.9177084,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 16:00:00 0
17,2023-07-01 17:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 17:00:00,Projection: lambert_conformal_conic,-1.4531507,-0.9522457,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 17:00:00 0
18,2023-07-01 18:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 18:00:00,Projection: lambert_conformal_conic,-3.0673046,-1.4279842,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 18:00:00 0
19,2023-07-01 19:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 19:00:00,Projection: lambert_conformal_conic,-3.4837236,-1.9531851,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 19:00:00 0
20,2023-07-01 20:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 20:00:00,Projection: lambert_conformal_conic,-3.2765865,-0.9741955,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 20:00:00 0
21,2023-07-01 21:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 21:00:00,Projection: lambert_conformal_conic,-2.1483994,-1.861023,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 21:00:00 0
22,2023-07-01 22:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 22:00:00,Projection: lambert_conformal_conic,-2.9965448,-1.697279,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 22:00:00 0
23,2023-07-01 23:00:00,0,0 days,10.0,39.61702255786337,254.67598020035493,2023-07-01 23:00:00,Projection: lambert_conformal_conic,-2.6084642,-2.6126156,,152693.84744333563,-669520.142521931,39.620408,-105.33872,2023-07-01 23:00:00 0
24,2023-07-01 00:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 00:00:00,Projection: lambert_conformal_conic,0.019163132,0.34819412,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 00:00:00 1
25,2023-07-01 01:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 01:00:00,Projection: lambert_conformal_conic,-1.4522753,-1.8468094,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 01:00:00 1
26,2023-07-01 02:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 02:00:00,Projection: lambert_conformal_conic,-0.64454556,-1.1935139,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 02:00:00 1
27,2023-07-01 03:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 03:00:00,Projection: lambert_conformal_conic,0.08134174,-1.0933151,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 03:00:00 1
28,2023-07-01 04:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 04:00:00,Projection: lambert_conformal_conic,0.77407265,0.43711853,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 04:00:00 1
29,2023-07-01 05:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 05:00:00,Projection: lambert_conformal_conic,1.8290987,-0.1292839,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 05:00:00 1
30,2023-07-01 06:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 06:00:00,Projection: lambert_conformal_conic,2.2348948,0.24806786,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 06:00:00 1
31,2023-07-01 07:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 07:00:00,Projection: lambert_conformal_conic,2.0581646,0.72348213,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 07:00:00 1
32,2023-07-01 08:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 08:00:00,Projection: lambert_conformal_conic,2.6388988,1.7935791,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 08:00:00 1
33,2023-07-01 09:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 09:00:00,Projection: lambert_conformal_conic,2.9494514,1.0523949,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 09:00:00 1
34,2023-07-01 10:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 10:00:00,Projection: lambert_conformal_conic,4.2365665,0.4388733,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 10:00:00 1
35,2023-07-01 11:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 11:00:00,Projection: lambert_conformal_conic,3.9195824,0.69153214,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 11:00:00 1
36,2023-07-01 12:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 12:00:00,Projection: lambert_conformal_conic,2.996951,0.40720844,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 12:00:00 1
37,2023-07-01 13:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 13:00:00,Projection: lambert_conformal_conic,2.791502,0.3803625,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 13:00:00 1
38,2023-07-01 14:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 14:00:00,Projection: lambert_conformal_conic,1.4573879,0.24936295,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 14:00:00 1
39,2023-07-01 15:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 15:00:00,Projection: lambert_conformal_conic,-1.9846764,-0.8468542,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 15:00:00 1
40,2023-07-01 16:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 16:00:00,Projection: lambert_conformal_conic,-1.067544,-0.2302084,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 16:00:00 1
41,2023-07-01 17:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 17:00:00,Projection: lambert_conformal_conic,-2.0156507,-0.3272457,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 17:00:00 1
42,2023-07-01 18:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 18:00:00,Projection: lambert_conformal_conic,-1.8798046,-1.6154842,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 18:00:00 1
43,2023-07-01 19:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 19:00:00,Projection: lambert_conformal_conic,-1.9837236,-1.4531851,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 19:00:00 1
44,2023-07-01 20:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 20:00:00,Projection: lambert_conformal_conic,-1.9015865,-0.7241955,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 20:00:00 1
45,2023-07-01 21:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 21:00:00,Projection: lambert_conformal_conic,-1.5233994,-1.423523,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 21:00:00 1
46,2023-07-01 22:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 22:00:00,Projection: lambert_conformal_conic,-1.7465448,-1.072279,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 22:00:00 1
47,2023-07-01 23:00:00,1,0 days,10.0,39.73586472995094,254.83880805942914,2023-07-01 23:00:00,Projection: lambert_conformal_conic,-3.6709642,-1.8001156,,164693.84744333554,-654520.142521931,39.743724,-105.177989,2023-07-01 23:00:00 1
48,2023-07-01 00:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 00:00:00,Projection: lambert_conformal_conic,-1.5433369,-2.2768059,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 00:00:00 2
49,2023-07-01 01:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 01:00:00,Projection: lambert_conformal_conic,-1.0772753,-2.1593094,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 01:00:00 2
50,2023-07-01 02:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 02:00:00,Projection: lambert_conformal_conic,0.73045444,-1.0685139,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 02:00:00 2
51,2023-07-01 03:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 03:00:00,Projection: lambert_conformal_conic,1.0813417,-0.46831512,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 03:00:00 2
52,2023-07-01 04:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 04:00:00,Projection: lambert_conformal_conic,2.2115726,0.43711853,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 04:00:00 2
53,2023-07-01 05:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 05:00:00,Projection: lambert_conformal_conic,3.2040987,-0.5667839,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 05:00:00 2
54,2023-07-01 06:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 06:00:00,Projection: lambert_conformal_conic,2.2973948,-0.68943214,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 06:00:00 2
55,2023-07-01 07:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 07:00:00,Projection: lambert_conformal_conic,3.1831646,-0.77651787,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 07:00:00 2
56,2023-07-01 08:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 08:00:00,Projection: lambert_conformal_conic,2.2638988,0.0435791,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 08:00:00 2
57,2023-07-01 09:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 09:00:00,Projection: lambert_conformal_conic,3.6369514,-0.19760513,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 09:00:00 2
58,2023-07-01 10:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 10:00:00,Projection: lambert_conformal_conic,4.4865665,-0.7486267,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 10:00:00 2
59,2023-07-01 11:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 11:00:00,Projection: lambert_conformal_conic,3.9195824,-0.93346786,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 11:00:00 2
60,2023-07-01 12:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 12:00:00,Projection: lambert_conformal_conic,3.996951,-0.71779156,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 12:00:00 2
61,2023-07-01 13:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 13:00:00,Projection: lambert_conformal_conic,3.354002,-0.5571375,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 13:00:00 2
62,2023-07-01 14:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 14:00:00,Projection: lambert_conformal_conic,0.8948879,-0.87563705,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 14:00:00 2
63,2023-07-01 15:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 15:00:00,Projection: lambert_conformal_conic,-1.5471764,-0.3468542,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 15:00:00 2
64,2023-07-01 16:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 16:00:00,Projection: lambert_conformal_conic,-0.25504398,-0.1677084,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 16:00:00 2
65,2023-07-01 17:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 17:00:00,Projection: lambert_conformal_conic,-1.8906507,1.1102543,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 17:00:00 2
66,2023-07-01 18:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 18:00:00,Projection: lambert_conformal_conic,-1.5048046,-1.2404842,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 18:00:00 2
67,2023-07-01 19:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 19:00:00,Projection: lambert_conformal_conic,-1.4837236,-2.890685,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 19:00:00 2
68,2023-07-01 20:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 20:00:00,Projection: lambert_conformal_conic,-0.83908653,-2.2866955,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 20:00:00 2
69,2023-07-01 21:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 21:00:00,Projection: lambert_conformal_conic,-0.33589935,-3.048523,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 21:00:00 2
70,2023-07-01 22:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 22:00:00,Projection: lambert_conformal_conic,-2.8715448,-6.384779,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 22:00:00 2
71,2023-07-01 23:00:00,2,0 days,10.0,39.924008774803,254.81834037638203,2023-07-01 23:00:00,Projection: lambert_conformal_conic,-0.67096424,-5.0501156,,185693.84744333613,-654520.142521931,39.912799,-105.188587,2023-07-01 23:00:00 2
72,2023-07-01 00:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2023-07-01 00:00:00,Projection: lambert_conformal_conic,-0.16833687,0.28569412,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2023-07-01 00:00:00 3
73,2023-07-01 01:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2023-07-01 01:00:00,Projection: lambert_conformal_conic,-0.6397753,-1.5343094,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2023-07-01 01:00:00 3
74,2023-07-01 02:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2023-07-01 02:00:00,Projection: lambert_conformal_conic,0.23045444,-0.06851387,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2023-07-01 02:00:00 3
75,2023-07-01 03:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2023-07-01 03:00:00,Projection: lambert_conformal_conic,0.89384174,1.2816849,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2023-07-01 03:00:00 3
76,2023-07-01 04:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2023-07-01 04:00:00,Projection: lambert_conformal_conic,0.33657265,0.06211853,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2023-07-01 04:00:00 3
77,2023-07-01 05:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2023-07-01 05:00:00,Projection: lambert_conformal_conic,1.5790987,0.1832161,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2023-07-01 05:00:00 3
78,2023-07-01 06:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2023-07-01 06:00:00,Projection: lambert_conformal_conic,0.54739475,0.060567856,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2023-07-01 06:00:00 3
79,2023-07-01 07:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2023-07-01 07:00:00,Projection: lambert_conformal_conic,1.1831646,-0.33901787,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2023-07-01 07:00:00 3
80,2023-07-01 08:00:00,3,0 days,10.0,40.05612823116832,254.76854272660222,2023-07-01 08:00:00,Projection: lambert_conformal_conic,1.2013988,0.0435791,,200693.8474433367,-657520.1425219311,40.070016,-105.220238,2023-07-01 08:00:00 3
