,time,surface,sp,point_latitude,point_longitude,surface_x,orog,surface_y,dswrf,pressureFromGroundLayer_x,unknown_x,pressureFromGroundLayer_y,unknown_y
0,2022-09-01 00:00:00,0.0,78240.0,39.620408,-105.33872,0.0,2259.076,0.0,141.7,10000.0,0.009531736,10000.0,0.125
1,2022-09-01 01:00:00,0.0,78250.0,39.620408,-105.33872,0.0,2259.076,0.0,50.8,10000.0,0.0018880367,10000.0,0.0
2,2022-09-01 02:00:00,0.0,78250.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,0.0032048225,10000.0,0.0
3,2022-09-01 03:00:00,0.0,78240.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.055698395,10000.0,0.0
4,2022-09-01 04:00:00,0.0,78260.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.09580326,10000.0,0.0
5,2022-09-01 05:00:00,0.0,78250.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.17582178,10000.0,0.0
6,2022-09-01 06:00:00,0.0,78210.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.24488592,10000.0,0.0
7,2022-09-01 07:00:00,0.0,78210.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.12726212,10000.0,0.0
8,2022-09-01 08:00:00,0.0,78170.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.1002903,10000.0,0.0
9,2022-09-01 09:00:00,0.0,78140.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.116240025,10000.0,0.0
10,2022-09-01 10:00:00,0.0,78130.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.19565964,10000.0,0.0
11,2022-09-01 11:00:00,0.0,78120.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.11253214,10000.0,0.0
12,2022-09-01 12:00:00,0.0,78120.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.13631535,10000.0,0.0
13,2022-09-01 13:00:00,0.0,78110.0,39.620408,-105.33872,0.0,2259.076,0.0,53.8,10000.0,-0.16009998,10000.0,0.0
14,2022-09-01 14:00:00,0.0,78090.0,39.620408,-105.33872,0.0,2259.076,0.0,258.8,10000.0,-0.14743757,10000.0,0.0
15,2022-09-01 15:00:00,0.0,78060.0,39.620408,-105.33872,0.0,2259.076,0.0,470.4,10000.0,-0.03554821,10000.0,0.0
16,2022-09-01 16:00:00,0.0,78070.0,39.620408,-105.33872,0.0,2259.076,0.0,657.6,10000.0,0.0048992634,10000.0,0.125
17,2022-09-01 17:00:00,0.0,78060.0,39.620408,-105.33872,0.0,2259.076,0.0,801.0,10000.0,0.011627555,10000.0,0.125
18,2022-09-01 18:00:00,0.0,78020.0,39.620408,-105.33872,0.0,2259.076,0.0,877.0,10000.0,-0.021266341,10000.0,0.0625
19,2022-09-01 19:00:00,0.0,77990.0,39.620408,-105.33872,0.0,2259.076,0.0,131.0,10000.0,-0.0030019283,10000.0,0.0625
20,2022-09-01 20:00:00,0.0,77990.0,39.620408,-105.33872,0.0,2259.076,0.0,204.0,10000.0,-0.018188834,10000.0,0.0625
21,2022-09-01 21:00:00,0.0,77960.0,39.620408,-105.33872,0.0,2259.076,0.0,142.3,10000.0,-0.0033589602,10000.0,0.0
22,2022-09-01 22:00:00,0.0,77910.0,39.620408,-105.33872,0.0,2259.076,0.0,399.7,10000.0,0.011561036,10000.0,0.0625
23,2022-09-01 23:00:00,0.0,77840.0,39.620408,-105.33872,0.0,2259.076,0.0,435.0,10000.0,0.022986054,10000.0,0.0
24,2022-09-01 00:00:00,0.0,82890.0,39.743724,-105.177989,0.0,1756.7634,0.0,28.2,10000.0,0.009531736,10000.0,0.125
