,time,surface,sp,point_latitude,point_longitude,surface_x,orog,surface_y,dswrf,pressureFromGroundLayer_x,unknown_x,pressureFromGroundLayer_y,unknown_y
0,2021-06-01 00:00:00,0.0,78200.0,39.620408,-105.33872,0.0,2259.076,0.0,123.3,10000.0,-0.033607006,10000.0,0.0
1,2021-06-01 01:00:00,0.0,78160.0,39.620408,-105.33872,0.0,2259.076,0.0,6.8,10000.0,-0.020591736,10000.0,0.0
2,2021-06-01 02:00:00,0.0,78190.0,39.620408,-105.33872,0.0,2259.076,0.0,17.5,10000.0,-0.05184865,10000.0,0.0
3,2021-06-01 03:00:00,0.0,78190.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.060059786,10000.0,0.0
4,2021-06-01 04:00:00,0.0,78170.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.046357155,10000.0,0.0
5,2021-06-01 05:00:00,0.0,78140.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.07804942,10000.0,0.0
6,2021-06-01 06:00:00,0.0,78090.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.10087323,10000.0,0.0
7,2021-06-01 07:00:00,0.0,78060.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.099565744,10000.0,0.0
8,2021-06-01 08:00:00,0.0,78060.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.080584764,10000.0,0.0
9,2021-06-01 09:00:00,0.0,78070.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.06597209,10000.0,0.0
10,2021-06-01 10:00:00,0.0,78020.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.10960555,10000.0,0.0
11,2021-06-01 11:00:00,0.0,78020.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.17102098,10000.0,0.0
12,2021-06-01 12:00:00,0.0,78000.0,39.620408,-105.33872,0.0,2259.076,0.0,37.7,10000.0,-0.10315871,10000.0,0.0
13,2021-06-01 13:00:00,0.0,78000.0,39.620408,-105.33872,0.0,2259.076,0.0,219.5,10000.0,-0.14315319,10000.0,0.0
14,2021-06-01 14:00:00,0.0,78020.0,39.620408,-105.33872,0.0,2259.076,0.0,418.8,10000.0,-0.018811226,10000.0,0.0
15,2021-06-01 15:00:00,0.0,78020.0,39.620408,-105.33872,0.0,2259.076,0.0,626.3,10000.0,-0.0006967783,10000.0,0.0625
16,2021-06-01 16:00:00,0.0,78070.0,39.620408,-105.33872,0.0,2259.076,0.0,734.0,10000.0,-0.022755861,10000.0,0.0
17,2021-06-01 17:00:00,0.0,78110.0,39.620408,-105.33872,0.0,2259.076,0.0,377.0,10000.0,0.01965952,10000.0,0.0625
18,2021-06-01 18:00:00,0.0,78050.0,39.620408,-105.33872,0.0,2259.076,0.0,1008.0,10000.0,-0.055278778,10000.0,0.0
19,2021-06-01 19:00:00,0.0,78040.0,39.620408,-105.33872,0.0,2259.076,0.0,9.0,10000.0,0.030363798,10000.0,0.0625
20,2021-06-01 20:00:00,0.0,77950.0,39.620408,-105.33872,0.0,2259.076,0.0,13.0,10000.0,0.0014986992,10000.0,0.0
21,2021-06-01 21:00:00,0.0,78010.0,39.620408,-105.33872,0.0,2259.076,0.0,313.0,10000.0,-0.06413877,10000.0,0.0
22,2021-06-01 22:00:00,0.0,77930.0,39.620408,-105.33872,0.0,2259.076,0.0,2.7,10000.0,-0.017129302,10000.0,0.0
23,2021-06-01 23:00:00,0.0,78040.0,39.620408,-105.33872,0.0,2259.076,0.0,29.4,10000.0,-0.01514101,10000.0,0.0
24,2021-06-01 00:00:00,0.0,83070.0,39.743724,-105.177989,0.0,1756.7634,0.0,60.4,10000.0,-0.033607006,10000.0,0.0
25,2021-06-01 01:00:00,0.0,83010.0,39.743724,-105.177989,0.0,1756.7634,0.0,17.5,10000.0,-0.020591736,10000.0,0.0
26,2021-06-01 02:00:00,0.0,83040.0,39.743724,-105.177989,0.0,1756.7634,0.0,18.9,10000.0,0.01065135,10000.0,0.0
27,2021-06-01 03:00:00,0.0,83040.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.060059786,10000.0,0.0
28,2021-06-01 04:00:00,0.0,83020.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.046357155,10000.0,0.0
29,2021-06-01 05:00:00,0.0,83000.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.015549421,10000.0,0.0
30,2021-06-01 06:00:00,0.0,82960.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.038373232,10000.0,0.0
31,2021-06-01 07:00:00,0.0,82920.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.037065744,10000.0,0.0
32,2021-06-01 08:00:00,0.0,82930.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.018084764,10000.0,0.0
