,o3,site,latitude,longitude
o3_sim_Evergreen_1_,51.51635,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,53.934692,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,41.473755,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,47.212433,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,51.6316,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,56.59628,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,51.538986,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,55.85901,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,47.6291,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,47.594322,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,55.15673,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,41.21453,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,35.587646,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,41.649055,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,41.21071,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,38.461365,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,37.74984,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,38.612694,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,33.39129,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,39.310326,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,37.410892,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,39.478874,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,36.3945,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,42.43868,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,48.272907,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,42.97669,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,40.907413,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,40.559563,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,37.523052,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,35.840805,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,38.014286,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,29.088905,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,35.545708,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,34.842606,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,33.574707,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,33.570503,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,33.429184,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,38.895794,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,45.228962,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,42.362926,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,39.2803,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,39.69977,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,39.64307,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,36.231606,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,33.546673,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,33.61606,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,33.515667,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,37.144913,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,37.17723,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,42.745693,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,34.873993,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,34.190247,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,37.328777,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,41.443954,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,39.24675,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,39.63683,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,35.604076,o3_sim_45,39.6265984,-104.5859985
o3_sim_46,33.202446,o3_sim_46,39.6265984,-104.6900024
o3_sim_47,34.34153,o3_sim_47,39.6265984,-104.7929993
o3_sim_48,31.72102,o3_sim_48,39.6265984,-104.8960037
o3_sim_49,26.225542,o3_sim_49,39.6265984,-104.9990005
o3_sim_50,33.60637,o3_sim_50,39.6265984,-105.1019974
o3_sim_51,29.606865,o3_sim_51,39.6265984,-105.2050018
o3_sim_52,39.168964,o3_sim_52,39.6265984,-105.3079987
o3_sim_53,32.794403,o3_sim_53,39.6265984,-105.4110031
o3_sim_54,35.31178,o3_sim_54,39.6265984,-105.5139999
o3_sim_55,37.786903,o3_sim_55,39.6265984,-105.6169968
o3_sim_56,43.814236,o3_sim_56,39.6265984,-105.7200012
o3_sim_57,37.864254,o3_sim_57,39.7296982,-104.3799973
o3_sim_58,36.708984,o3_sim_58,39.7296982,-104.4830017
