,o3,site,latitude,longitude
o3_sim_Evergreen_1_,51.671402,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,53.340702,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,40.751488,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,48.784214,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,47.37545,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,48.63056,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,36.909325,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,41.43889,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,47.30647,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,48.147182,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,39.93368,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,38.3792,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,37.872566,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,41.301033,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,40.64655,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,38.84545,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,40.416626,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,39.5095,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,32.378895,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,36.516953,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,33.25298,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,33.80293,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,29.301718,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,38.972355,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,41.704086,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,47.10099,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,36.697998,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,37.73556,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,36.435055,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,34.729458,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,36.00946,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,24.195557,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,41.70143,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,32.23175,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,23.803976,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,35.452744,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,34.84188,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,37.709183,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,39.68061,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,37.016117,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,34.478687,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,35.907974,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,35.010426,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,34.19651,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,32.412273,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,27.878902,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,34.800163,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,29.758142,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,35.147186,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,41.437954,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,37.641846,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,36.28823,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,37.51911,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,36.869972,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,34.12603,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,34.164562,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,35.19529,o3_sim_45,39.6265984,-104.5859985
o3_sim_46,28.175814,o3_sim_46,39.6265984,-104.6900024
o3_sim_47,27.697035,o3_sim_47,39.6265984,-104.7929993
o3_sim_48,26.360342,o3_sim_48,39.6265984,-104.8960037
o3_sim_49,21.679155,o3_sim_49,39.6265984,-104.9990005
o3_sim_50,20.587196,o3_sim_50,39.6265984,-105.1019974
o3_sim_51,35.207603,o3_sim_51,39.6265984,-105.2050018
o3_sim_52,32.89698,o3_sim_52,39.6265984,-105.3079987
o3_sim_53,31.827835,o3_sim_53,39.6265984,-105.4110031
o3_sim_54,33.66993,o3_sim_54,39.6265984,-105.5139999
o3_sim_55,39.74907,o3_sim_55,39.6265984,-105.6169968
o3_sim_56,48.939552,o3_sim_56,39.6265984,-105.7200012
o3_sim_57,35.273605,o3_sim_57,39.7296982,-104.3799973
o3_sim_58,34.126675,o3_sim_58,39.7296982,-104.4830017
o3_sim_59,33.816948,o3_sim_59,39.7296982,-104.5859985
o3_sim_60,33.38559,o3_sim_60,39.7296982,-104.6900024
o3_sim_61,25.488903,o3_sim_61,39.7296982,-104.7929993
o3_sim_62,30.021873,o3_sim_62,39.7296982,-104.8960037
o3_sim_63,22.688404,o3_sim_63,39.7296982,-104.9990005
o3_sim_64,27.105824,o3_sim_64,39.7296982,-105.1019974
o3_sim_65,26.926062,o3_sim_65,39.7296982,-105.2050018
o3_sim_66,35.774044,o3_sim_66,39.7296982,-105.3079987
o3_sim_67,29.228792,o3_sim_67,39.7296982,-105.4110031
o3_sim_68,38.086132,o3_sim_68,39.7296982,-105.5139999
o3_sim_69,38.376526,o3_sim_69,39.7296982,-105.6169968
o3_sim_70,39.47492,o3_sim_70,39.7296982,-105.7200012
o3_sim_71,34.754383,o3_sim_71,39.8328018,-104.3799973
o3_sim_72,35.590446,o3_sim_72,39.8328018,-104.4830017
o3_sim_73,35.583935,o3_sim_73,39.8328018,-104.5859985
o3_sim_74,33.595234,o3_sim_74,39.8328018,-104.6900024
o3_sim_75,33.057095,o3_sim_75,39.8328018,-104.7929993
o3_sim_76,30.938564,o3_sim_76,39.8328018,-104.8960037
o3_sim_77,23.576874,o3_sim_77,39.8328018,-104.9990005
o3_sim_78,29.77073,o3_sim_78,39.8328018,-105.1019974
o3_sim_79,34.289036,o3_sim_79,39.8328018,-105.2050018
o3_sim_80,32.52762,o3_sim_80,39.8328018,-105.3079987
