,o3,site,latitude,longitude
o3_sim_Evergreen_1_,48.035004,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,50.905357,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,37.032093,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,45.745228,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,43.687817,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,37.305153,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,47.671036,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,51.99184,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,42.9324,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,47.983723,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,49.933002,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,37.79693,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,39.708458,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,38.575565,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,38.629982,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,36.579884,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,37.763927,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,37.85085,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,29.343544,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,37.24951,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,35.060894,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,33.624176,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,29.418282,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,40.044777,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,41.827145,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,49.18765,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,41.497463,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,40.487125,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,36.123062,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,33.269344,o3_sim_18,39.4205017,-104.6900024
