,o3,site,latitude,longitude
o3_sim_Evergreen_1_,46.22339,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,45.87196,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,31.472185,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,34.518173,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,32.652863,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,44.58809,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,38.279846,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,41.52446,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,28.275824,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,46.668957,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,37.74061,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_Evergreen_1_,46.22339,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,45.87196,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,31.472185,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,34.518173,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,32.652863,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,44.58809,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,38.279846,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,41.52446,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,28.275824,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,46.668957,o3_sim_East Plains_1_,39.638522,-104.569335
