,o3,site,latitude,longitude
o3_sim_Evergreen_1_,30.658012,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,38.095703,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,36.076866,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,25.099524,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,39.140774,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,52.476852,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,31.452133,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,46.122906,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,25.68561,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,48.132553,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,40.189312,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_Evergreen_1_,30.658012,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,38.095703,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,36.076866,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,25.099524,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,39.140774,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,52.476852,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,31.452133,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,46.122906,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,25.68561,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,48.132553,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,40.189312,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_Evergreen_1_,30.658012,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,38.095703,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,36.076866,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,25.099524,o3_sim_Welby_1_,39.838119,-104.94984
