,o3,site,latitude,longitude
o3_sim_Evergreen_1_,47.830418,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,46.128716,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,41.539345,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,45.670353,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,44.76681,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,52.38112,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,45.364613,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,55.749023,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,42.53141,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,48.24165,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,51.14663,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,37.106842,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,36.94802,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,38.30571,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,38.076233,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,36.60678,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,36.52712,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,37.466793,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,31.395763,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,36.837578,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,34.83082,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,33.417828,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,29.914158,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,39.8164,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,41.3588,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,44.637604,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,37.452522,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,38.586315,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,36.272156,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,33.832733,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,36.180923,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,24.933462,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,34.38515,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,34.560837,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,25.40137,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,35.792942,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,34.61846,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,39.147827,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,39.009796,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,39.33816,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,34.907227,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,36.894535,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,34.907806,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,33.83705,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,34.121136,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,29.684647,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,33.457226,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,31.906322,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,35.752274,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,41.616096,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,36.008213,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,36.809998,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,38.57966,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,39.35875,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,33.795208,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,35.73158,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,35.794968,o3_sim_45,39.6265984,-104.5859985
o3_sim_46,30.66476,o3_sim_46,39.6265984,-104.6900024
o3_sim_47,29.498573,o3_sim_47,39.6265984,-104.7929993
o3_sim_48,28.451925,o3_sim_48,39.6265984,-104.8960037
o3_sim_49,24.93937,o3_sim_49,39.6265984,-104.9990005
o3_sim_50,27.375439,o3_sim_50,39.6265984,-105.1019974
o3_sim_51,33.15811,o3_sim_51,39.6265984,-105.2050018
o3_sim_52,31.696636,o3_sim_52,39.6265984,-105.3079987
o3_sim_53,29.037968,o3_sim_53,39.6265984,-105.4110031
o3_sim_54,36.71018,o3_sim_54,39.6265984,-105.5139999
o3_sim_55,41.95397,o3_sim_55,39.6265984,-105.6169968
o3_sim_56,43.510647,o3_sim_56,39.6265984,-105.7200012
o3_sim_57,35.676353,o3_sim_57,39.7296982,-104.3799973
o3_sim_58,35.33882,o3_sim_58,39.7296982,-104.4830017
o3_sim_59,33.616825,o3_sim_59,39.7296982,-104.5859985
o3_sim_60,34.99435,o3_sim_60,39.7296982,-104.6900024
o3_sim_61,29.622105,o3_sim_61,39.7296982,-104.7929993
o3_sim_62,32.804874,o3_sim_62,39.7296982,-104.8960037
o3_sim_63,24.701967,o3_sim_63,39.7296982,-104.9990005
o3_sim_64,30.039227,o3_sim_64,39.7296982,-105.1019974
o3_sim_65,26.35411,o3_sim_65,39.7296982,-105.2050018
o3_sim_66,34.594604,o3_sim_66,39.7296982,-105.3079987
o3_sim_67,33.43621,o3_sim_67,39.7296982,-105.4110031
o3_sim_68,36.47429,o3_sim_68,39.7296982,-105.5139999
o3_sim_69,41.137257,o3_sim_69,39.7296982,-105.6169968
o3_sim_70,38.921772,o3_sim_70,39.7296982,-105.7200012
o3_sim_71,33.550713,o3_sim_71,39.8328018,-104.3799973
o3_sim_72,33.928566,o3_sim_72,39.8328018,-104.4830017
o3_sim_73,34.778572,o3_sim_73,39.8328018,-104.5859985
o3_sim_74,34.3291,o3_sim_74,39.8328018,-104.6900024
o3_sim_75,33.962463,o3_sim_75,39.8328018,-104.7929993
o3_sim_76,33.159767,o3_sim_76,39.8328018,-104.8960037
o3_sim_77,26.452856,o3_sim_77,39.8328018,-104.9990005
o3_sim_78,32.881348,o3_sim_78,39.8328018,-105.1019974
o3_sim_79,34.977985,o3_sim_79,39.8328018,-105.2050018
o3_sim_80,35.13116,o3_sim_80,39.8328018,-105.3079987
o3_sim_81,40.31836,o3_sim_81,39.8328018,-105.4110031
o3_sim_82,35.315357,o3_sim_82,39.8328018,-105.5139999
o3_sim_83,41.39743,o3_sim_83,39.8328018,-105.6169968
o3_sim_84,50.256733,o3_sim_84,39.8328018,-105.7200012
o3_sim_85,35.287483,o3_sim_85,39.9359016,-104.3799973
o3_sim_86,34.47008,o3_sim_86,39.9359016,-104.4830017
o3_sim_87,34.223644,o3_sim_87,39.9359016,-104.5859985
o3_sim_88,34.185303,o3_sim_88,39.9359016,-104.6900024
o3_sim_89,33.35856,o3_sim_89,39.9359016,-104.7929993
o3_sim_90,34.775528,o3_sim_90,39.9359016,-104.8960037
o3_sim_91,29.784405,o3_sim_91,39.9359016,-104.9990005
o3_sim_92,32.6578,o3_sim_92,39.9359016,-105.1019974
o3_sim_93,37.934414,o3_sim_93,39.9359016,-105.2050018
o3_sim_94,36.88973,o3_sim_94,39.9359016,-105.3079987
o3_sim_95,36.110096,o3_sim_95,39.9359016,-105.4110031
o3_sim_96,37.651226,o3_sim_96,39.9359016,-105.5139999
o3_sim_97,39.332584,o3_sim_97,39.9359016,-105.6169968
o3_sim_98,39.511612,o3_sim_98,39.9359016,-105.7200012
o3_sim_99,34.801403,o3_sim_99,40.0390015,-104.3799973
o3_sim_100,34.803562,o3_sim_100,40.0390015,-104.4830017
o3_sim_101,34.623764,o3_sim_101,40.0390015,-104.5859985
o3_sim_102,33.21826,o3_sim_102,40.0390015,-104.6900024
o3_sim_103,33.76972,o3_sim_103,40.0390015,-104.7929993
o3_sim_104,35.501564,o3_sim_104,40.0390015,-104.8960037
o3_sim_105,35.506493,o3_sim_105,40.0390015,-104.9990005
o3_sim_106,33.495026,o3_sim_106,40.0390015,-105.1019974
o3_sim_107,34.250057,o3_sim_107,40.0390015,-105.2050018
o3_sim_108,32.575027,o3_sim_108,40.0390015,-105.3079987
o3_sim_109,32.859093,o3_sim_109,40.0390015,-105.4110031
o3_sim_110,37.229263,o3_sim_110,40.0390015,-105.5139999
o3_sim_111,38.805,o3_sim_111,40.0390015,-105.6169968
o3_sim_112,41.14904,o3_sim_112,40.0390015,-105.7200012
o3_sim_113,35.811546,o3_sim_113,40.1421013,-104.3799973
o3_sim_114,34.61093,o3_sim_114,40.1421013,-104.4830017
o3_sim_115,35.001923,o3_sim_115,40.1421013,-104.5859985
o3_sim_116,34.947464,o3_sim_116,40.1421013,-104.6900024
o3_sim_117,34.48636,o3_sim_117,40.1421013,-104.7929993
o3_sim_118,35.353603,o3_sim_118,40.1421013,-104.8960037
o3_sim_119,34.319675,o3_sim_119,40.1421013,-104.9990005
o3_sim_120,32.050484,o3_sim_120,40.1421013,-105.1019974
o3_sim_121,35.06325,o3_sim_121,40.1421013,-105.2050018
o3_sim_122,29.236069,o3_sim_122,40.1421013,-105.3079987
o3_sim_123,35.73347,o3_sim_123,40.1421013,-105.4110031
o3_sim_124,37.42026,o3_sim_124,40.1421013,-105.5139999
o3_sim_125,38.559647,o3_sim_125,40.1421013,-105.6169968
o3_sim_126,39.525963,o3_sim_126,40.1421013,-105.7200012
o3_sim_127,35.741283,o3_sim_127,40.2452011,-104.3799973
o3_sim_128,35.700153,o3_sim_128,40.2452011,-104.4830017
o3_sim_129,34.870697,o3_sim_129,40.2452011,-104.5859985
o3_sim_130,33.644993,o3_sim_130,40.2452011,-104.6900024
o3_sim_131,34.631298,o3_sim_131,40.2452011,-104.7929993
o3_sim_132,35.44905,o3_sim_132,40.2452011,-104.8960037
o3_sim_133,34.20517,o3_sim_133,40.2452011,-104.9990005
o3_sim_134,34.854427,o3_sim_134,40.2452011,-105.1019974
o3_sim_135,34.8833,o3_sim_135,40.2452011,-105.2050018
o3_sim_136,27.74003,o3_sim_136,40.2452011,-105.3079987
o3_sim_137,33.160736,o3_sim_137,40.2452011,-105.4110031
o3_sim_138,34.79602,o3_sim_138,40.2452011,-105.5139999
o3_sim_139,39.68147,o3_sim_139,40.2452011,-105.6169968
