,date,preds_0_Highlands Ranch,actual,preds_1_Highlands Ranch,preds_2_Highlands Ranch,preds_3_Highlands Ranch,preds_4_Highlands Ranch,preds_5_Highlands Ranch,preds_6_Highlands Ranch,preds_7_Highlands Ranch,site_name,lat,lon
0,2023-05-02 07:00:00+00:00,0.042627785,0.031999999999999994,0.042627785,0.042627785,0.042627785,0.042627785,0.042627785,0.042627785,0.042627785,Highlands Ranch,39.567887,-104.957193
1,2023-05-02 08:00:00+00:00,0.04183404,0.037,0.04183404,0.04183404,0.04183404,0.04183404,0.04183404,0.04183404,0.04183404,Highlands Ranch,39.567887,-104.957193
2,2023-05-02 09:00:00+00:00,0.037554517,0.034,0.037554517,0.037554517,0.037554517,0.037554517,0.037554517,0.037554517,0.037554517,Highlands Ranch,39.567887,-104.957193
3,2023-05-02 10:00:00+00:00,0.033975907,0.031000000000000003,0.033975907,0.033975907,0.033975907,0.033975907,0.033975907,0.033975907,0.033975907,Highlands Ranch,39.567887,-104.957193
4,2023-05-02 11:00:00+00:00,0.031792156,0.028000000000000004,0.031792156,0.031792156,0.031792156,0.031792156,0.031792156,0.031792156,0.031792156,Highlands Ranch,39.567887,-104.957193
5,2023-05-02 12:00:00+00:00,0.02984929,0.028999999999999998,0.02984929,0.02984929,0.02984929,0.02984929,0.02984929,0.02984929,0.02984929,Highlands Ranch,39.567887,-104.957193
6,2023-05-02 13:00:00+00:00,0.029005498,0.031999999999999994,0.029005498,0.029005498,0.029005498,0.029005498,0.029005498,0.029005498,0.029005498,Highlands Ranch,39.567887,-104.957193
7,2023-05-02 14:00:00+00:00,0.030961547,0.033,0.030961547,0.030961547,0.030961547,0.030961547,0.030961547,0.030961547,0.030961547,Highlands Ranch,39.567887,-104.957193
8,2023-05-02 15:00:00+00:00,0.035486463,0.034,0.035486463,0.035486463,0.035486463,0.035486463,0.035486463,0.035486463,0.035486463,Highlands Ranch,39.567887,-104.957193
9,2023-05-02 16:00:00+00:00,0.039667133,0.038,0.039667133,0.039667133,0.039667133,0.039667133,0.039667133,0.039667133,0.039667133,Highlands Ranch,39.567887,-104.957193
10,2023-05-02 17:00:00+00:00,0.04740029,0.045,0.04740029,0.04740029,0.04740029,0.04740029,0.04740029,0.04740029,0.04740029,Highlands Ranch,39.567887,-104.957193
11,2023-05-02 18:00:00+00:00,0.04850066,0.048,0.04850066,0.04850066,0.04850066,0.04850066,0.04850066,0.04850066,0.04850066,Highlands Ranch,39.567887,-104.957193
12,2023-05-02 19:00:00+00:00,0.05343421,0.05500000000000001,0.05343421,0.05343421,0.05343421,0.05343421,0.05343421,0.05343421,0.05343421,Highlands Ranch,39.567887,-104.957193
