,actual_datetime,county_code,site_number,county,site,site_name,pop_den,no2_bool,u10,v10,latitude,longitude,t2m,r2,sp,orog,dswrf,MAXUVV,MAXDVV,date_local,time_local,date_gmt,time_gmt,o3,no2,day_of_year,hour_of_day,date,o3_0day,o3_1day,o3_2day,o3_3day,o3_4day,o3_5day,o3_6day,o3_7day
66,2021-05-04 01:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,0.3017311,-3.8361282,39.912799,-105.188587,276.62653,97.1,82780.0,1729.9197,2.2,-0.01694727,0.0,2021-05-03,18:00,2021-05-04,01:00,37.0,1.2,124,1,2021-05-04 01:00:00,37.0,,,,,,,
67,2021-05-04 02:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,0.58416367,-2.4872055,39.912799,-105.188587,276.18494,96.1,82810.0,1729.9197,0.0,-0.017238855,0.0,2021-05-03,19:00,2021-05-04,02:00,37.0,1.1,124,2,2021-05-04 02:00:00,37.0,37.0,,,,,,
68,2021-05-04 03:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-0.4911623,-1.0753021,39.912799,-105.188587,276.01642,96.4,82900.0,1729.9197,0.0,-0.028454065,0.0,2021-05-03,20:00,2021-05-04,03:00,38.0,0.4,124,3,2021-05-04 03:00:00,38.0,37.0,37.0,,,,,
69,2021-05-04 04:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,0.8027649,-0.31804848,39.912799,-105.188587,276.36533,92.0,82930.0,1729.9197,0.0,-0.02398634,0.0,2021-05-03,21:00,2021-05-04,04:00,35.0,0.8,124,4,2021-05-04 04:00:00,35.0,38.0,37.0,37.0,,,,
70,2021-05-04 05:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-0.26427174,-1.0343075,39.912799,-105.188587,276.35165,93.6,82930.0,1729.9197,0.0,-0.026221752,0.0,2021-05-03,22:00,2021-05-04,05:00,36.0,0.75,124,5,2021-05-04 05:00:00,36.0,35.0,38.0,37.0,37.0,,,
71,2021-05-04 06:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,0.4219656,-0.23661041,39.912799,-105.188587,276.33026,94.3,82950.0,1729.9197,0.0,-0.002910614,0.0,2021-05-03,23:00,2021-05-04,06:00,37.0,0.7,124,6,2021-05-04 06:00:00,37.0,36.0,35.0,38.0,37.0,37.0,,
72,2021-05-04 07:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-0.10346699,0.47069168,39.912799,-105.188587,276.6398,93.8,82910.0,1729.9197,0.0,-0.03256607,0.0,2021-05-04,00:00,2021-05-04,07:00,34.0,0.9,124,7,2021-05-04 07:00:00,34.0,37.0,36.0,35.0,38.0,37.0,37.0,
73,2021-05-04 08:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-0.27981567,0.117679596,39.912799,-105.188587,276.67197,93.7,82840.0,1729.9197,0.0,0.000852108,0.0,2021-05-04,01:00,2021-05-04,08:00,34.0,1.9,124,8,2021-05-04 08:00:00,34.0,34.0,37.0,36.0,35.0,38.0,37.0,37.0
74,2021-05-04 09:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-1.043251,1.3883018,39.912799,-105.188587,276.5294,97.0,82790.0,1729.9197,0.0,-0.026906013,0.0,2021-05-04,02:00,2021-05-04,09:00,32.0,3.9,124,9,2021-05-04 09:00:00,32.0,34.0,34.0,37.0,36.0,35.0,38.0,37.0
75,2021-05-04 10:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,0.55708694,1.4025841,39.912799,-105.188587,276.43167,93.2,82770.0,1729.9197,0.0,0.0038218498,0.0,2021-05-04,03:00,2021-05-04,10:00,33.0,2.1,124,10,2021-05-04 10:00:00,33.0,32.0,34.0,34.0,37.0,36.0,35.0,38.0
76,2021-05-04 11:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-0.60126686,1.2428951,39.912799,-105.188587,275.7168,94.2,82770.0,1729.9197,0.0,0.023087502,0.0,2021-05-04,04:00,2021-05-04,11:00,31.0,2.6,124,11,2021-05-04 11:00:00,31.0,33.0,32.0,34.0,34.0,37.0,36.0,35.0
77,2021-05-04 12:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,0.70766354,-0.6302128,39.912799,-105.188587,275.2562,93.7,82770.0,1729.9197,0.0,-0.006421089,0.0,2021-05-04,05:00,2021-05-04,12:00,26.0,3.8,124,12,2021-05-04 12:00:00,26.0,31.0,33.0,32.0,34.0,34.0,37.0,36.0
78,2021-05-04 13:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,0.40442657,-0.8764343,39.912799,-105.188587,275.68826,95.8,82800.0,1729.9197,61.5,0.0015077591,0.0,2021-05-04,06:00,2021-05-04,13:00,28.999999999999996,2.8,124,13,2021-05-04 13:00:00,28.999999999999996,26.0,31.0,33.0,32.0,34.0,34.0,37.0
79,2021-05-04 14:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-0.45490837,-0.62251663,39.912799,-105.188587,276.97144,94.3,82820.0,1729.9197,110.7,-0.023212433,0.0,2021-05-04,07:00,2021-05-04,14:00,32.0,1.8,124,14,2021-05-04 14:00:00,32.0,28.999999999999996,26.0,31.0,33.0,32.0,34.0,34.0
80,2021-05-04 15:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,0.38098145,-1.0135612,39.912799,-105.188587,278.0847,88.4,82780.0,1729.9197,238.6,-0.005305052,0.0,2021-05-04,08:00,2021-05-04,15:00,33.0,1.1,124,15,2021-05-04 15:00:00,33.0,32.0,28.999999999999996,26.0,31.0,33.0,32.0,34.0
81,2021-05-04 16:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-0.9879103,-0.21705627,39.912799,-105.188587,279.6547,81.5,82730.0,1729.9197,230.0,0.011450052,0.0,2021-05-04,09:00,2021-05-04,16:00,35.0,1.0,124,16,2021-05-04 16:00:00,35.0,33.0,32.0,28.999999999999996,26.0,31.0,33.0,32.0
82,2021-05-04 17:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-1.2997923,-0.25298023,39.912799,-105.188587,281.06818,75.0,82710.0,1729.9197,365.0,-0.02890563,0.0,2021-05-04,10:00,2021-05-04,17:00,36.0,0.9,124,17,2021-05-04 17:00:00,36.0,35.0,33.0,32.0,28.999999999999996,26.0,31.0,33.0
83,2021-05-04 18:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-1.7119551,0.0259161,39.912799,-105.188587,282.89542,67.2,82640.0,1729.9197,963.0,-0.028327703,0.0,2021-05-04,11:00,2021-05-04,18:00,38.0,1.2,124,18,2021-05-04 18:00:00,38.0,36.0,35.0,33.0,32.0,28.999999999999996,26.0,31.0
84,2021-05-04 19:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-2.2531452,-0.9664974,39.912799,-105.188587,284.41864,62.0,82570.0,1729.9197,596.0,0.0089223385,0.0625,2021-05-04,12:00,2021-05-04,19:00,42.0,1.2,124,19,2021-05-04 19:00:00,42.0,38.0,36.0,35.0,33.0,32.0,28.999999999999996,26.0
85,2021-05-04 20:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-2.1571531,-0.049832344,39.912799,-105.188587,285.6525,57.4,82520.0,1729.9197,962.0,-0.021699667,0.0625,2021-05-04,13:00,2021-05-04,20:00,44.0,1.35,124,20,2021-05-04 20:00:00,44.0,42.0,38.0,36.0,35.0,33.0,32.0,28.999999999999996
86,2021-05-04 21:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-0.010420799,0.48995972,39.912799,-105.188587,286.07175,55.6,82470.0,1729.9197,120.0,-0.004873395,0.0,2021-05-04,14:00,2021-05-04,21:00,47.0,1.5,124,21,2021-05-04 21:00:00,47.0,44.0,42.0,38.0,36.0,35.0,33.0,32.0
87,2021-05-04 22:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,-1.2777863,-2.2068348,39.912799,-105.188587,286.00885,57.7,82430.0,1729.9197,70.3,0.023056626,0.0625,2021-05-04,15:00,2021-05-04,22:00,47.0,0.9,124,22,2021-05-04 22:00:00,47.0,47.0,44.0,42.0,38.0,36.0,35.0,33.0
88,2021-05-04 23:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,3.5621347,-6.6428976,39.912799,-105.188587,284.62808,57.1,82480.0,1729.9197,51.8,0.013808966,0.0,2021-05-04,16:00,2021-05-04,23:00,49.0,0.4,124,23,2021-05-04 23:00:00,49.0,47.0,47.0,44.0,42.0,38.0,36.0,35.0
89,2021-05-05 00:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,1.0491638,-4.2681246,39.912799,-105.188587,285.51544,50.3,82500.0,1729.9197,48.1,-0.030592918,0.0,2021-05-04,17:00,2021-05-05,00:00,48.0,0.3,125,0,2021-05-05 00:00:00,48.0,49.0,47.0,47.0,44.0,42.0,38.0,36.0
90,2021-05-05 01:00:00,59,6,Jefferson,65,Rocky Flats,0.2103525,True,0.5501337,1.2824621,39.912799,-105.188587,283.94812,57.1,82480.0,1729.9197,121.1,-0.038122892,0.0,2021-05-04,18:00,2021-05-05,01:00,46.0,0.4,125,1,2021-05-05 01:00:00,46.0,48.0,49.0,47.0,47.0,44.0,42.0,38.0
