,actual_datetime,county_code,site_number,county,site,site_name,pop_den,no2_bool,u10,v10,latitude,longitude,t2m,r2,sp,orog,dswrf,MAXUVV,MAXDVV,date_local,time_local,date_gmt,time_gmt,o3,no2,day_of_year,hour_of_day,datetime
66,2021-05-04 01:00:00,59,14,Jefferson,73,Evergreen,392.4452209,False,-1.1357689,-0.83612823,39.620408,-105.33872,272.93903,100.0,77530.0,2259.076,2.4,-0.01694727,0.0,2021-05-03,18:00,2021-05-04,01:00,0.031,,124,1,2021-05-04 01:00:00
67,2021-05-04 02:00:00,59,14,Jefferson,73,Evergreen,392.4452209,False,-1.4783363,0.4502945,39.620408,-105.33872,273.05994,96.0,77520.0,2259.076,0.0,-0.079738855,0.0,2021-05-03,19:00,2021-05-04,02:00,0.03,,124,2,2021-05-04 02:00:00
68,2021-05-04 03:00:00,59,14,Jefferson,73,Evergreen,392.4452209,False,-1.5536623,0.8621979,39.620408,-105.33872,272.95392,91.5,77620.0,2259.076,0.0,-0.090954065,0.0,2021-05-03,20:00,2021-05-04,03:00,0.031,,124,3,2021-05-04 03:00:00
69,2021-05-04 04:00:00,59,14,Jefferson,73,Evergreen,392.4452209,False,-1.8222351,0.11945152,39.620408,-105.33872,272.86533,95.2,77640.0,2259.076,0.0,-0.08648634,0.0,2021-05-03,21:00,2021-05-04,04:00,0.033,,124,4,2021-05-04 04:00:00
70,2021-05-04 05:00:00,59,14,Jefferson,73,Evergreen,392.4452209,False,-1.2642717,0.15319252,39.620408,-105.33872,273.10165,98.6,77640.0,2259.076,0.0,-0.026221752,0.0,2021-05-03,22:00,2021-05-04,05:00,0.035,,124,5,2021-05-04 05:00:00
71,2021-05-04 06:00:00,59,14,Jefferson,73,Evergreen,392.4452209,False,-0.8905344,0.07588959,39.620408,-105.33872,273.20526,96.6,77680.0,2259.076,0.0,-0.002910614,0.0,2021-05-03,23:00,2021-05-04,06:00,0.035,,124,6,2021-05-04 06:00:00
72,2021-05-04 07:00:00,59,14,Jefferson,73,Evergreen,392.4452209,False,-0.665967,-0.27930832,39.620408,-105.33872,273.3898,93.1,77640.0,2259.076,0.0,-0.03256607,0.0,2021-05-04,00:00,2021-05-04,07:00,0.033,,124,7,2021-05-04 07:00:00
73,2021-05-04 08:00:00,59,14,Jefferson,73,Evergreen,392.4452209,False,0.7826843,0.6176796,39.620408,-105.33872,273.54697,93.0,77570.0,2259.076,0.0,-0.061647892,0.0,2021-05-04,01:00,2021-05-04,08:00,0.033,,124,8,2021-05-04 08:00:00
74,2021-05-04 09:00:00,59,14,Jefferson,73,Evergreen,392.4452209,False,-1.043251,0.26330185,39.620408,-105.33872,273.0919,88.0,77520.0,2259.076,0.0,-0.026906013,0.0,2021-05-04,02:00,2021-05-04,09:00,0.022,,124,9,2021-05-04 09:00:00
75,2021-05-04 10:00:00,59,14,Jefferson,73,Evergreen,392.4452209,False,-0.25541306,-0.097415924,39.620408,-105.33872,273.36917,86.2,77500.0,2259.076,0.0,-0.05867815,0.0,2021-05-04,03:00,2021-05-04,10:00,0.032,,124,10,2021-05-04 10:00:00
