,o3,site,latitude,longitude,randoms
o3_sim_140,48.851498,o3_sim_140,40.2452011,-105.7200012,3.8e-05
o3_sim_1,64.23052,o3_sim_1,39.3174019,-104.3799973,5.37e-05
o3_sim_2,57.094368,o3_sim_2,39.3174019,-104.4830017,7.65e-05
o3_sim_3,58.526768,o3_sim_3,39.3174019,-104.5859985,7.6e-06
o3_sim_4,58.43848,o3_sim_4,39.3174019,-104.6900024,6.53e-05
o3_sim_5,59.81096,o3_sim_5,39.3174019,-104.7929993,1.99e-05
o3_sim_6,59.4121,o3_sim_6,39.3174019,-104.8960037,9.65e-05
o3_sim_7,67.42003,o3_sim_7,39.3174019,-104.9990005,9.84e-05
o3_sim_8,53.14818,o3_sim_8,39.3174019,-105.1019974,8.5e-05
o3_sim_9,57.373177,o3_sim_9,39.3174019,-105.2050018,5.45e-05
o3_sim_10,53.283672,o3_sim_10,39.3174019,-105.3079987,3.8e-06
o3_sim_11,50.678246,o3_sim_11,39.3174019,-105.4110031,2.04e-05
o3_sim_12,51.031357,o3_sim_12,39.3174019,-105.5139999,9.26e-05
o3_sim_13,48.04827,o3_sim_13,39.3174019,-105.6169968,5.86e-05
o3_sim_14,50.130585,o3_sim_14,39.3174019,-105.7200012,4.49e-05
o3_sim_15,60.948692,o3_sim_15,39.4205017,-104.3799973,5.67e-05
o3_sim_16,61.334023,o3_sim_16,39.4205017,-104.4830017,6.85e-05
o3_sim_17,62.270706,o3_sim_17,39.4205017,-104.5859985,8.6e-05
o3_sim_18,61.48651,o3_sim_18,39.4205017,-104.6900024,2.11e-05
o3_sim_19,64.51577,o3_sim_19,39.4205017,-104.7929993,3.81e-05
o3_sim_20,64.676895,o3_sim_20,39.4205017,-104.8960037,9.6e-06
o3_sim_21,77.05443,o3_sim_21,39.4205017,-104.9990005,5.5e-05
o3_sim_22,72.29735,o3_sim_22,39.4205017,-105.1019974,1.93e-05
o3_sim_23,64.210075,o3_sim_23,39.4205017,-105.2050018,3.43e-05
o3_sim_24,55.98263,o3_sim_24,39.4205017,-105.3079987,8.29e-05
o3_sim_25,49.117294,o3_sim_25,39.4205017,-105.4110031,9.97e-05
o3_sim_26,51.187294,o3_sim_26,39.4205017,-105.5139999,4.6e-06
o3_sim_27,44.836273,o3_sim_27,39.4205017,-105.6169968,5.62e-05
o3_sim_28,49.101604,o3_sim_28,39.4205017,-105.7200012,2.99e-05
o3_sim_29,65.10801,o3_sim_29,39.5236015,-104.3799973,9.61e-05
o3_sim_30,65.41637,o3_sim_30,39.5236015,-104.4830017,8.74e-05
o3_sim_31,63.554417,o3_sim_31,39.5236015,-104.5859985,2.31e-05
o3_sim_32,63.03825,o3_sim_32,39.5236015,-104.6900024,7.2e-05
o3_sim_33,67.23265,o3_sim_33,39.5236015,-104.7929993,6.08e-05
o3_sim_34,76.08648,o3_sim_34,39.5236015,-104.8960037,8.62e-05
o3_sim_35,64.63459,o3_sim_35,39.5236015,-104.9990005,8.78e-05
o3_sim_36,80.31882,o3_sim_36,39.5236015,-105.1019974,9.14e-05
o3_sim_37,58.80104,o3_sim_37,39.5236015,-105.2050018,9.47e-05
o3_sim_38,53.778465,o3_sim_38,39.5236015,-105.3079987,8.49e-05
o3_sim_39,51.66049,o3_sim_39,39.5236015,-105.4110031,8.79e-05
o3_sim_40,48.861507,o3_sim_40,39.5236015,-105.5139999,5.36e-05
o3_sim_41,49.995605,o3_sim_41,39.5236015,-105.6169968,9.41e-05
o3_sim_42,48.090237,o3_sim_42,39.5236015,-105.7200012,7.83e-05
o3_sim_43,63.41577,o3_sim_43,39.6265984,-104.3799973,1.15e-05
o3_sim_44,69.39553,o3_sim_44,39.6265984,-104.4830017,7.2e-06
o3_sim_45,63.212555,o3_sim_45,39.6265984,-104.5859985,4.06e-05
o3_sim_46,66.972885,o3_sim_46,39.6265984,-104.6900024,9.38e-05
o3_sim_47,71.168785,o3_sim_47,39.6265984,-104.7929993,7.64e-05
o3_sim_48,72.30351,o3_sim_48,39.6265984,-104.8960037,2.1e-05
o3_sim_49,68.913826,o3_sim_49,39.6265984,-104.9990005,4.86e-05
o3_sim_50,66.078125,o3_sim_50,39.6265984,-105.1019974,4.6e-05
o3_sim_51,61.67646,o3_sim_51,39.6265984,-105.2050018,4.16e-05
o3_sim_52,59.78778,o3_sim_52,39.6265984,-105.3079987,7.17e-05
o3_sim_53,52.8724,o3_sim_53,39.6265984,-105.4110031,6.76e-05
o3_sim_54,47.16559,o3_sim_54,39.6265984,-105.5139999,1.74e-05
o3_sim_55,47.541557,o3_sim_55,39.6265984,-105.6169968,5.25e-05
o3_sim_56,50.95445,o3_sim_56,39.6265984,-105.7200012,6.86e-05
o3_sim_57,61.05684,o3_sim_57,39.7296982,-104.3799973,7.13e-05
o3_sim_58,63.27446,o3_sim_58,39.7296982,-104.4830017,2.35e-05
o3_sim_59,67.05272,o3_sim_59,39.7296982,-104.5859985,4.99e-05
o3_sim_60,67.179146,o3_sim_60,39.7296982,-104.6900024,5.73e-05
o3_sim_61,71.487595,o3_sim_61,39.7296982,-104.7929993,7.4e-06
o3_sim_62,69.74411,o3_sim_62,39.7296982,-104.8960037,9.94e-05
o3_sim_63,65.441986,o3_sim_63,39.7296982,-104.9990005,9.37e-05
o3_sim_64,65.556435,o3_sim_64,39.7296982,-105.1019974,2.3e-05
