,date,preds_0_Boulder,actual,preds_1_Boulder,preds_2_Boulder,preds_3_Boulder,preds_4_Boulder,preds_5_Boulder,site_name,lat,lon
0,2023-06-02 12:00:00+00:00,0.032580834,0.028999999999999998,0.026090285,0.02569198,0.023627602,0.021829544,0.018736599,Boulder,40.070016,-105.220238
1,2023-06-02 13:00:00+00:00,0.025939226,0.021,0.029044466,0.023784371,0.02347533,0.021846954,0.02043829,Boulder,40.070016,-105.220238
2,2023-06-02 14:00:00+00:00,0.02119086,0.027000000000000003,0.025093384,0.027551332,0.023460153,0.02321922,0.021961333,Boulder,40.070016,-105.220238
3,2023-06-02 15:00:00+00:00,0.02924991,0.034,0.024677113,0.027602186,0.029456558,0.026374271,0.026195519,Boulder,40.070016,-105.220238
4,2023-06-02 16:00:00+00:00,0.038036026,0.046,0.033944115,0.03038048,0.03260392,0.03399459,0.031741884,Boulder,40.070016,-105.220238
5,2023-06-02 17:00:00+00:00,0.051046193,0.056999999999999995,0.042954326,0.03939049,0.036442745,0.038229696,0.039290346,Boulder,40.070016,-105.220238
6,2023-06-02 18:00:00+00:00,0.058217585,0.06,0.0522006,0.044778407,0.041646898,0.03910014,0.04058682,Boulder,40.070016,-105.220238
7,2023-06-02 19:00:00+00:00,0.057823066,0.058,0.055980597,0.050806116,0.044794325,0.042188235,0.040106934,Boulder,40.070016,-105.220238
8,2023-06-02 20:00:00+00:00,0.054569833,0.054,0.05440091,0.052867405,0.048701994,0.0438122,0.041687764,Boulder,40.070016,-105.220238
9,2023-06-02 21:00:00+00:00,0.050993264,0.054,0.051519815,0.051382296,0.050177086,0.046816245,0.04284776,Boulder,40.070016,-105.220238
10,2023-06-02 22:00:00+00:00,0.05216217,0.053000000000000005,0.049166836,0.049615145,0.04950301,0.04850678,0.04572426,Boulder,40.070016,-105.220238
11,2023-06-02 23:00:00+00:00,0.050347935,0.054,0.049565896,0.046983078,0.047361974,0.047267113,0.04642683,Boulder,40.070016,-105.220238
12,2023-06-03 00:00:00+00:00,0.050860777,0.054,0.047563545,0.04691003,0.044787973,0.04511926,0.045035914,Boulder,40.070016,-105.220238
13,2023-06-03 01:00:00+00:00,0.049034324,0.052,0.045826167,0.04326018,0.04274823,0.040989086,0.041270528,Boulder,40.070016,-105.220238
14,2023-06-03 02:00:00+00:00,0.045798574,0.048,0.042706776,0.040126648,0.03811306,0.03770245,0.036281902,Boulder,40.070016,-105.220238
15,2023-06-03 03:00:00+00:00,0.042673066,0.043,0.04046114,0.03797393,0.035917588,0.034219358,0.033879593,Boulder,40.070016,-105.220238
16,2023-06-03 04:00:00+00:00,0.038550135,0.042,0.03823614,0.03647823,0.03452428,0.03278842,0.031360116,Boulder,40.070016,-105.220238
17,2023-06-03 05:00:00+00:00,0.03817306,0.051,0.03483336,0.03458115,0.03317674,0.031515773,0.030032778,Boulder,40.070016,-105.220238
