,date,preds_0_Five Points,actual,preds_1_Five Points,preds_2_Five Points,preds_3_Five Points,preds_4_Five Points,preds_5_Five Points,site_name,lat,lon
0,2023-06-02 12:00:00+00:00,0.026920764,0.024000000000000004,0.029596893,0.02642368,0.022911042,0.01931217,0.018452201,Five Points,39.751184,-104.987625
1,2023-06-02 13:00:00+00:00,0.021373963,0.021,0.023792954,0.025955169,0.023456283,0.020669427,0.017834071,Five Points,39.751184,-104.987625
2,2023-06-02 14:00:00+00:00,0.022285342,0.026,0.022581598,0.024448242,0.026106384,0.024176039,0.02204495,Five Points,39.751184,-104.987625
3,2023-06-02 15:00:00+00:00,0.030858178,0.031000000000000003,0.027730057,0.027960988,0.029396385,0.030660395,0.029223256,Five Points,39.751184,-104.987625
4,2023-06-02 16:00:00+00:00,0.03708565,0.044,0.036955893,0.03429115,0.03448179,0.03564124,0.03661887,Five Points,39.751184,-104.987625
5,2023-06-02 17:00:00+00:00,0.049228914,0.048,0.042116392,0.041998062,0.039674986,0.039837386,0.0407774,Five Points,39.751184,-104.987625
6,2023-06-02 18:00:00+00:00,0.050582174,0.053000000000000005,0.051910274,0.04507101,0.04496332,0.042887975,0.04302726,Five Points,39.751184,-104.987625
7,2023-06-02 19:00:00+00:00,0.05380498,0.056999999999999995,0.051244758,0.052478727,0.046455268,0.04636082,0.044602472,Five Points,39.751184,-104.987625
8,2023-06-02 20:00:00+00:00,0.056776028,0.059,0.053218182,0.050841488,0.051922794,0.04658866,0.046506073,Five Points,39.751184,-104.987625
9,2023-06-02 21:00:00+00:00,0.05801213,0.056999999999999995,0.05555288,0.052208927,0.050073124,0.05105461,0.046215676,Five Points,39.751184,-104.987625
10,2023-06-02 22:00:00+00:00,0.055625133,0.06,0.056727156,0.05437201,0.05132834,0.049321655,0.050243117,Five Points,39.751184,-104.987625
11,2023-06-02 23:00:00+00:00,0.058080062,0.053000000000000005,0.053465527,0.054489005,0.05239602,0.049601946,0.04772728,Five Points,39.751184,-104.987625
12,2023-06-03 00:00:00+00:00,0.049892966,0.056,0.054561064,0.05064646,0.05147942,0.049709175,0.047285583,Five Points,39.751184,-104.987625
13,2023-06-03 01:00:00+00:00,0.051393285,0.043,0.045464445,0.04910581,0.04603868,0.04672561,0.045235697,Five Points,39.751184,-104.987625
14,2023-06-03 02:00:00+00:00,0.036910504,0.046,0.044964384,0.040444452,0.04315329,0.040753372,0.04129791,Five Points,39.751184,-104.987625
15,2023-06-03 03:00:00+00:00,0.04205778,0.04700000000000001,0.033564854,0.039600864,0.036123984,0.038318913,0.03640189,Five Points,39.751184,-104.987625
