,o3,site,latitude,longitude,randoms
o3_sim_Evergreen_15,43.994225,o3_sim_Evergreen_15,39.6203961,-105.33872,1.19e-05
o3_sim_Idaho Springs_15,54.61239,o3_sim_Idaho Springs_15,39.7924813,-105.49127,3.77e-05
o3_sim_Five Points_15,63.60035,o3_sim_Five Points_15,39.7511117,-104.987625,7.23e-05
o3_sim_Welby_15,53.712894,o3_sim_Welby_15,39.8380277,-104.94984,9.13e-05
o3_sim_Highlands Ranch_15,53.17062,o3_sim_Highlands Ranch_15,39.5678244,-104.957193,6.26e-05
o3_sim_Rocky Flats_15,57.268402,o3_sim_Rocky Flats_15,39.912788,-105.188587,1.1e-05
o3_sim_Boulder_15,60.064857,o3_sim_Boulder_15,40.0699267,-105.220238,8.93e-05
o3_sim_Chatfield Reservoir_15,59.353626,o3_sim_Chatfield Reservoir_15,39.5344369,-105.070358,5.11e-05
o3_sim_Sunnyside_15,63.977734,o3_sim_Sunnyside_15,39.779471,-105.00518,1.9e-05
o3_sim_East Plains_15,63.831806,o3_sim_East Plains_15,39.6384703,-104.569335,5.17e-05
o3_sim_Evergreen_15,43.994225,o3_sim_Evergreen_15,39.6203934,-105.33872,1.46e-05
o3_sim_Idaho Springs_15,54.61239,o3_sim_Idaho Springs_15,39.7925077,-105.49127,1.13e-05
o3_sim_Five Points_15,63.60035,o3_sim_Five Points_15,39.7511682,-104.987625,1.58e-05
o3_sim_Welby_15,53.712894,o3_sim_Welby_15,39.8380995,-104.94984,1.95e-05
o3_sim_Highlands Ranch_15,53.17062,o3_sim_Highlands Ranch_15,39.567872799999996,-104.957193,1.42e-05
o3_sim_Rocky Flats_15,57.268402,o3_sim_Rocky Flats_15,39.9127507,-105.188587,4.83e-05
o3_sim_Boulder_15,60.064857,o3_sim_Boulder_15,40.0699564,-105.220238,5.96e-05
o3_sim_Chatfield Reservoir_15,59.353626,o3_sim_Chatfield Reservoir_15,39.5344683,-105.070358,1.97e-05
o3_sim_Sunnyside_15,63.977734,o3_sim_Sunnyside_15,39.779403800000004,-105.00518,8.62e-05
o3_sim_East Plains_15,63.831806,o3_sim_East Plains_15,39.6384879,-104.569335,3.41e-05
o3_sim_140,48.272026,o3_sim_140,40.2452011,-105.7200012,8.05e-05
o3_sim_1,63.62745,o3_sim_1,39.3174019,-104.3799973,3.84e-05
o3_sim_2,59.377968,o3_sim_2,39.3174019,-104.4830017,5.06e-05
o3_sim_3,57.48771,o3_sim_3,39.3174019,-104.5859985,7.54e-05
o3_sim_4,54.45205,o3_sim_4,39.3174019,-104.6900024,3.3e-05
o3_sim_5,50.35666,o3_sim_5,39.3174019,-104.7929993,6.56e-05
o3_sim_6,51.157166,o3_sim_6,39.3174019,-104.8960037,1e-07
o3_sim_7,60.5812,o3_sim_7,39.3174019,-104.9990005,1.45e-05
o3_sim_8,48.358242,o3_sim_8,39.3174019,-105.1019974,9.52e-05
o3_sim_9,44.436752,o3_sim_9,39.3174019,-105.2050018,4.2e-05
o3_sim_10,48.306854,o3_sim_10,39.3174019,-105.3079987,5.26e-05
o3_sim_11,44.62083,o3_sim_11,39.3174019,-105.4110031,7.57e-05
o3_sim_12,47.052372,o3_sim_12,39.3174019,-105.5139999,3.45e-05
o3_sim_13,51.91256,o3_sim_13,39.3174019,-105.6169968,5.72e-05
o3_sim_14,60.807724,o3_sim_14,39.3174019,-105.7200012,3.62e-05
o3_sim_15,61.000343,o3_sim_15,39.4205017,-104.3799973,8.26e-05
o3_sim_16,57.716534,o3_sim_16,39.4205017,-104.4830017,9.5e-05
o3_sim_17,57.896152,o3_sim_17,39.4205017,-104.5859985,6.88e-05
o3_sim_18,59.1053,o3_sim_18,39.4205017,-104.6900024,5.4e-06
o3_sim_19,58.550526,o3_sim_19,39.4205017,-104.7929993,6.75e-05
o3_sim_20,53.355286,o3_sim_20,39.4205017,-104.8960037,4.59e-05
o3_sim_21,55.144623,o3_sim_21,39.4205017,-104.9990005,3.2e-06
o3_sim_22,63.71651,o3_sim_22,39.4205017,-105.1019974,9.62e-05
o3_sim_23,52.68136,o3_sim_23,39.4205017,-105.2050018,2.1e-06
o3_sim_24,46.74778,o3_sim_24,39.4205017,-105.3079987,4.15e-05
o3_sim_25,45.756374,o3_sim_25,39.4205017,-105.4110031,9e-06
o3_sim_26,50.437874,o3_sim_26,39.4205017,-105.5139999,4.01e-05
o3_sim_27,45.478077,o3_sim_27,39.4205017,-105.6169968,5.43e-05
o3_sim_28,47.510296,o3_sim_28,39.4205017,-105.7200012,4.62e-05
o3_sim_29,73.11931,o3_sim_29,39.5236015,-104.3799973,6.14e-05
o3_sim_30,57.729527,o3_sim_30,39.5236015,-104.4830017,9.75e-05
o3_sim_31,64.01402,o3_sim_31,39.5236015,-104.5859985,7.25e-05
o3_sim_32,57.859196,o3_sim_32,39.5236015,-104.6900024,8.7e-05
o3_sim_33,57.33535,o3_sim_33,39.5236015,-104.7929993,9.28e-05
o3_sim_34,52.712765,o3_sim_34,39.5236015,-104.8960037,5.38e-05
o3_sim_35,53.25833,o3_sim_35,39.5236015,-104.9990005,4.31e-05
o3_sim_36,59.591522,o3_sim_36,39.5236015,-105.1019974,2.94e-05
