OID_,Id,latitude,longitude
276,0,39.4315987,-104.6890030
277,0,39.4315987,-104.6579971
278,0,39.4315987,-104.6269989
279,0,39.4315987,-104.5970001
280,0,39.4315987,-104.5660019
281,0,39.4315987,-104.5350037
282,0,39.4315987,-104.5039978
283,0,39.4315987,-104.4729996
284,0,39.4315987,-104.4420013
285,0,39.4315987,-104.4110031
286,0,39.4315987,-104.3799973
287,0,39.4315987,-104.3489990
288,0,39.4315987,-104.3180008
289,0,39.4625015,-105.7720032
290,0,39.4625015,-105.7409973
291,0,39.4625015,-105.7099991
292,0,39.4625015,-105.6790009
293,0,39.4625015,-105.6480026
294,0,39.4625015,-105.6169968
295,0,39.4625015,-105.5859985
296,0,39.4625015,-105.5550003
297,0,39.4625015,-105.5240021
298,0,39.4625015,-105.4929962
299,0,39.4625015,-105.4619980
300,0,39.4625015,-105.4319992
301,0,39.4625015,-105.4010010
302,0,39.4625015,-105.3700027
303,0,39.4625015,-105.3389969
304,0,39.4625015,-105.3079987
305,0,39.4625015,-105.2770004
306,0,39.4625015,-105.2460022
307,0,39.4625015,-105.2149963
308,0,39.4625015,-105.1839981
309,0,39.4625015,-105.1529999
310,0,39.4625015,-105.1220016
311,0,39.4625015,-105.0910034
312,0,39.4625015,-105.0599976
313,0,39.4625015,-105.0289993
314,0,39.4625015,-104.9990005
315,0,39.4625015,-104.9680023
316,0,39.4625015,-104.9369965
317,0,39.4625015,-104.9059982
318,0,39.4625015,-104.8750000
319,0,39.4625015,-104.8440018
320,0,39.4625015,-104.8130035
321,0,39.4625015,-104.7819977
322,0,39.4625015,-104.7509995
323,0,39.4625015,-104.7200012
324,0,39.4625015,-104.6890030
325,0,39.4625015,-104.6579971
326,0,39.4625015,-104.6269989
327,0,39.4625015,-104.5970001
328,0,39.4625015,-104.5660019
329,0,39.4625015,-104.5350037
330,0,39.4625015,-104.5039978
331,0,39.4625015,-104.4729996
332,0,39.4625015,-104.4420013
333,0,39.4625015,-104.4110031
334,0,39.4625015,-104.3799973
335,0,39.4625015,-104.3489990
336,0,39.4625015,-104.3180008
337,0,39.4934998,-105.7720032
338,0,39.4934998,-105.7409973
339,0,39.4934998,-105.7099991
340,0,39.4934998,-105.6790009
341,0,39.4934998,-105.6480026
342,0,39.4934998,-105.6169968
343,0,39.4934998,-105.5859985
344,0,39.4934998,-105.5550003
345,0,39.4934998,-105.5240021
346,0,39.4934998,-105.4929962
347,0,39.4934998,-105.4619980
348,0,39.4934998,-105.4319992
349,0,39.4934998,-105.4010010
350,0,39.4934998,-105.3700027
351,0,39.4934998,-105.3389969
352,0,39.4934998,-105.3079987
353,0,39.4934998,-105.2770004
354,0,39.4934998,-105.2460022
355,0,39.4934998,-105.2149963
356,0,39.4934998,-105.1839981
357,0,39.4934998,-105.1529999
358,0,39.4934998,-105.1220016
359,0,39.4934998,-105.0910034
360,0,39.4934998,-105.0599976
361,0,39.4934998,-105.0289993
362,0,39.4934998,-104.9990005
363,0,39.4934998,-104.9680023
364,0,39.4934998,-104.9369965
365,0,39.4934998,-104.9059982
366,0,39.4934998,-104.8750000
367,0,39.4934998,-104.8440018
368,0,39.4934998,-104.8130035
369,0,39.4934998,-104.7819977
370,0,39.4934998,-104.7509995
371,0,39.4934998,-104.7200012
372,0,39.4934998,-104.6890030
373,0,39.4934998,-104.6579971
374,0,39.4934998,-104.6269989
375,0,39.4934998,-104.5970001
376,0,39.4934998,-104.5660019
377,0,39.4934998,-104.5350037
378,0,39.4934998,-104.5039978
379,0,39.4934998,-104.4729996
380,0,39.4934998,-104.4420013
381,0,39.4934998,-104.4110031
382,0,39.4934998,-104.3799973
383,0,39.4934998,-104.3489990
384,0,39.4934998,-104.3180008
385,0,39.5243988,-105.7720032
386,0,39.5243988,-105.7409973
387,0,39.5243988,-105.7099991
388,0,39.5243988,-105.6790009
389,0,39.5243988,-105.6480026
390,0,39.5243988,-105.6169968
391,0,39.5243988,-105.5859985
392,0,39.5243988,-105.5550003
393,0,39.5243988,-105.5240021
394,0,39.5243988,-105.4929962
395,0,39.5243988,-105.4619980
396,0,39.5243988,-105.4319992
397,0,39.5243988,-105.4010010
398,0,39.5243988,-105.3700027
399,0,39.5243988,-105.3389969
400,0,39.5243988,-105.3079987
401,0,39.5243988,-105.2770004
402,0,39.5243988,-105.2460022
403,0,39.5243988,-105.2149963
404,0,39.5243988,-105.1839981
405,0,39.5243988,-105.1529999
406,0,39.5243988,-105.1220016
407,0,39.5243988,-105.0910034
408,0,39.5243988,-105.0599976
409,0,39.5243988,-105.0289993
410,0,39.5243988,-104.9990005
411,0,39.5243988,-104.9680023
412,0,39.5243988,-104.9369965
413,0,39.5243988,-104.9059982
414,0,39.5243988,-104.8750000
415,0,39.5243988,-104.8440018
416,0,39.5243988,-104.8130035
417,0,39.5243988,-104.7819977
418,0,39.5243988,-104.7509995
419,0,39.5243988,-104.7200012
420,0,39.5243988,-104.6890030
421,0,39.5243988,-104.6579971
422,0,39.5243988,-104.6269989
423,0,39.5243988,-104.5970001
424,0,39.5243988,-104.5660019
425,0,39.5243988,-104.5350037
426,0,39.5243988,-104.5039978
427,0,39.5243988,-104.4729996
428,0,39.5243988,-104.4420013
429,0,39.5243988,-104.4110031
430,0,39.5243988,-104.3799973
431,0,39.5243988,-104.3489990
432,0,39.5243988,-104.3180008
433,0,39.5553017,-105.7720032
434,0,39.5553017,-105.7409973
435,0,39.5553017,-105.7099991
436,0,39.5553017,-105.6790009
437,0,39.5553017,-105.6480026
438,0,39.5553017,-105.6169968
439,0,39.5553017,-105.5859985
440,0,39.5553017,-105.5550003
441,0,39.5553017,-105.5240021
442,0,39.5553017,-105.4929962
443,0,39.5553017,-105.4619980
444,0,39.5553017,-105.4319992
445,0,39.5553017,-105.4010010
446,0,39.5553017,-105.3700027
447,0,39.5553017,-105.3389969
448,0,39.5553017,-105.3079987
449,0,39.5553017,-105.2770004
450,0,39.5553017,-105.2460022
451,0,39.5553017,-105.2149963
452,0,39.5553017,-105.1839981
453,0,39.5553017,-105.1529999
454,0,39.5553017,-105.1220016
455,0,39.5553017,-105.0910034
456,0,39.5553017,-105.0599976
457,0,39.5553017,-105.0289993
458,0,39.5553017,-104.9990005
459,0,39.5553017,-104.9680023
460,0,39.5553017,-104.9369965
461,0,39.5553017,-104.9059982
462,0,39.5553017,-104.8750000
463,0,39.5553017,-104.8440018
464,0,39.5553017,-104.8130035
465,0,39.5553017,-104.7819977
466,0,39.5553017,-104.7509995
467,0,39.5553017,-104.7200012
468,0,39.5553017,-104.6890030
469,0,39.5553017,-104.6579971
470,0,39.5553017,-104.6269989
471,0,39.5553017,-104.5970001
472,0,39.5553017,-104.5660019
473,0,39.5553017,-104.5350037
474,0,39.5553017,-104.5039978
475,0,39.5553017,-104.4729996
476,0,39.5553017,-104.4420013
477,0,39.5553017,-104.4110031
478,0,39.5553017,-104.3799973
479,0,39.5553017,-104.3489990
480,0,39.5553017,-104.3180008
481,0,39.5862007,-105.7720032
482,0,39.5862007,-105.7409973
483,0,39.5862007,-105.7099991
484,0,39.5862007,-105.6790009
485,0,39.5862007,-105.6480026
486,0,39.5862007,-105.6169968
487,0,39.5862007,-105.5859985
488,0,39.5862007,-105.5550003
489,0,39.5862007,-105.5240021
490,0,39.5862007,-105.4929962
491,0,39.5862007,-105.4619980
492,0,39.5862007,-105.4319992
493,0,39.5862007,-105.4010010
494,0,39.5862007,-105.3700027
495,0,39.5862007,-105.3389969
496,0,39.5862007,-105.3079987
497,0,39.5862007,-105.2770004
498,0,39.5862007,-105.2460022
499,0,39.5862007,-105.2149963
500,0,39.5862007,-105.1839981
501,0,39.5862007,-105.1529999
502,0,39.5862007,-105.1220016
503,0,39.5862007,-105.0910034
504,0,39.5862007,-105.0599976
505,0,39.5862007,-105.0289993
506,0,39.5862007,-104.9990005
507,0,39.5862007,-104.9680023
508,0,39.5862007,-104.9369965
509,0,39.5862007,-104.9059982
510,0,39.5862007,-104.8750000
511,0,39.5862007,-104.8440018
512,0,39.5862007,-104.8130035
513,0,39.5862007,-104.7819977
514,0,39.5862007,-104.7509995
515,0,39.5862007,-104.7200012
516,0,39.5862007,-104.6890030
517,0,39.5862007,-104.6579971
518,0,39.5862007,-104.6269989
519,0,39.5862007,-104.5970001
520,0,39.5862007,-104.5660019
521,0,39.5862007,-104.5350037
522,0,39.5862007,-104.5039978
523,0,39.5862007,-104.4729996
524,0,39.5862007,-104.4420013
525,0,39.5862007,-104.4110031
526,0,39.5862007,-104.3799973
527,0,39.5862007,-104.3489990
528,0,39.5862007,-104.3180008
529,0,39.6171989,-105.7720032
530,0,39.6171989,-105.7409973
531,0,39.6171989,-105.7099991
532,0,39.6171989,-105.6790009
533,0,39.6171989,-105.6480026
534,0,39.6171989,-105.6169968
535,0,39.6171989,-105.5859985
536,0,39.6171989,-105.5550003
537,0,39.6171989,-105.5240021
538,0,39.6171989,-105.4929962
539,0,39.6171989,-105.4619980
540,0,39.6171989,-105.4319992
541,0,39.6171989,-105.4010010
542,0,39.6171989,-105.3700027
543,0,39.6171989,-105.3389969
544,0,39.6171989,-105.3079987
545,0,39.6171989,-105.2770004
546,0,39.6171989,-105.2460022
547,0,39.6171989,-105.2149963
548,0,39.6171989,-105.1839981
549,0,39.6171989,-105.1529999
550,0,39.6171989,-105.1220016
551,0,39.6171989,-105.0910034
552,0,39.6171989,-105.0599976
553,0,39.6171989,-105.0289993
554,0,39.6171989,-104.9990005
555,0,39.6171989,-104.9680023
556,0,39.6171989,-104.9369965
557,0,39.6171989,-104.9059982
558,0,39.6171989,-104.8750000
559,0,39.6171989,-104.8440018
560,0,39.6171989,-104.8130035
561,0,39.6171989,-104.7819977
562,0,39.6171989,-104.7509995
563,0,39.6171989,-104.7200012
564,0,39.6171989,-104.6890030
565,0,39.6171989,-104.6579971
566,0,39.6171989,-104.6269989
567,0,39.6171989,-104.5970001
568,0,39.6171989,-104.5660019
569,0,39.6171989,-104.5350037
570,0,39.6171989,-104.5039978
571,0,39.6171989,-104.4729996
572,0,39.6171989,-104.4420013
573,0,39.6171989,-104.4110031
574,0,39.6171989,-104.3799973
575,0,39.6171989,-104.3489990
576,0,39.6171989,-104.3180008
577,0,39.6481018,-105.7720032
578,0,39.6481018,-105.7409973
579,0,39.6481018,-105.7099991
580,0,39.6481018,-105.6790009
581,0,39.6481018,-105.6480026
582,0,39.6481018,-105.6169968
583,0,39.6481018,-105.5859985
584,0,39.6481018,-105.5550003
585,0,39.6481018,-105.5240021
586,0,39.6481018,-105.4929962
587,0,39.6481018,-105.4619980
588,0,39.6481018,-105.4319992
589,0,39.6481018,-105.4010010
590,0,39.6481018,-105.3700027
591,0,39.6481018,-105.3389969
592,0,39.6481018,-105.3079987
593,0,39.6481018,-105.2770004
594,0,39.6481018,-105.2460022
595,0,39.6481018,-105.2149963
596,0,39.6481018,-105.1839981
597,0,39.6481018,-105.1529999
598,0,39.6481018,-105.1220016
599,0,39.6481018,-105.0910034
600,0,39.6481018,-105.0599976
601,0,39.6481018,-105.0289993
602,0,39.6481018,-104.9990005
603,0,39.6481018,-104.9680023
604,0,39.6481018,-104.9369965
605,0,39.6481018,-104.9059982
606,0,39.6481018,-104.8750000
607,0,39.6481018,-104.8440018
608,0,39.6481018,-104.8130035
609,0,39.6481018,-104.7819977
610,0,39.6481018,-104.7509995
611,0,39.6481018,-104.7200012
612,0,39.6481018,-104.6890030
613,0,39.6481018,-104.6579971
614,0,39.6481018,-104.6269989
615,0,39.6481018,-104.5970001
616,0,39.6481018,-104.5660019
617,0,39.6481018,-104.5350037
618,0,39.6481018,-104.5039978
619,0,39.6481018,-104.4729996
620,0,39.6481018,-104.4420013
621,0,39.6481018,-104.4110031
622,0,39.6481018,-104.3799973
623,0,39.6481018,-104.3489990
624,0,39.6481018,-104.3180008
625,0,39.6790009,-105.7720032
626,0,39.6790009,-105.7409973
627,0,39.6790009,-105.7099991
628,0,39.6790009,-105.6790009
629,0,39.6790009,-105.6480026
630,0,39.6790009,-105.6169968
631,0,39.6790009,-105.5859985
632,0,39.6790009,-105.5550003
633,0,39.6790009,-105.5240021
634,0,39.6790009,-105.4929962
635,0,39.6790009,-105.4619980
636,0,39.6790009,-105.4319992
637,0,39.6790009,-105.4010010
638,0,39.6790009,-105.3700027
639,0,39.6790009,-105.3389969
640,0,39.6790009,-105.3079987
641,0,39.6790009,-105.2770004
642,0,39.6790009,-105.2460022
643,0,39.6790009,-105.2149963
644,0,39.6790009,-105.1839981
645,0,39.6790009,-105.1529999
646,0,39.6790009,-105.1220016
647,0,39.6790009,-105.0910034
648,0,39.6790009,-105.0599976
649,0,39.6790009,-105.0289993
650,0,39.6790009,-104.9990005
651,0,39.6790009,-104.9680023
652,0,39.6790009,-104.9369965
653,0,39.6790009,-104.9059982
654,0,39.6790009,-104.8750000
655,0,39.6790009,-104.8440018
656,0,39.6790009,-104.8130035
657,0,39.6790009,-104.7819977
658,0,39.6790009,-104.7509995
659,0,39.6790009,-104.7200012
660,0,39.6790009,-104.6890030
661,0,39.6790009,-104.6579971
662,0,39.6790009,-104.6269989
663,0,39.6790009,-104.5970001
664,0,39.6790009,-104.5660019
665,0,39.6790009,-104.5350037
666,0,39.6790009,-104.5039978
667,0,39.6790009,-104.4729996
668,0,39.6790009,-104.4420013
669,0,39.6790009,-104.4110031
670,0,39.6790009,-104.3799973
671,0,39.6790009,-104.3489990
672,0,39.6790009,-104.3180008
673,0,39.7098999,-105.7720032
674,0,39.7098999,-105.7409973
675,0,39.7098999,-105.7099991
676,0,39.7098999,-105.6790009
677,0,39.7098999,-105.6480026
678,0,39.7098999,-105.6169968
679,0,39.7098999,-105.5859985
680,0,39.7098999,-105.5550003
681,0,39.7098999,-105.5240021
682,0,39.7098999,-105.4929962
683,0,39.7098999,-105.4619980
684,0,39.7098999,-105.4319992
685,0,39.7098999,-105.4010010
686,0,39.7098999,-105.3700027
687,0,39.7098999,-105.3389969
688,0,39.7098999,-105.3079987
689,0,39.7098999,-105.2770004
690,0,39.7098999,-105.2460022
691,0,39.7098999,-105.2149963
692,0,39.7098999,-105.1839981
693,0,39.7098999,-105.1529999
694,0,39.7098999,-105.1220016
695,0,39.7098999,-105.0910034
696,0,39.7098999,-105.0599976
697,0,39.7098999,-105.0289993
698,0,39.7098999,-104.9990005
699,0,39.7098999,-104.9680023
700,0,39.7098999,-104.9369965
701,0,39.7098999,-104.9059982
702,0,39.7098999,-104.8750000
703,0,39.7098999,-104.8440018
704,0,39.7098999,-104.8130035
705,0,39.7098999,-104.7819977
706,0,39.7098999,-104.7509995
707,0,39.7098999,-104.7200012
708,0,39.7098999,-104.6890030
709,0,39.7098999,-104.6579971
710,0,39.7098999,-104.6269989
711,0,39.7098999,-104.5970001
712,0,39.7098999,-104.5660019
713,0,39.7098999,-104.5350037
714,0,39.7098999,-104.5039978
715,0,39.7098999,-104.4729996
716,0,39.7098999,-104.4420013
717,0,39.7098999,-104.4110031
718,0,39.7098999,-104.3799973
719,0,39.7098999,-104.3489990
720,0,39.7098999,-104.3180008
721,0,39.7408981,-105.7720032
722,0,39.7408981,-105.7409973
723,0,39.7408981,-105.7099991
724,0,39.7408981,-105.6790009
725,0,39.7408981,-105.6480026
726,0,39.7408981,-105.6169968
727,0,39.7408981,-105.5859985
728,0,39.7408981,-105.5550003
729,0,39.7408981,-105.5240021
730,0,39.7408981,-105.4929962
731,0,39.7408981,-105.4619980
732,0,39.7408981,-105.4319992
733,0,39.7408981,-105.4010010
734,0,39.7408981,-105.3700027
735,0,39.7408981,-105.3389969
736,0,39.7408981,-105.3079987
737,0,39.7408981,-105.2770004
738,0,39.7408981,-105.2460022
739,0,39.7408981,-105.2149963
740,0,39.7408981,-105.1839981
741,0,39.7408981,-105.1529999
742,0,39.7408981,-105.1220016
743,0,39.7408981,-105.0910034
744,0,39.7408981,-105.0599976
745,0,39.7408981,-105.0289993
746,0,39.7408981,-104.9990005
747,0,39.7408981,-104.9680023
748,0,39.7408981,-104.9369965
749,0,39.7408981,-104.9059982
750,0,39.7408981,-104.8750000
751,0,39.7408981,-104.8440018
752,0,39.7408981,-104.8130035
753,0,39.7408981,-104.7819977
754,0,39.7408981,-104.7509995
755,0,39.7408981,-104.7200012
756,0,39.7408981,-104.6890030
757,0,39.7408981,-104.6579971
758,0,39.7408981,-104.6269989
759,0,39.7408981,-104.5970001
760,0,39.7408981,-104.5660019
761,0,39.7408981,-104.5350037
762,0,39.7408981,-104.5039978
763,0,39.7408981,-104.4729996
764,0,39.7408981,-104.4420013
765,0,39.7408981,-104.4110031
766,0,39.7408981,-104.3799973
767,0,39.7408981,-104.3489990
768,0,39.7408981,-104.3180008
769,0,39.7718010,-105.7720032
770,0,39.7718010,-105.7409973
771,0,39.7718010,-105.7099991
772,0,39.7718010,-105.6790009
773,0,39.7718010,-105.6480026
774,0,39.7718010,-105.6169968
775,0,39.7718010,-105.5859985
776,0,39.7718010,-105.5550003
777,0,39.7718010,-105.5240021
778,0,39.7718010,-105.4929962
779,0,39.7718010,-105.4619980
780,0,39.7718010,-105.4319992
781,0,39.7718010,-105.4010010
782,0,39.7718010,-105.3700027
783,0,39.7718010,-105.3389969
784,0,39.7718010,-105.3079987
785,0,39.7718010,-105.2770004
786,0,39.7718010,-105.2460022
787,0,39.7718010,-105.2149963
788,0,39.7718010,-105.1839981
789,0,39.7718010,-105.1529999
790,0,39.7718010,-105.1220016
791,0,39.7718010,-105.0910034
792,0,39.7718010,-105.0599976
793,0,39.7718010,-105.0289993
794,0,39.7718010,-104.9990005
795,0,39.7718010,-104.9680023
796,0,39.7718010,-104.9369965
797,0,39.7718010,-104.9059982
798,0,39.7718010,-104.8750000
799,0,39.7718010,-104.8440018
800,0,39.7718010,-104.8130035
801,0,39.7718010,-104.7819977
802,0,39.7718010,-104.7509995
803,0,39.7718010,-104.7200012
804,0,39.7718010,-104.6890030
805,0,39.7718010,-104.6579971
806,0,39.7718010,-104.6269989
807,0,39.7718010,-104.5970001
808,0,39.7718010,-104.5660019
809,0,39.7718010,-104.5350037
810,0,39.7718010,-104.5039978
811,0,39.7718010,-104.4729996
812,0,39.7718010,-104.4420013
813,0,39.7718010,-104.4110031
814,0,39.7718010,-104.3799973
815,0,39.7718010,-104.3489990
816,0,39.7718010,-104.3180008
817,0,39.8027000,-105.7720032
818,0,39.8027000,-105.7409973
819,0,39.8027000,-105.7099991
