,Unnamed: 0,date,preds_0,actual,preds_1,preds_2,preds_3,preds_4,preds_5,preds_6,preds_7,site_name,lat,lon,o_site
1930,1930.0,2023-08-12,52.183762,50.0,65.68267999999999,66.17369500000001,64.901635,65.66289,65.93799,67.54263,68.55611,"39.7296982,-104.8960037",39.7296982,-104.8960037,Five Points
1930,1930.0,2023-08-12,51.80755,50.0,65.94448999999999,65.70933,64.27575,64.96291599999999,65.134466,66.59029,67.76053,"39.7296982,-104.9990005",39.7296982,-104.9990005,Five Points
