,Unnamed: 0,date,preds_0,actual,preds_1,preds_2,preds_3,preds_4,preds_5,preds_6,preds_7,site_name,lat,lon,o_site
1883,1883.0,2023-08-12,56.389526000000004,51.0,65.633014,65.83777,64.07562,65.469205,65.37795,65.97493,66.4694,"39.7296982,-104.7929993",39.7296982,-104.7929993,Welby
1883,1883.0,2023-08-12,56.429880000000004,51.0,68.62589,69.09174999999999,66.999465,68.63312400000001,68.32227999999999,69.03644,69.5253,"39.8328018,-104.7929993",39.8328018,-104.7929993,Welby
1883,1883.0,2023-08-12,56.5875,51.0,67.86109,68.29514,66.34449000000001,67.9849,67.85596000000001,68.69530999999999,69.12312,"39.8328018,-104.8960037",39.8328018,-104.8960037,Welby
1883,1883.0,2023-08-12,55.964425,51.0,66.492304,66.74111,64.92387500000001,66.45515999999999,66.29172999999999,67.04482,67.6003,"39.8328018,-104.9990005",39.8328018,-104.9990005,Welby
1776,1776.0,2023-08-12,56.486115000000005,51.0,66.04627500000001,66.3735,64.29912,65.70469600000001,65.283775,65.84353,66.34635999999999,"39.9359016,-104.6900024",39.9359016,-104.6900024,Welby
1776,1776.0,2023-08-12,56.69652,51.0,66.7062,67.179464,65.03923999999999,66.58807,66.306174,67.18212,67.54722000000001,"39.9359016,-104.7929993",39.9359016,-104.7929993,Welby
1776,1776.0,2023-08-12,56.315135000000005,51.0,68.44503,69.21991,67.27566,69.06893,68.99717,70.04408500000001,70.53521,"39.9359016,-104.8960037",39.9359016,-104.8960037,Welby
1883,1883.0,2023-08-12,55.40568,51.0,65.505266,65.67739999999999,63.69714,65.21865,65.12954,66.06049,66.61547,"39.9359016,-104.9990005",39.9359016,-104.9990005,Welby
1776,1776.0,2023-08-12,56.29966,51.0,66.96523,67.42499000000001,64.86839,66.36243999999999,65.84538500000001,66.6956,67.04818499999999,"40.0390015,-104.6900024",40.0390015,-104.6900024,Welby
1776,1776.0,2023-08-12,56.34983,51.0,66.72852,67.10924,64.91699,66.43420499999999,66.286676,67.278504,67.62537,"40.0390015,-104.7929993",40.0390015,-104.7929993,Welby
1776,1776.0,2023-08-12,55.266332,51.0,65.90885,66.38931500000001,64.34414,66.03025,65.962665,66.97543,67.46335,"40.0390015,-104.8960037",40.0390015,-104.8960037,Welby
1776,1776.0,2023-08-12,55.476703,51.0,66.856205,67.565165,65.468036,67.364186,67.194946,68.06938,68.60534,"40.0390015,-104.9990005",40.0390015,-104.9990005,Welby
1640,1640.0,2023-08-12,57.47081,51.0,67.783676,68.26593,66.094056,67.71938,67.63027000000001,68.60050600000001,68.93151999999999,"40.1421013,-104.5859985",40.1421013,-104.5859985,Welby
1640,1640.0,2023-08-12,56.482248,51.0,67.75046,68.45814999999999,65.9295,67.7714,67.38729000000001,68.37322,68.85644,"40.1421013,-104.6900024",40.1421013,-104.6900024,Welby
1640,1640.0,2023-08-12,56.964800000000004,51.0,66.802666,67.15527,65.11148,66.64151,66.48904,67.36806,67.79739,"40.1421013,-104.7929993",40.1421013,-104.7929993,Welby
1640,1640.0,2023-08-12,56.027275,51.0,66.49213,66.534124,64.563975,66.47035,66.266835,67.14629,67.66185,"40.1421013,-104.8960037",40.1421013,-104.8960037,Welby
1640,1640.0,2023-08-12,56.95149,51.0,71.689375,72.87581,70.006005,72.32231999999999,72.39725399999999,73.76102,73.97245,"40.2452011,-104.5859985",40.2452011,-104.5859985,Welby
1640,1640.0,2023-08-12,55.82079,51.0,68.88271999999999,69.79175,67.01878,69.30140999999999,68.97394,69.93546,70.56358999999999,"40.2452011,-104.6900024",40.2452011,-104.6900024,Welby
1640,1640.0,2023-08-12,57.409123,51.0,69.00137000000001,69.48864,66.92364,68.80189,68.49369,69.53719,69.89527500000001,"40.2452011,-104.7929993",40.2452011,-104.7929993,Welby
