,o3,site,latitude,longitude,randoms
o3_sim_140,37.047684,o3_sim_140,40.2452011,-105.7200012,3.94e-05
o3_sim_1,37.856483,o3_sim_1,39.3174019,-104.3799973,1.43e-05
o3_sim_2,34.421757,o3_sim_2,39.3174019,-104.4830017,2.1e-06
o3_sim_3,30.076786,o3_sim_3,39.3174019,-104.5859985,6.3e-05
o3_sim_4,27.177788,o3_sim_4,39.3174019,-104.6900024,3.24e-05
o3_sim_5,33.850227,o3_sim_5,39.3174019,-104.7929993,4.17e-05
o3_sim_6,33.947678,o3_sim_6,39.3174019,-104.8960037,9.15e-05
o3_sim_7,36.936478,o3_sim_7,39.3174019,-104.9990005,4.75e-05
o3_sim_8,33.815178,o3_sim_8,39.3174019,-105.1019974,6.56e-05
o3_sim_9,37.00326,o3_sim_9,39.3174019,-105.2050018,4.25e-05
o3_sim_10,36.44016,o3_sim_10,39.3174019,-105.3079987,2.87e-05
o3_sim_11,37.815624,o3_sim_11,39.3174019,-105.4110031,3.58e-05
o3_sim_12,43.367214,o3_sim_12,39.3174019,-105.5139999,7.09e-05
o3_sim_13,42.16555,o3_sim_13,39.3174019,-105.6169968,9.46e-05
o3_sim_14,43.996246,o3_sim_14,39.3174019,-105.7200012,2.9e-05
o3_sim_15,39.917988,o3_sim_15,39.4205017,-104.3799973,6.17e-05
o3_sim_16,37.27027,o3_sim_16,39.4205017,-104.4830017,4.08e-05
o3_sim_17,33.579937,o3_sim_17,39.4205017,-104.5859985,1.31e-05
o3_sim_18,29.689892,o3_sim_18,39.4205017,-104.6900024,4.3e-05
o3_sim_19,40.150425,o3_sim_19,39.4205017,-104.7929993,1.25e-05
o3_sim_20,34.355915,o3_sim_20,39.4205017,-104.8960037,7.3e-06
o3_sim_21,43.651123,o3_sim_21,39.4205017,-104.9990005,4.27e-05
o3_sim_22,41.754555,o3_sim_22,39.4205017,-105.1019974,1.34e-05
o3_sim_23,36.047752,o3_sim_23,39.4205017,-105.2050018,8.86e-05
o3_sim_24,36.880142,o3_sim_24,39.4205017,-105.3079987,7.35e-05
o3_sim_25,33.53229,o3_sim_25,39.4205017,-105.4110031,3.55e-05
o3_sim_26,38.512592,o3_sim_26,39.4205017,-105.5139999,1.87e-05
o3_sim_27,46.763123,o3_sim_27,39.4205017,-105.6169968,1.5e-05
o3_sim_28,38.772327,o3_sim_28,39.4205017,-105.7200012,2.96e-05
o3_sim_29,45.9767,o3_sim_29,39.5236015,-104.3799973,6.76e-05
o3_sim_30,39.817825,o3_sim_30,39.5236015,-104.4830017,8.65e-05
o3_sim_31,35.029064,o3_sim_31,39.5236015,-104.5859985,6.21e-05
o3_sim_32,35.76011,o3_sim_32,39.5236015,-104.6900024,5.34e-05
o3_sim_33,34.1698,o3_sim_33,39.5236015,-104.7929993,8.2e-06
o3_sim_34,31.147667,o3_sim_34,39.5236015,-104.8960037,4.45e-05
o3_sim_35,33.274406,o3_sim_35,39.5236015,-104.9990005,2.92e-05
o3_sim_36,40.047832,o3_sim_36,39.5236015,-105.1019974,2.68e-05
