,date,preds_0_Highlands Ranch,actual,preds_1_Highlands Ranch,preds_2_Highlands Ranch,preds_3_Highlands Ranch,preds_4_Highlands Ranch,preds_5_Highlands Ranch,preds_6_Highlands Ranch,preds_7_Highlands Ranch,site_name,lat,lon
0,2023-05-02 07:00:00+00:00,0.03858467,0.032,0.037395615,0.034064077,0.035824902,0.036864284,0.03624303,0.03594615,0.035801183,Highlands Ranch,39.567887,-104.957193
1,2023-05-02 08:00:00+00:00,0.031163992,0.037,0.036988825,0.03616362,0.033815783,0.03522071,0.036056962,0.035520006,0.035224475,Highlands Ranch,39.567887,-104.957193
2,2023-05-02 09:00:00+00:00,0.03664435,0.034,0.031444833,0.035239663,0.034620486,0.032652993,0.03392254,0.03468479,0.034156885,Highlands Ranch,39.567887,-104.957193
3,2023-05-02 10:00:00+00:00,0.031277146,0.031000000000000003,0.033883855,0.030111538,0.033134963,0.032603487,0.030868435,0.032011896,0.032728266,Highlands Ranch,39.567887,-104.957193
4,2023-05-02 11:00:00+00:00,0.029163238,0.028,0.029427717,0.031357694,0.02817899,0.03084515,0.030384349,0.02895953,0.029853117,Highlands Ranch,39.567887,-104.957193
5,2023-05-02 12:00:00+00:00,0.027038604,0.029000000000000005,0.028081084,0.028260013,0.029809562,0.027300037,0.029236302,0.028905416,0.027973054,Highlands Ranch,39.567887,-104.957193
6,2023-05-02 13:00:00+00:00,0.029768009,0.032,0.028076157,0.028709373,0.02883509,0.029931333,0.028296817,0.029454153,0.029254576,Highlands Ranch,39.567887,-104.957193
7,2023-05-02 14:00:00+00:00,0.03460333,0.033,0.032602996,0.03163116,0.032004237,0.032083537,0.03279474,0.031686146,0.032505326,Highlands Ranch,39.567887,-104.957193
8,2023-05-02 15:00:00+00:00,0.036395635,0.034,0.037907932,0.03664209,0.036038853,0.036304496,0.03636532,0.036934953,0.035969853,Highlands Ranch,39.567887,-104.957193
9,2023-05-02 16:00:00+00:00,0.037947316,0.038,0.04039698,0.041470163,0.040577997,0.04011202,0.040326253,0.04037624,0.0408553,Highlands Ranch,39.567887,-104.957193
