,o3,site,latitude,longitude,randoms
o3_sim_Idaho Springs_6,47.701427,o3_sim_Idaho Springs_6,39.792512699999996,-105.49127,6.3e-06
o3_sim_Five Points_6,43.800396,o3_sim_Five Points_6,39.7511315,-104.987625,5.25e-05
o3_sim_Welby_6,39.44606,o3_sim_Welby_6,39.8380924,-104.94984,2.66e-05
o3_sim_Highlands Ranch_6,45.38632,o3_sim_Highlands Ranch_6,39.5678264,-104.957193,6.06e-05
o3_sim_Rocky Flats_6,52.26365,o3_sim_Rocky Flats_6,39.9127489,-105.188587,5.01e-05
o3_sim_Boulder_6,45.371407,o3_sim_Boulder_6,40.0699892,-105.220238,2.68e-05
o3_sim_Chatfield Reservoir_6,46.560745,o3_sim_Chatfield Reservoir_6,39.53448100000001,-105.070358,7e-06
o3_sim_Sunnyside_6,41.427494,o3_sim_Sunnyside_6,39.779392800000004,-105.00518,9.72e-05
o3_sim_East Plains_6,53.02937,o3_sim_East Plains_6,39.638505200000004,-104.569335,1.68e-05
o3_sim_South Table_6,52.55713,o3_sim_South Table_6,39.7437168,-105.177989,7.2e-06
o3_sim_Idaho Springs_6,47.701427,o3_sim_Idaho Springs_6,39.7925001,-105.49127,1.89e-05
o3_sim_Five Points_6,43.800396,o3_sim_Five Points_6,39.7511541,-104.987625,2.99e-05
o3_sim_Welby_6,39.44606,o3_sim_Welby_6,39.8380272,-104.94984,9.18e-05
o3_sim_Highlands Ranch_6,45.38632,o3_sim_Highlands Ranch_6,39.567814999999996,-104.957193,7.2e-05
o3_sim_Rocky Flats_6,52.26365,o3_sim_Rocky Flats_6,39.9127771,-105.188587,2.19e-05
o3_sim_Boulder_6,45.371407,o3_sim_Boulder_6,40.0700148,-105.220238,1.2e-06
o3_sim_Chatfield Reservoir_6,46.560745,o3_sim_Chatfield Reservoir_6,39.5343905,-105.070358,9.75e-05
o3_sim_Sunnyside_6,41.427494,o3_sim_Sunnyside_6,39.7794486,-105.00518,4.14e-05
o3_sim_East Plains_6,53.02937,o3_sim_East Plains_6,39.638485100000004,-104.569335,3.69e-05
o3_sim_South Table_6,52.55713,o3_sim_South Table_6,39.7437146,-105.177989,9.4e-06
o3_sim_Idaho Springs_6,47.701427,o3_sim_Idaho Springs_6,39.7924799,-105.49127,3.91e-05
o3_sim_Five Points_6,43.800396,o3_sim_Five Points_6,39.751125,-104.987625,5.9e-05
o3_sim_Welby_6,39.44606,o3_sim_Welby_6,39.8380408,-104.94984,7.82e-05
o3_sim_Highlands Ranch_6,45.38632,o3_sim_Highlands Ranch_6,39.5678021,-104.957193,8.49e-05
o3_sim_Rocky Flats_6,52.26365,o3_sim_Rocky Flats_6,39.9127828,-105.188587,1.62e-05
o3_sim_Boulder_6,45.371407,o3_sim_Boulder_6,40.0699545,-105.220238,6.15e-05
o3_sim_Chatfield Reservoir_6,46.560745,o3_sim_Chatfield Reservoir_6,39.534395800000006,-105.070358,9.22e-05
o3_sim_Sunnyside_6,41.427494,o3_sim_Sunnyside_6,39.779407400000004,-105.00518,8.26e-05
o3_sim_East Plains_6,53.02937,o3_sim_East Plains_6,39.6384722,-104.569335,4.98e-05
