,o3,site,latitude,longitude,randoms
o3_sim_Evergreen_24,37.378216,o3_sim_Evergreen_24,39.6203881,-105.33872,1.99e-05
o3_sim_Idaho Springs_24,46.932766,o3_sim_Idaho Springs_24,39.7924536,-105.49127,6.54e-05
o3_sim_Five Points_24,25.84335,o3_sim_Five Points_24,39.751161800000006,-104.987625,2.22e-05
o3_sim_Welby_24,21.966043,o3_sim_Welby_24,39.8380393,-104.94984,7.97e-05
o3_sim_Highlands Ranch_24,38.66787,o3_sim_Highlands Ranch_24,39.567820499999996,-104.957193,6.65e-05
o3_sim_Rocky Flats_24,42.917763,o3_sim_Rocky Flats_24,39.9127911,-105.188587,7.9e-06
o3_sim_Boulder_24,35.394447,o3_sim_Boulder_24,40.0699309,-105.220238,8.51e-05
o3_sim_Chatfield Reservoir_24,33.424217,o3_sim_Chatfield Reservoir_24,39.534456000000006,-105.070358,3.2e-05
o3_sim_Sunnyside_24,24.98113,o3_sim_Sunnyside_24,39.7794643,-105.00518,2.57e-05
o3_sim_East Plains_24,46.00391,o3_sim_East Plains_24,39.6384295,-104.569335,9.25e-05
o3_sim_Evergreen_24,37.378216,o3_sim_Evergreen_24,39.6203101,-105.33872,9.79e-05
o3_sim_Idaho Springs_24,46.932766,o3_sim_Idaho Springs_24,39.7925089,-105.49127,1.01e-05
o3_sim_Five Points_24,25.84335,o3_sim_Five Points_24,39.751153200000005,-104.987625,3.08e-05
o3_sim_Welby_24,21.966043,o3_sim_Welby_24,39.8381121,-104.94984,6.9e-06
o3_sim_Highlands Ranch_24,38.66787,o3_sim_Highlands Ranch_24,39.567858199999996,-104.957193,2.88e-05
o3_sim_Rocky Flats_24,42.917763,o3_sim_Rocky Flats_24,39.9127866,-105.188587,1.24e-05
o3_sim_Boulder_24,35.394447,o3_sim_Boulder_24,40.0699807,-105.220238,3.53e-05
o3_sim_Chatfield Reservoir_24,33.424217,o3_sim_Chatfield Reservoir_24,39.534461900000004,-105.070358,2.61e-05
o3_sim_Sunnyside_24,24.98113,o3_sim_Sunnyside_24,39.7794851,-105.00518,4.9e-06
o3_sim_East Plains_24,46.00391,o3_sim_East Plains_24,39.638434100000005,-104.569335,8.79e-05
o3_sim_140,48.98758,o3_sim_140,40.2452011,-105.7200012,3.37e-05
o3_sim_1,40.996353,o3_sim_1,39.3174019,-104.3799973,6.09e-05
o3_sim_2,36.87754,o3_sim_2,39.3174019,-104.4830017,5.42e-05
o3_sim_3,35.802956,o3_sim_3,39.3174019,-104.5859985,6.36e-05
o3_sim_4,30.049297,o3_sim_4,39.3174019,-104.6900024,2.43e-05
o3_sim_5,33.317886,o3_sim_5,39.3174019,-104.7929993,2.69e-05
o3_sim_6,30.104095,o3_sim_6,39.3174019,-104.8960037,5.39e-05
o3_sim_7,34.31243,o3_sim_7,39.3174019,-104.9990005,3.13e-05
o3_sim_8,39.053017,o3_sim_8,39.3174019,-105.1019974,5.04e-05
o3_sim_9,37.084705,o3_sim_9,39.3174019,-105.2050018,7.21e-05
o3_sim_10,45.480854,o3_sim_10,39.3174019,-105.3079987,1.35e-05
o3_sim_11,43.907604,o3_sim_11,39.3174019,-105.4110031,4.2e-06
o3_sim_12,47.016758,o3_sim_12,39.3174019,-105.5139999,6.24e-05
o3_sim_13,47.780293,o3_sim_13,39.3174019,-105.6169968,7.14e-05
o3_sim_14,45.92636,o3_sim_14,39.3174019,-105.7200012,2.4e-06
o3_sim_15,38.914654,o3_sim_15,39.4205017,-104.3799973,9.29e-05
o3_sim_16,43.754063,o3_sim_16,39.4205017,-104.4830017,8.42e-05
o3_sim_17,36.716583,o3_sim_17,39.4205017,-104.5859985,3.71e-05
o3_sim_18,33.25228,o3_sim_18,39.4205017,-104.6900024,2.66e-05
o3_sim_19,32.79502,o3_sim_19,39.4205017,-104.7929993,2.37e-05
o3_sim_20,33.403538,o3_sim_20,39.4205017,-104.8960037,3.73e-05
o3_sim_21,31.982548,o3_sim_21,39.4205017,-104.9990005,4.77e-05
o3_sim_22,35.939297,o3_sim_22,39.4205017,-105.1019974,2.45e-05
o3_sim_23,37.850063,o3_sim_23,39.4205017,-105.2050018,1.94e-05
o3_sim_24,42.121403,o3_sim_24,39.4205017,-105.3079987,1.66e-05
o3_sim_25,42.16905,o3_sim_25,39.4205017,-105.4110031,7.01e-05
o3_sim_26,45.95145,o3_sim_26,39.4205017,-105.5139999,2.91e-05
o3_sim_27,45.553688,o3_sim_27,39.4205017,-105.6169968,4.35e-05
o3_sim_28,36.127453,o3_sim_28,39.4205017,-105.7200012,4.52e-05
o3_sim_29,41.165085,o3_sim_29,39.5236015,-104.3799973,5.08e-05
o3_sim_30,42.32165,o3_sim_30,39.5236015,-104.4830017,8.62e-05
o3_sim_31,39.04666,o3_sim_31,39.5236015,-104.5859985,7.32e-05
o3_sim_32,40.10066,o3_sim_32,39.5236015,-104.6900024,9.23e-05
o3_sim_33,29.990936,o3_sim_33,39.5236015,-104.7929993,1.34e-05
o3_sim_34,39.974453,o3_sim_34,39.5236015,-104.8960037,5.58e-05
o3_sim_35,35.56581,o3_sim_35,39.5236015,-104.9990005,9.33e-05
o3_sim_36,37.94925,o3_sim_36,39.5236015,-105.1019974,4.07e-05
o3_sim_37,36.122265,o3_sim_37,39.5236015,-105.2050018,6.31e-05
o3_sim_38,43.604263,o3_sim_38,39.5236015,-105.3079987,3.54e-05
o3_sim_39,46.105686,o3_sim_39,39.5236015,-105.4110031,9.69e-05
o3_sim_40,37.735317,o3_sim_40,39.5236015,-105.5139999,1.06e-05
o3_sim_41,41.805717,o3_sim_41,39.5236015,-105.6169968,6e-05
o3_sim_42,40.877136,o3_sim_42,39.5236015,-105.7200012,2.44e-05
o3_sim_43,41.328278,o3_sim_43,39.6265984,-104.3799973,8.36e-05
o3_sim_44,46.789055,o3_sim_44,39.6265984,-104.4830017,1.7e-06
o3_sim_45,45.458527,o3_sim_45,39.6265984,-104.5859985,8.41e-05
o3_sim_46,41.956455,o3_sim_46,39.6265984,-104.6900024,9.84e-05
o3_sim_47,31.213428,o3_sim_47,39.6265984,-104.7929993,6.91e-05
o3_sim_48,26.95991,o3_sim_48,39.6265984,-104.8960037,5.09e-05
