,date,"preds_0_39.6265984,-104.3799973",actual,"preds_1_39.6265984,-104.3799973","preds_2_39.6265984,-104.3799973","preds_3_39.6265984,-104.3799973","preds_4_39.6265984,-104.3799973","preds_5_39.6265984,-104.3799973","preds_6_39.6265984,-104.3799973","preds_7_39.6265984,-104.3799973",site_name,lat,lon
0,2023-05-02 22:00:00+00:00,0.05556946,0.05500000000000001,0.052655052,0.057776853,0.053013176,0.054221433,0.05290375,0.05308593,0.054223295,"39.6265984,-104.3799973",39.6265984,-104.3799973
1,2023-05-02 23:00:00+00:00,0.054025084,0.052,0.054676987,0.052126687,0.0563597,0.05247102,0.053468846,0.052344542,0.052506313,"39.6265984,-104.3799973",39.6265984,-104.3799973
2,2023-05-03 00:00:00+00:00,0.05150042,0.051,0.053743675,0.054303978,0.05228712,0.055580396,0.052525807,0.053324256,0.05239263,"39.6265984,-104.3799973",39.6265984,-104.3799973
3,2023-05-03 01:00:00+00:00,0.050535914,0.051,0.0510915,0.05291871,0.0533293,0.05187914,0.054282166,0.052034818,0.052622065,"39.6265984,-104.3799973",39.6265984,-104.3799973
4,2023-05-03 02:00:00+00:00,0.04900539,0.04700000000000001,0.048475068,0.04892271,0.05023382,0.050528593,0.04948137,0.05121156,0.04962788,"39.6265984,-104.3799973",39.6265984,-104.3799973
5,2023-05-03 03:00:00+00:00,0.04443508,0.04700000000000001,0.046799272,0.04634168,0.046699055,0.047768783,0.048014764,0.04714768,0.048553254,"39.6265984,-104.3799973",39.6265984,-104.3799973
6,2023-05-03 04:00:00+00:00,0.046384513,0.048,0.0432734,0.045424893,0.045022648,0.045341894,0.04631241,0.046536382,0.04574877,"39.6265984,-104.3799973",39.6265984,-104.3799973
7,2023-05-03 05:00:00+00:00,0.047716726,0.04700000000000001,0.04565986,0.042678203,0.044640105,0.04426565,0.044562653,0.045465123,0.045674764,"39.6265984,-104.3799973",39.6265984,-104.3799973
8,2023-05-03 06:00:00+00:00,0.046046622,0.044,0.046966854,0.04485692,0.0420198,0.04387369,0.043519095,0.04379746,0.044643052,"39.6265984,-104.3799973",39.6265984,-104.3799973
9,2023-05-03 07:00:00+00:00,0.0427155,0.043,0.045157883,0.04608047,0.044065334,0.041443653,0.04314252,0.04281762,0.043071672,"39.6265984,-104.3799973",39.6265984,-104.3799973
10,2023-05-03 08:00:00+00:00,0.042240094,0.041,0.041921817,0.044254664,0.045125745,0.043244142,0.04084269,0.042391732,0.042094108,"39.6265984,-104.3799973",39.6265984,-104.3799973
11,2023-05-03 09:00:00+00:00,0.04069749,0.041,0.04208629,0.04178412,0.043935418,0.04474852,0.042986646,0.040731817,0.042207003,"39.6265984,-104.3799973",39.6265984,-104.3799973
12,2023-05-03 10:00:00+00:00,0.041405156,0.039,0.04104235,0.042396907,0.04211231,0.044167336,0.044957425,0.04322528,0.040972833,"39.6265984,-104.3799973",39.6265984,-104.3799973
13,2023-05-03 11:00:00+00:00,0.03723302,0.035,0.04037239,0.040015113,0.04130353,0.041025244,0.043074824,0.04387349,0.04212289,"39.6265984,-104.3799973",39.6265984,-104.3799973
14,2023-05-03 12:00:00+00:00,0.03369909,0.033,0.036475036,0.039121576,0.03883234,0.03989504,0.039664578,0.04136752,0.042041168,"39.6265984,-104.3799973",39.6265984,-104.3799973
15,2023-05-03 13:00:00+00:00,0.037481822,0.033,0.038252734,0.040101856,0.041741397,0.04156189,0.0422167,0.042074036,0.043157928,"39.6265984,-104.3799973",39.6265984,-104.3799973
16,2023-05-03 14:00:00+00:00,0.038348332,0.035,0.043152552,0.043664433,0.044699743,0.04560799,0.045507807,0.045885652,0.045797925,"39.6265984,-104.3799973",39.6265984,-104.3799973
17,2023-05-03 15:00:00+00:00,0.04157308,0.042,0.045442827,0.048943233,0.04924439,0.049805693,0.05031421,0.050253198,0.050510246,"39.6265984,-104.3799973",39.6265984,-104.3799973
18,2023-05-03 16:00:00+00:00,0.049606442,0.045,0.04907702,0.05209488,0.054332186,0.054503474,0.054806516,0.055107526,0.05506466,"39.6265984,-104.3799973",39.6265984,-104.3799973
19,2023-05-03 17:00:00+00:00,0.049140867,0.048,0.055101264,0.054654893,0.05681149,0.058288556,0.058392845,0.058568183,0.058767863,"39.6265984,-104.3799973",39.6265984,-104.3799973
20,2023-05-03 18:00:00+00:00,0.051279943,0.054,0.05276565,0.058103953,0.05774383,0.059409644,0.060520303,0.060593244,0.06069862,"39.6265984,-104.3799973",39.6265984,-104.3799973
21,2023-05-03 19:00:00+00:00,0.05728928,0.059,0.053812377,0.055167645,0.05978809,0.059478894,0.06090143,0.06183746,0.06189306,"39.6265984,-104.3799973",39.6265984,-104.3799973
22,2023-05-03 20:00:00+00:00,0.061135907,0.06,0.058990356,0.055748004,0.05696663,0.061102312,0.060825475,0.06209782,0.06292104,"39.6265984,-104.3799973",39.6265984,-104.3799973
23,2023-05-03 21:00:00+00:00,0.06083139,0.062,0.06222155,0.06023075,0.05728294,0.05838723,0.062136237,0.061884083,0.06304103,"39.6265984,-104.3799973",39.6265984,-104.3799973
24,2023-05-03 22:00:00+00:00,0.06364111,0.064,0.06223804,0.06351136,0.06173629,0.05913455,0.0601096,0.063402414,0.06318213,"39.6265984,-104.3799973",39.6265984,-104.3799973
25,2023-05-03 23:00:00+00:00,0.06414163,0.065,0.06371994,0.062490832,0.06356606,0.062091056,0.059929304,0.060739074,0.06344696,"39.6265984,-104.3799973",39.6265984,-104.3799973
26,2023-05-04 00:00:00+00:00,0.06374581,0.061000000000000006,0.06276997,0.062421102,0.06145905,0.062283713,0.061163012,0.059533972,0.06014303,"39.6265984,-104.3799973",39.6265984,-104.3799973
27,2023-05-04 01:00:00+00:00,0.056318283,0.056999999999999995,0.059259456,0.05852358,0.05827481,0.05757443,0.05818365,0.057367295,0.056217317,"39.6265984,-104.3799973",39.6265984,-104.3799973
28,2023-05-04 02:00:00+00:00,0.052554138,0.05500000000000001,0.05186377,0.053953797,0.05345176,0.053276416,0.052771945,0.053207267,0.05263663,"39.6265984,-104.3799973",39.6265984,-104.3799973
29,2023-05-04 03:00:00+00:00,0.05167504,0.053000000000000005,0.049259022,0.048776664,0.050249208,0.04986797,0.049730115,0.049331274,0.049680408,"39.6265984,-104.3799973",39.6265984,-104.3799973
30,2023-05-04 04:00:00+00:00,0.0510372,0.05500000000000001,0.049701367,0.04788615,0.047525294,0.04869377,0.048385497,0.048273858,0.047944594,"39.6265984,-104.3799973",39.6265984,-104.3799973
31,2023-05-04 05:00:00+00:00,0.054549888,0.056,0.05038695,0.049282193,0.047784865,0.047479287,0.04847541,0.04821091,0.048112314,"39.6265984,-104.3799973",39.6265984,-104.3799973
32,2023-05-04 06:00:00+00:00,0.055469852,0.054,0.05391974,0.05034085,0.049417607,0.04816612,0.0479124,0.04873883,0.048515305,"39.6265984,-104.3799973",39.6265984,-104.3799973
33,2023-05-04 07:00:00+00:00,0.053201206,0.056,0.05478039,0.05335335,0.0501305,0.049314346,0.048219427,0.04800019,0.048716944,"39.6265984,-104.3799973",39.6265984,-104.3799973
34,2023-05-04 08:00:00+00:00,0.055922598,0.056,0.052926976,0.05438713,0.053069454,0.050165314,0.04944132,0.04848139,0.048290074,"39.6265984,-104.3799973",39.6265984,-104.3799973
35,2023-05-04 09:00:00+00:00,0.056058846,0.048,0.05597397,0.05316234,0.054512672,0.0533003,0.050655007,0.050001595,0.049135085,"39.6265984,-104.3799973",39.6265984,-104.3799973
36,2023-05-04 10:00:00+00:00,0.04736786,0.037,0.056239303,0.05615622,0.053470757,0.054746605,0.053602442,0.051128898,0.05051922,"39.6265984,-104.3799973",39.6265984,-104.3799973
37,2023-05-04 11:00:00+00:00,0.036717325,0.038,0.04749986,0.056067336,0.055986013,0.05334702,0.054606132,0.053480603,0.051056646,"39.6265984,-104.3799973",39.6265984,-104.3799973
38,2023-05-04 12:00:00+00:00,0.03780389,0.03,0.03644307,0.04575118,0.05380957,0.053729,0.0511248,0.05234876,0.051265486,"39.6265984,-104.3799973",39.6265984,-104.3799973
39,2023-05-04 13:00:00+00:00,0.031664602,0.031999999999999994,0.039250907,0.03832288,0.044764593,0.05099143,0.050925955,0.048884615,0.0498181,"39.6265984,-104.3799973",39.6265984,-104.3799973
40,2023-05-04 14:00:00+00:00,0.03935243,0.037,0.039043427,0.043589067,0.043078784,0.04665521,0.05053813,0.050494995,0.04920033,"39.6265984,-104.3799973",39.6265984,-104.3799973
41,2023-05-04 15:00:00+00:00,0.04341568,0.042,0.0456545,0.04545983,0.04806901,0.047770873,0.04991781,0.052461103,0.05243145,"39.6265984,-104.3799973",39.6265984,-104.3799973
42,2023-05-06 00:00:00+00:00,0.061638884,0.065,0.060947925,0.061187774,0.06174521,0.06257393,0.06189594,0.062231597,0.060649987,"39.6265984,-104.3799973",39.6265984,-104.3799973
43,2023-05-06 01:00:00+00:00,0.06414846,0.066,0.060593296,0.060040403,0.060218442,0.060636632,0.06126246,0.060764335,0.061001457,"39.6265984,-104.3799973",39.6265984,-104.3799973
44,2023-05-06 02:00:00+00:00,0.062521406,0.056,0.06020696,0.056911174,0.056454554,0.056599434,0.05692913,0.057378396,0.057070255,"39.6265984,-104.3799973",39.6265984,-104.3799973
45,2023-05-06 03:00:00+00:00,0.05051331,0.056,0.059239686,0.05693602,0.0539962,0.053600963,0.053722948,0.053978506,0.05427336,"39.6265984,-104.3799973",39.6265984,-104.3799973
46,2023-05-06 04:00:00+00:00,0.05541724,0.04900000000000001,0.04819196,0.05703391,0.054693658,0.05180607,0.0514322,0.051542804,0.051760964,"39.6265984,-104.3799973",39.6265984,-104.3799973
47,2023-05-06 05:00:00+00:00,0.045828268,0.048,0.054264404,0.04674232,0.055856355,0.053329088,0.050378535,0.050015528,0.050120294,"39.6265984,-104.3799973",39.6265984,-104.3799973
48,2023-05-06 06:00:00+00:00,0.04634394,0.046,0.043835394,0.052418455,0.044813942,0.05401701,0.05137177,0.048451047,0.048102915,"39.6265984,-104.3799973",39.6265984,-104.3799973
49,2023-05-06 07:00:00+00:00,0.04416485,0.046,0.044537093,0.042260982,0.05033834,0.043131538,0.051876944,0.049249798,0.046442963,"39.6265984,-104.3799973",39.6265984,-104.3799973
50,2023-05-06 08:00:00+00:00,0.045549117,0.041,0.043683343,0.04401148,0.042049218,0.049174976,0.042792697,0.050576236,0.048165407,"39.6265984,-104.3799973",39.6265984,-104.3799973
51,2023-05-06 09:00:00+00:00,0.041504614,0.037,0.046047315,0.044379685,0.044669908,0.042912427,0.049339205,0.04353748,0.050673258,"39.6265984,-104.3799973",39.6265984,-104.3799973
52,2023-05-06 10:00:00+00:00,0.037229992,0.044,0.041882828,0.046046574,0.04447007,0.04475528,0.04298313,0.049503382,0.043574385,"39.6265984,-104.3799973",39.6265984,-104.3799973
53,2023-05-06 11:00:00+00:00,0.04333537,0.04700000000000001,0.035714004,0.03959875,0.04333567,0.041831672,0.042107947,0.040420093,0.04676747,"39.6265984,-104.3799973",39.6265984,-104.3799973
54,2023-05-06 12:00:00+00:00,0.047203474,0.045,0.04335793,0.038362093,0.040855736,0.043398414,0.04237764,0.04255754,0.041492254,"39.6265984,-104.3799973",39.6265984,-104.3799973
55,2023-05-06 13:00:00+00:00,0.046178766,0.044,0.048302814,0.04589152,0.0431326,0.044516664,0.045996234,0.045392662,0.045499746,"39.6265984,-104.3799973",39.6265984,-104.3799973
56,2023-05-06 14:00:00+00:00,0.04621657,0.04700000000000001,0.04849711,0.05004306,0.04848843,0.04672659,0.04763123,0.048667468,0.04822507,"39.6265984,-104.3799973",39.6265984,-104.3799973
57,2023-05-06 15:00:00+00:00,0.052009005,0.048,0.05113045,0.05285501,0.053882632,0.0528743,0.051712133,0.0523454,0.053106286,"39.6265984,-104.3799973",39.6265984,-104.3799973
