,Unnamed: 0,o3_obs_Evergreen_1,o3_sim_Evergreen_1,o3_obs_Idaho Springs_1,o3_sim_Idaho Springs_1,o3_obs_Five Points_1,o3_sim_Five Points_1,o3_obs_Welby_1,o3_sim_Welby_1,o3_obs_Highlands Ranch_1,o3_sim_Highlands Ranch_1,o3_obs_Rocky Flats_1,o3_sim_Rocky Flats_1,o3_obs_Boulder_1,o3_sim_Boulder_1,o3_obs_Chatfield Reservoir_1,o3_sim_Chatfield Reservoir_1,o3_obs_Sunnyside_1,o3_sim_Sunnyside_1,o3_obs_East Plains_1,o3_sim_East Plains_1,o3_obs_South Table_1,o3_sim_South Table_1,datetime
5184,2023-08-05 00:00:00,55.0,52.70153,52.0,50.73336,67.0,66.68519,66.0,66.39407,61.0,59.968136,53.0,60.685356,51.0,51.948086,70.0,67.34667,65.0,66.716995,32.95238,32.05123,66.0,64.77411,2023-08-05
