,o3,site,latitude,longitude
o3_sim_Evergreen_1_,47.68875,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,42.76543,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,31.843683,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,38.47123,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,41.47147,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,49.350494,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,41.759354,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,48.337223,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,36.6878,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,45.314156,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,44.870018,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,44.915646,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,41.657383,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,42.46431,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,41.476177,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,39.459156,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,38.87552,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,38.538742,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,35.33217,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,35.963436,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,33.40506,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,39.719837,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,39.595932,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,46.36395,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,46.30504,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,42.6547,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,42.3239,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,43.33313,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,40.518623,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,39.342113,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,38.501617,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,40.204777,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,33.74504,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,30.237122,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,35.07648,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,37.05004,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,37.748486,o3_sim_25,39.4205017,-105.4110031
