,o3,site,latitude,longitude
o3_sim_Evergreen_1_,43.666397,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,42.9168,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,49.08622,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,50.891956,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,53.215572,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,53.138557,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,45.06278,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,52.27468,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,51.833126,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,46.532444,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,44.956177,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,42.550346,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,39.39443,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,42.031944,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,43.09194,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,38.339527,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,38.388977,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,39.270687,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,35.48219,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,38.750046,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,36.897316,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,40.93755,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,34.00245,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,39.843952,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,46.18384,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,45.252563,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,40.570724,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,42.739834,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,39.16887,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,36.255203,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,37.775917,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,28.514294,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,35.8944,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,34.684624,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,30.167572,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,27.369617,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,32.896828,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,37.325237,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,42.97047,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,44.18816,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,38.848694,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,39.52111,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,39.84389,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,37.32163,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,33.616577,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,33.363995,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,33.166626,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,36.90974,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,38.64322,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,42.633335,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,39.795273,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,36.238495,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,41.951576,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,37.23598,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,38.57097,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,39.319996,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,37.400818,o3_sim_45,39.6265984,-104.5859985
o3_sim_46,34.813416,o3_sim_46,39.6265984,-104.6900024
o3_sim_47,35.284874,o3_sim_47,39.6265984,-104.7929993
o3_sim_48,29.427597,o3_sim_48,39.6265984,-104.8960037
o3_sim_49,26.873037,o3_sim_49,39.6265984,-104.9990005
o3_sim_50,30.802273,o3_sim_50,39.6265984,-105.1019974
o3_sim_51,28.855421,o3_sim_51,39.6265984,-105.2050018
o3_sim_52,39.10793,o3_sim_52,39.6265984,-105.3079987
o3_sim_53,33.95555,o3_sim_53,39.6265984,-105.4110031
o3_sim_54,33.96245,o3_sim_54,39.6265984,-105.5139999
o3_sim_55,45.20104,o3_sim_55,39.6265984,-105.6169968
o3_sim_56,45.483868,o3_sim_56,39.6265984,-105.7200012
o3_sim_57,38.375652,o3_sim_57,39.7296982,-104.3799973
o3_sim_58,37.569912,o3_sim_58,39.7296982,-104.4830017
o3_sim_59,36.196934,o3_sim_59,39.7296982,-104.5859985
o3_sim_60,36.47022,o3_sim_60,39.7296982,-104.6900024
o3_sim_61,32.301643,o3_sim_61,39.7296982,-104.7929993
o3_sim_62,33.57248,o3_sim_62,39.7296982,-104.8960037
o3_sim_63,21.930042,o3_sim_63,39.7296982,-104.9990005
o3_sim_64,29.652882,o3_sim_64,39.7296982,-105.1019974
o3_sim_65,27.37832,o3_sim_65,39.7296982,-105.2050018
o3_sim_66,35.25551,o3_sim_66,39.7296982,-105.3079987
o3_sim_67,36.65086,o3_sim_67,39.7296982,-105.4110031
o3_sim_68,32.503986,o3_sim_68,39.7296982,-105.5139999
o3_sim_69,40.951572,o3_sim_69,39.7296982,-105.6169968
o3_sim_70,35.81489,o3_sim_70,39.7296982,-105.7200012
o3_sim_71,37.67282,o3_sim_71,39.8328018,-104.3799973
o3_sim_72,37.86834,o3_sim_72,39.8328018,-104.4830017
o3_sim_73,36.979504,o3_sim_73,39.8328018,-104.5859985
o3_sim_74,36.28273,o3_sim_74,39.8328018,-104.6900024
o3_sim_75,34.9422,o3_sim_75,39.8328018,-104.7929993
o3_sim_76,33.53579,o3_sim_76,39.8328018,-104.8960037
o3_sim_77,30.85796,o3_sim_77,39.8328018,-104.9990005
o3_sim_78,34.19072,o3_sim_78,39.8328018,-105.1019974
o3_sim_79,35.16546,o3_sim_79,39.8328018,-105.2050018
o3_sim_80,38.11678,o3_sim_80,39.8328018,-105.3079987
o3_sim_81,42.03505,o3_sim_81,39.8328018,-105.4110031
o3_sim_82,37.544163,o3_sim_82,39.8328018,-105.5139999
o3_sim_83,33.31876,o3_sim_83,39.8328018,-105.6169968
o3_sim_84,43.99877,o3_sim_84,39.8328018,-105.7200012
o3_sim_85,36.151497,o3_sim_85,39.9359016,-104.3799973
o3_sim_86,36.58676,o3_sim_86,39.9359016,-104.4830017
o3_sim_87,35.9719,o3_sim_87,39.9359016,-104.5859985
o3_sim_88,35.76991,o3_sim_88,39.9359016,-104.6900024
o3_sim_89,34.184704,o3_sim_89,39.9359016,-104.7929993
o3_sim_90,35.061676,o3_sim_90,39.9359016,-104.8960037
o3_sim_91,30.371815,o3_sim_91,39.9359016,-104.9990005
o3_sim_92,32.18886,o3_sim_92,39.9359016,-105.1019974
o3_sim_93,35.991173,o3_sim_93,39.9359016,-105.2050018
o3_sim_94,36.530235,o3_sim_94,39.9359016,-105.3079987
o3_sim_95,37.948154,o3_sim_95,39.9359016,-105.4110031
o3_sim_96,41.273705,o3_sim_96,39.9359016,-105.5139999
o3_sim_97,35.478363,o3_sim_97,39.9359016,-105.6169968
o3_sim_98,45.35643,o3_sim_98,39.9359016,-105.7200012
o3_sim_99,36.60533,o3_sim_99,40.0390015,-104.3799973
o3_sim_100,36.694767,o3_sim_100,40.0390015,-104.4830017
o3_sim_101,35.32167,o3_sim_101,40.0390015,-104.5859985
o3_sim_102,35.085617,o3_sim_102,40.0390015,-104.6900024
o3_sim_103,34.078194,o3_sim_103,40.0390015,-104.7929993
o3_sim_104,34.6479,o3_sim_104,40.0390015,-104.8960037
o3_sim_105,33.834732,o3_sim_105,40.0390015,-104.9990005
o3_sim_106,34.26351,o3_sim_106,40.0390015,-105.1019974
o3_sim_107,36.091297,o3_sim_107,40.0390015,-105.2050018
o3_sim_108,33.519127,o3_sim_108,40.0390015,-105.3079987
o3_sim_109,34.28998,o3_sim_109,40.0390015,-105.4110031
o3_sim_110,40.403572,o3_sim_110,40.0390015,-105.5139999
o3_sim_111,30.617641,o3_sim_111,40.0390015,-105.6169968
o3_sim_112,40.69775,o3_sim_112,40.0390015,-105.7200012
o3_sim_113,36.610264,o3_sim_113,40.1421013,-104.3799973
o3_sim_114,35.944866,o3_sim_114,40.1421013,-104.4830017
o3_sim_115,34.893635,o3_sim_115,40.1421013,-104.5859985
o3_sim_116,35.075428,o3_sim_116,40.1421013,-104.6900024
o3_sim_117,34.73709,o3_sim_117,40.1421013,-104.7929993
o3_sim_118,34.579453,o3_sim_118,40.1421013,-104.8960037
o3_sim_119,33.536118,o3_sim_119,40.1421013,-104.9990005
o3_sim_120,34.14855,o3_sim_120,40.1421013,-105.1019974
