,o3,site,latitude,longitude
o3_sim_Evergreen_1_,48.03259,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,45.19803,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,43.374187,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,50.16333,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,48.327526,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,49.393917,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,50.119965,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,50.5522,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,47.436543,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,46.316864,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,48.034325,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,45.77786,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,41.623898,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,43.211975,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,43.298775,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,41.14698,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,40.81207,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,42.25068,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,37.10059,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,36.82307,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,37.53796,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,43.691376,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,45.8426,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,47.86581,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,49.037113,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,45.656647,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,42.67118,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,43.07962,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,41.155582,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,40.158062,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,41.995533,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,45.05596,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,36.031662,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,32.62526,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,37.866272,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,40.159847,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,44.45822,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,48.972054,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,46.92172,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,40.38233,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,43.01387,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,43.27456,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,42.781094,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,41.127804,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,40.1656,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,40.824883,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,41.027313,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,37.252197,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,39.46604,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,44.763344,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,42.419758,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,37.442894,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,45.087383,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,43.436996,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,43.70752,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,42.31273,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,42.853733,o3_sim_45,39.6265984,-104.5859985
o3_sim_46,42.646973,o3_sim_46,39.6265984,-104.6900024
o3_sim_47,40.86422,o3_sim_47,39.6265984,-104.7929993
o3_sim_48,38.101566,o3_sim_48,39.6265984,-104.8960037
o3_sim_49,39.15012,o3_sim_49,39.6265984,-104.9990005
o3_sim_50,39.92948,o3_sim_50,39.6265984,-105.1019974
o3_sim_51,35.59271,o3_sim_51,39.6265984,-105.2050018
o3_sim_52,36.92056,o3_sim_52,39.6265984,-105.3079987
o3_sim_53,39.15874,o3_sim_53,39.6265984,-105.4110031
o3_sim_54,36.510536,o3_sim_54,39.6265984,-105.5139999
o3_sim_55,34.465294,o3_sim_55,39.6265984,-105.6169968
o3_sim_56,48.082035,o3_sim_56,39.6265984,-105.7200012
o3_sim_57,42.05072,o3_sim_57,39.7296982,-104.3799973
o3_sim_58,42.04994,o3_sim_58,39.7296982,-104.4830017
o3_sim_59,42.22455,o3_sim_59,39.7296982,-104.5859985
o3_sim_60,41.415867,o3_sim_60,39.7296982,-104.6900024
o3_sim_61,38.224358,o3_sim_61,39.7296982,-104.7929993
o3_sim_62,38.139385,o3_sim_62,39.7296982,-104.8960037
o3_sim_63,32.451313,o3_sim_63,39.7296982,-104.9990005
o3_sim_64,39.346626,o3_sim_64,39.7296982,-105.1019974
o3_sim_65,38.45643,o3_sim_65,39.7296982,-105.2050018
o3_sim_66,35.39757,o3_sim_66,39.7296982,-105.3079987
o3_sim_67,44.311398,o3_sim_67,39.7296982,-105.4110031
o3_sim_68,27.569674,o3_sim_68,39.7296982,-105.5139999
o3_sim_69,42.581333,o3_sim_69,39.7296982,-105.6169968
o3_sim_70,34.684704,o3_sim_70,39.7296982,-105.7200012
o3_sim_71,43.195755,o3_sim_71,39.8328018,-104.3799973
o3_sim_72,42.059505,o3_sim_72,39.8328018,-104.4830017
o3_sim_73,41.462112,o3_sim_73,39.8328018,-104.5859985
o3_sim_74,41.249737,o3_sim_74,39.8328018,-104.6900024
o3_sim_75,38.820534,o3_sim_75,39.8328018,-104.7929993
o3_sim_76,36.83861,o3_sim_76,39.8328018,-104.8960037
o3_sim_77,34.18618,o3_sim_77,39.8328018,-104.9990005
o3_sim_78,38.616184,o3_sim_78,39.8328018,-105.1019974
o3_sim_79,38.301178,o3_sim_79,39.8328018,-105.2050018
o3_sim_80,40.732407,o3_sim_80,39.8328018,-105.3079987
o3_sim_81,46.54494,o3_sim_81,39.8328018,-105.4110031
o3_sim_82,43.830452,o3_sim_82,39.8328018,-105.5139999
o3_sim_83,34.67182,o3_sim_83,39.8328018,-105.6169968
o3_sim_84,43.407173,o3_sim_84,39.8328018,-105.7200012
o3_sim_85,41.118877,o3_sim_85,39.9359016,-104.3799973
o3_sim_86,41.35507,o3_sim_86,39.9359016,-104.4830017
o3_sim_87,43.844894,o3_sim_87,39.9359016,-104.5859985
o3_sim_88,43.05049,o3_sim_88,39.9359016,-104.6900024
o3_sim_89,38.178116,o3_sim_89,39.9359016,-104.7929993
o3_sim_90,38.81436,o3_sim_90,39.9359016,-104.8960037
o3_sim_91,34.545734,o3_sim_91,39.9359016,-104.9990005
o3_sim_92,39.19541,o3_sim_92,39.9359016,-105.1019974
o3_sim_93,36.70426,o3_sim_93,39.9359016,-105.2050018
o3_sim_94,40.446724,o3_sim_94,39.9359016,-105.3079987
o3_sim_95,39.574986,o3_sim_95,39.9359016,-105.4110031
o3_sim_96,42.68881,o3_sim_96,39.9359016,-105.5139999
o3_sim_97,33.773026,o3_sim_97,39.9359016,-105.6169968
