,o3,site,latitude,longitude
o3_sim_Evergreen_1_,40.91099,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,43.561733,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,39.880814,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,50.870625,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,50.063225,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,58.813637,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,48.0232,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,57.467464,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,51.161884,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,46.836597,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,50.043266,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,40.574615,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,39.957626,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,42.9365,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,43.916817,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,38.77879,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,39.132515,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,40.75136,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,38.50949,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,37.64439,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,37.034904,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,37.958305,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,32.535236,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,40.58028,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,45.813255,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,43.481644,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,40.8883,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,42.22018,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,41.633972,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,37.113625,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,38.959064,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,25.652256,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,36.375557,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,35.103207,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,29.860653,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,27.514442,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,30.762383,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,37.192516,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,43.283966,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,43.339684,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,38.4571,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,39.62878,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,41.549114,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,38.661076,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,33.763855,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,33.12885,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,33.84496,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,34.85163,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,37.752747,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,42.35665,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,38.885174,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,36.569103,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,42.356606,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,38.10663,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,38.117714,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,39.554207,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,37.356422,o3_sim_45,39.6265984,-104.5859985
o3_sim_46,35.360897,o3_sim_46,39.6265984,-104.6900024
o3_sim_47,34.98005,o3_sim_47,39.6265984,-104.7929993
o3_sim_48,29.605639,o3_sim_48,39.6265984,-104.8960037
o3_sim_49,28.198673,o3_sim_49,39.6265984,-104.9990005
o3_sim_50,31.026022,o3_sim_50,39.6265984,-105.1019974
o3_sim_51,31.119411,o3_sim_51,39.6265984,-105.2050018
o3_sim_52,38.83102,o3_sim_52,39.6265984,-105.3079987
o3_sim_53,35.44094,o3_sim_53,39.6265984,-105.4110031
o3_sim_54,32.007515,o3_sim_54,39.6265984,-105.5139999
o3_sim_55,44.002514,o3_sim_55,39.6265984,-105.6169968
o3_sim_56,46.625813,o3_sim_56,39.6265984,-105.7200012
o3_sim_57,37.662098,o3_sim_57,39.7296982,-104.3799973
o3_sim_58,37.093475,o3_sim_58,39.7296982,-104.4830017
o3_sim_59,35.571297,o3_sim_59,39.7296982,-104.5859985
o3_sim_60,36.28052,o3_sim_60,39.7296982,-104.6900024
o3_sim_61,31.736534,o3_sim_61,39.7296982,-104.7929993
o3_sim_62,33.8256,o3_sim_62,39.7296982,-104.8960037
o3_sim_63,25.376562,o3_sim_63,39.7296982,-104.9990005
o3_sim_64,29.990683,o3_sim_64,39.7296982,-105.1019974
o3_sim_65,27.59116,o3_sim_65,39.7296982,-105.2050018
o3_sim_66,37.910995,o3_sim_66,39.7296982,-105.3079987
o3_sim_67,37.934143,o3_sim_67,39.7296982,-105.4110031
o3_sim_68,28.98251,o3_sim_68,39.7296982,-105.5139999
o3_sim_69,39.882893,o3_sim_69,39.7296982,-105.6169968
o3_sim_70,36.527237,o3_sim_70,39.7296982,-105.7200012
o3_sim_71,36.40046,o3_sim_71,39.8328018,-104.3799973
o3_sim_72,36.35669,o3_sim_72,39.8328018,-104.4830017
o3_sim_73,36.617958,o3_sim_73,39.8328018,-104.5859985
o3_sim_74,35.712543,o3_sim_74,39.8328018,-104.6900024
o3_sim_75,35.025135,o3_sim_75,39.8328018,-104.7929993
o3_sim_76,33.65574,o3_sim_76,39.8328018,-104.8960037
o3_sim_77,29.36214,o3_sim_77,39.8328018,-104.9990005
o3_sim_78,33.603462,o3_sim_78,39.8328018,-105.1019974
o3_sim_79,34.27115,o3_sim_79,39.8328018,-105.2050018
o3_sim_80,36.682327,o3_sim_80,39.8328018,-105.3079987
o3_sim_81,41.39348,o3_sim_81,39.8328018,-105.4110031
o3_sim_82,37.59884,o3_sim_82,39.8328018,-105.5139999
o3_sim_83,33.472126,o3_sim_83,39.8328018,-105.6169968
o3_sim_84,46.120632,o3_sim_84,39.8328018,-105.7200012
o3_sim_85,35.42559,o3_sim_85,39.9359016,-104.3799973
o3_sim_86,35.483288,o3_sim_86,39.9359016,-104.4830017
o3_sim_87,35.79618,o3_sim_87,39.9359016,-104.5859985
o3_sim_88,35.37732,o3_sim_88,39.9359016,-104.6900024
o3_sim_89,34.5775,o3_sim_89,39.9359016,-104.7929993
o3_sim_90,34.262203,o3_sim_90,39.9359016,-104.8960037
o3_sim_91,29.62217,o3_sim_91,39.9359016,-104.9990005
o3_sim_92,31.23676,o3_sim_92,39.9359016,-105.1019974
o3_sim_93,35.971447,o3_sim_93,39.9359016,-105.2050018
o3_sim_94,36.10007,o3_sim_94,39.9359016,-105.3079987
o3_sim_95,36.72387,o3_sim_95,39.9359016,-105.4110031
o3_sim_96,40.938652,o3_sim_96,39.9359016,-105.5139999
o3_sim_97,35.167736,o3_sim_97,39.9359016,-105.6169968
o3_sim_98,46.384777,o3_sim_98,39.9359016,-105.7200012
o3_sim_99,35.14287,o3_sim_99,40.0390015,-104.3799973
o3_sim_100,36.694862,o3_sim_100,40.0390015,-104.4830017
o3_sim_101,35.406578,o3_sim_101,40.0390015,-104.5859985
o3_sim_102,35.029716,o3_sim_102,40.0390015,-104.6900024
o3_sim_103,34.23953,o3_sim_103,40.0390015,-104.7929993
o3_sim_104,34.794407,o3_sim_104,40.0390015,-104.8960037
o3_sim_105,34.423264,o3_sim_105,40.0390015,-104.9990005
o3_sim_106,34.005463,o3_sim_106,40.0390015,-105.1019974
o3_sim_107,34.65925,o3_sim_107,40.0390015,-105.2050018
o3_sim_108,33.42245,o3_sim_108,40.0390015,-105.3079987
o3_sim_109,33.219856,o3_sim_109,40.0390015,-105.4110031
