,o3,site,latitude,longitude
o3_sim_Evergreen_1_,37.87382,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,44.524246,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,38.1019,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,42.614906,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,47.726875,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,52.116196,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,38.577244,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,51.79698,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,49.44945,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,46.193996,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,37.200623,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,41.55202,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,42.4717,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,44.75974,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,44.54242,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,40.380207,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,38.89893,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,39.438625,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,34.34809,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,37.49969,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,32.92408,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,39.7722,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,36.13088,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,41.343533,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,47.039062,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,43.40217,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,44.960506,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,44.969307,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,43.21087,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,39.13663,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,40.090775,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,37.246807,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,36.15605,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,37.76423,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,33.551586,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,28.965527,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,29.537304,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,37.950657,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,42.00997,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,39.336227,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,42.451126,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,44.41067,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,45.188103,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,42.70527,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,35.35618,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,35.999203,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,31.487421,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,31.685043,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,39.54159,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,42.657005,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,41.388256,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,36.72179,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,39.591217,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,38.320625,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,41.636486,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,42.99109,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,41.580677,o3_sim_45,39.6265984,-104.5859985
o3_sim_46,41.166058,o3_sim_46,39.6265984,-104.6900024
o3_sim_47,36.05587,o3_sim_47,39.6265984,-104.7929993
o3_sim_48,31.14347,o3_sim_48,39.6265984,-104.8960037
o3_sim_49,27.51638,o3_sim_49,39.6265984,-104.9990005
o3_sim_50,32.111145,o3_sim_50,39.6265984,-105.1019974
o3_sim_51,35.607506,o3_sim_51,39.6265984,-105.2050018
o3_sim_52,37.835827,o3_sim_52,39.6265984,-105.3079987
o3_sim_53,34.936844,o3_sim_53,39.6265984,-105.4110031
o3_sim_54,33.76527,o3_sim_54,39.6265984,-105.5139999
o3_sim_55,39.62305,o3_sim_55,39.6265984,-105.6169968
o3_sim_56,46.288086,o3_sim_56,39.6265984,-105.7200012
o3_sim_57,38.42399,o3_sim_57,39.7296982,-104.3799973
o3_sim_58,39.336315,o3_sim_58,39.7296982,-104.4830017
o3_sim_59,38.45672,o3_sim_59,39.7296982,-104.5859985
o3_sim_60,40.747776,o3_sim_60,39.7296982,-104.6900024
o3_sim_61,33.408974,o3_sim_61,39.7296982,-104.7929993
o3_sim_62,35.002045,o3_sim_62,39.7296982,-104.8960037
o3_sim_63,23.990967,o3_sim_63,39.7296982,-104.9990005
o3_sim_64,29.408306,o3_sim_64,39.7296982,-105.1019974
o3_sim_65,36.89196,o3_sim_65,39.7296982,-105.2050018
o3_sim_66,36.586052,o3_sim_66,39.7296982,-105.3079987
o3_sim_67,34.822765,o3_sim_67,39.7296982,-105.4110031
o3_sim_68,17.802145,o3_sim_68,39.7296982,-105.5139999
o3_sim_69,45.55579,o3_sim_69,39.7296982,-105.6169968
o3_sim_70,37.83055,o3_sim_70,39.7296982,-105.7200012
o3_sim_71,38.528706,o3_sim_71,39.8328018,-104.3799973
o3_sim_72,38.09951,o3_sim_72,39.8328018,-104.4830017
o3_sim_73,39.381298,o3_sim_73,39.8328018,-104.5859985
o3_sim_74,39.49282,o3_sim_74,39.8328018,-104.6900024
o3_sim_75,36.84498,o3_sim_75,39.8328018,-104.7929993
o3_sim_76,35.372566,o3_sim_76,39.8328018,-104.8960037
o3_sim_77,30.564245,o3_sim_77,39.8328018,-104.9990005
o3_sim_78,33.275,o3_sim_78,39.8328018,-105.1019974
o3_sim_79,37.3847,o3_sim_79,39.8328018,-105.2050018
o3_sim_80,34.7842,o3_sim_80,39.8328018,-105.3079987
o3_sim_81,40.59495,o3_sim_81,39.8328018,-105.4110031
o3_sim_82,38.27104,o3_sim_82,39.8328018,-105.5139999
o3_sim_83,32.012634,o3_sim_83,39.8328018,-105.6169968
o3_sim_84,46.050987,o3_sim_84,39.8328018,-105.7200012
o3_sim_85,37.508286,o3_sim_85,39.9359016,-104.3799973
o3_sim_86,37.47044,o3_sim_86,39.9359016,-104.4830017
o3_sim_87,39.33078,o3_sim_87,39.9359016,-104.5859985
o3_sim_88,38.55211,o3_sim_88,39.9359016,-104.6900024
o3_sim_89,36.69912,o3_sim_89,39.9359016,-104.7929993
o3_sim_90,37.055622,o3_sim_90,39.9359016,-104.8960037
o3_sim_91,28.430769,o3_sim_91,39.9359016,-104.9990005
o3_sim_92,31.99901,o3_sim_92,39.9359016,-105.1019974
o3_sim_93,38.274574,o3_sim_93,39.9359016,-105.2050018
o3_sim_94,34.48078,o3_sim_94,39.9359016,-105.3079987
o3_sim_95,33.57666,o3_sim_95,39.9359016,-105.4110031
o3_sim_96,41.276245,o3_sim_96,39.9359016,-105.5139999
o3_sim_97,36.45095,o3_sim_97,39.9359016,-105.6169968
o3_sim_98,40.084335,o3_sim_98,39.9359016,-105.7200012
o3_sim_99,37.16137,o3_sim_99,40.0390015,-104.3799973
o3_sim_100,36.629818,o3_sim_100,40.0390015,-104.4830017
o3_sim_101,37.096146,o3_sim_101,40.0390015,-104.5859985
o3_sim_102,37.149555,o3_sim_102,40.0390015,-104.6900024
o3_sim_103,36.35453,o3_sim_103,40.0390015,-104.7929993
o3_sim_104,36.023327,o3_sim_104,40.0390015,-104.8960037
o3_sim_105,35.60532,o3_sim_105,40.0390015,-104.9990005
o3_sim_106,35.391277,o3_sim_106,40.0390015,-105.1019974
o3_sim_107,36.101845,o3_sim_107,40.0390015,-105.2050018
o3_sim_108,33.739544,o3_sim_108,40.0390015,-105.3079987
o3_sim_109,34.674465,o3_sim_109,40.0390015,-105.4110031
o3_sim_110,42.445076,o3_sim_110,40.0390015,-105.5139999
o3_sim_111,31.501352,o3_sim_111,40.0390015,-105.6169968
o3_sim_112,40.90684,o3_sim_112,40.0390015,-105.7200012
o3_sim_113,36.346016,o3_sim_113,40.1421013,-104.3799973
o3_sim_114,37.541695,o3_sim_114,40.1421013,-104.4830017
o3_sim_115,36.874588,o3_sim_115,40.1421013,-104.5859985
o3_sim_116,36.94536,o3_sim_116,40.1421013,-104.6900024
