,o3,site,latitude,longitude
o3_sim_Evergreen_1_,22.852488,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,44.662273,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,33.375633,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,24.800518,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,41.398228,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,45.419704,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,35.776257,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,39.35164,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,31.506378,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,45.12562,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,34.92215,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,43.624386,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,41.95723,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,43.090405,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,42.47796,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,39.45356,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,39.28547,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,37.585625,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,33.423344,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,35.371777,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,32.08454,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,38.28287,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,33.713303,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,43.808746,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,46.132847,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,43.37858,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,45.647602,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,42.93627,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,41.257664,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,38.787796,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,38.1676,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,35.29597,o3_sim_20,39.4205017,-104.8960037
