,o3,site,latitude,longitude
o3_sim_Evergreen_1_,47.31024,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,51.379868,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,36.183628,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,47.676918,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,48.91552,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,59.92855,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,49.38579,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,56.76406,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,45.07483,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,47.099094,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,54.038002,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,40.246838,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,37.63535,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,42.928677,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,41.244335,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,38.063694,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,37.240074,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,39.196472,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,32.760338,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,37.574173,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,34.844673,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,37.919765,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,34.70112,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,40.707058,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,43.954075,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,42.9249,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,41.773155,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,40.895447,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,38.92903,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,35.571396,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,37.861183,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,32.410122,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,35.245445,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,34.482338,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,31.565577,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,32.9055,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,30.667046,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,40.44381,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,42.35613,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,45.207504,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,39.0528,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,39.824642,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,40.59597,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,36.973186,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,33.307007,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,33.65623,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,33.69736,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,34.845234,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,37.93881,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,42.012516,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,35.815796,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,34.45082,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,38.084568,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,39.699833,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,39.63933,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,39.665855,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,36.972862,o3_sim_45,39.6265984,-104.5859985
o3_sim_46,33.411793,o3_sim_46,39.6265984,-104.6900024
o3_sim_47,32.652462,o3_sim_47,39.6265984,-104.7929993
o3_sim_48,28.964066,o3_sim_48,39.6265984,-104.8960037
o3_sim_49,26.704245,o3_sim_49,39.6265984,-104.9990005
o3_sim_50,32.418503,o3_sim_50,39.6265984,-105.1019974
o3_sim_51,31.568686,o3_sim_51,39.6265984,-105.2050018
o3_sim_52,39.74507,o3_sim_52,39.6265984,-105.3079987
o3_sim_53,30.557114,o3_sim_53,39.6265984,-105.4110031
o3_sim_54,33.84369,o3_sim_54,39.6265984,-105.5139999
o3_sim_55,41.43268,o3_sim_55,39.6265984,-105.6169968
o3_sim_56,43.69314,o3_sim_56,39.6265984,-105.7200012
o3_sim_57,37.427647,o3_sim_57,39.7296982,-104.3799973
o3_sim_58,36.47917,o3_sim_58,39.7296982,-104.4830017
o3_sim_59,36.3494,o3_sim_59,39.7296982,-104.5859985
o3_sim_60,36.394493,o3_sim_60,39.7296982,-104.6900024
o3_sim_61,30.571117,o3_sim_61,39.7296982,-104.7929993
o3_sim_62,33.485542,o3_sim_62,39.7296982,-104.8960037
o3_sim_63,22.190353,o3_sim_63,39.7296982,-104.9990005
o3_sim_64,31.07962,o3_sim_64,39.7296982,-105.1019974
o3_sim_65,27.937468,o3_sim_65,39.7296982,-105.2050018
o3_sim_66,37.44475,o3_sim_66,39.7296982,-105.3079987
o3_sim_67,32.200653,o3_sim_67,39.7296982,-105.4110031
o3_sim_68,25.232817,o3_sim_68,39.7296982,-105.5139999
o3_sim_69,39.85307,o3_sim_69,39.7296982,-105.6169968
o3_sim_70,35.320057,o3_sim_70,39.7296982,-105.7200012
o3_sim_71,36.42737,o3_sim_71,39.8328018,-104.3799973
o3_sim_72,35.90517,o3_sim_72,39.8328018,-104.4830017
o3_sim_73,35.88564,o3_sim_73,39.8328018,-104.5859985
o3_sim_74,35.318424,o3_sim_74,39.8328018,-104.6900024
o3_sim_75,34.510487,o3_sim_75,39.8328018,-104.7929993
o3_sim_76,33.24842,o3_sim_76,39.8328018,-104.8960037
o3_sim_77,27.25115,o3_sim_77,39.8328018,-104.9990005
o3_sim_78,33.364563,o3_sim_78,39.8328018,-105.1019974
o3_sim_79,34.48803,o3_sim_79,39.8328018,-105.2050018
o3_sim_80,34.207306,o3_sim_80,39.8328018,-105.3079987
o3_sim_81,41.781906,o3_sim_81,39.8328018,-105.4110031
o3_sim_82,37.468575,o3_sim_82,39.8328018,-105.5139999
o3_sim_83,36.49935,o3_sim_83,39.8328018,-105.6169968
o3_sim_84,47.716274,o3_sim_84,39.8328018,-105.7200012
o3_sim_85,35.988018,o3_sim_85,39.9359016,-104.3799973
o3_sim_86,36.674294,o3_sim_86,39.9359016,-104.4830017
o3_sim_87,35.399765,o3_sim_87,39.9359016,-104.5859985
o3_sim_88,34.754906,o3_sim_88,39.9359016,-104.6900024
o3_sim_89,33.624092,o3_sim_89,39.9359016,-104.7929993
o3_sim_90,33.407013,o3_sim_90,39.9359016,-104.8960037
o3_sim_91,26.986057,o3_sim_91,39.9359016,-104.9990005
o3_sim_92,32.248512,o3_sim_92,39.9359016,-105.1019974
o3_sim_93,36.105247,o3_sim_93,39.9359016,-105.2050018
o3_sim_94,35.61793,o3_sim_94,39.9359016,-105.3079987
o3_sim_95,36.14203,o3_sim_95,39.9359016,-105.4110031
o3_sim_96,40.65048,o3_sim_96,39.9359016,-105.5139999
o3_sim_97,36.616985,o3_sim_97,39.9359016,-105.6169968
o3_sim_98,50.685352,o3_sim_98,39.9359016,-105.7200012
o3_sim_99,36.18746,o3_sim_99,40.0390015,-104.3799973
o3_sim_100,36.422585,o3_sim_100,40.0390015,-104.4830017
o3_sim_101,35.048706,o3_sim_101,40.0390015,-104.5859985
o3_sim_102,34.285038,o3_sim_102,40.0390015,-104.6900024
o3_sim_103,33.41455,o3_sim_103,40.0390015,-104.7929993
o3_sim_104,35.393246,o3_sim_104,40.0390015,-104.8960037
o3_sim_105,35.314026,o3_sim_105,40.0390015,-104.9990005
o3_sim_106,34.517174,o3_sim_106,40.0390015,-105.1019974
o3_sim_107,35.1126,o3_sim_107,40.0390015,-105.2050018
o3_sim_108,28.874935,o3_sim_108,40.0390015,-105.3079987
o3_sim_109,33.31707,o3_sim_109,40.0390015,-105.4110031
o3_sim_110,37.723545,o3_sim_110,40.0390015,-105.5139999
o3_sim_111,34.80489,o3_sim_111,40.0390015,-105.6169968
o3_sim_112,40.679672,o3_sim_112,40.0390015,-105.7200012
o3_sim_113,35.210426,o3_sim_113,40.1421013,-104.3799973
o3_sim_114,35.081963,o3_sim_114,40.1421013,-104.4830017
o3_sim_115,34.534714,o3_sim_115,40.1421013,-104.5859985
o3_sim_116,34.16594,o3_sim_116,40.1421013,-104.6900024
o3_sim_117,33.92475,o3_sim_117,40.1421013,-104.7929993
o3_sim_118,34.113434,o3_sim_118,40.1421013,-104.8960037
o3_sim_119,34.17965,o3_sim_119,40.1421013,-104.9990005
o3_sim_120,33.888573,o3_sim_120,40.1421013,-105.1019974
o3_sim_121,35.209763,o3_sim_121,40.1421013,-105.2050018
o3_sim_122,30.432861,o3_sim_122,40.1421013,-105.3079987
o3_sim_123,39.085117,o3_sim_123,40.1421013,-105.4110031
o3_sim_124,40.49799,o3_sim_124,40.1421013,-105.5139999
o3_sim_125,41.76148,o3_sim_125,40.1421013,-105.6169968
o3_sim_126,42.586857,o3_sim_126,40.1421013,-105.7200012
o3_sim_127,35.971497,o3_sim_127,40.2452011,-104.3799973
o3_sim_128,34.5884,o3_sim_128,40.2452011,-104.4830017
o3_sim_129,35.508194,o3_sim_129,40.2452011,-104.5859985
o3_sim_130,34.6285,o3_sim_130,40.2452011,-104.6900024
o3_sim_131,33.986065,o3_sim_131,40.2452011,-104.7929993
o3_sim_132,34.76406,o3_sim_132,40.2452011,-104.8960037
o3_sim_133,35.12941,o3_sim_133,40.2452011,-104.9990005
o3_sim_134,35.03762,o3_sim_134,40.2452011,-105.1019974
o3_sim_135,35.94778,o3_sim_135,40.2452011,-105.2050018
o3_sim_136,30.200153,o3_sim_136,40.2452011,-105.3079987
o3_sim_137,28.59158,o3_sim_137,40.2452011,-105.4110031
o3_sim_138,35.72148,o3_sim_138,40.2452011,-105.5139999
o3_sim_139,41.144436,o3_sim_139,40.2452011,-105.6169968
