,o3,site,latitude,longitude
o3_sim_Evergreen_1_,46.723804,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,42.290913,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,45.269512,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,49.24454,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,50.117435,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,49.51096,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,48.43028,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,54.19908,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,48.963142,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,46.19742,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,48.192944,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,44.27384,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,42.10778,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,42.89777,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,43.348846,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,42.89762,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,43.40708,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,45.97213,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,44.021313,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,36.88775,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,43.237312,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,38.61145,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,40.77732,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,47.49304,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,51.62468,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,47.472588,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,41.814144,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,43.71331,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,42.898853,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,42.370056,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,45.460083,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,44.140854,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,42.48704,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,37.787354,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,44.652767,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,42.552666,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,42.780663,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,42.178303,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,50.25427,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,45.669228,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,40.086243,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,42.384148,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,43.38076,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,43.598515,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,48.027615,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,48.989643,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,50.8818,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,43.960148,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,40.081383,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,43.717205,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,42.071148,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,38.13832,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,47.758877,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,48.484097,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,41.954903,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,42.95943,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,44.24409,o3_sim_45,39.6265984,-104.5859985
o3_sim_46,44.94568,o3_sim_46,39.6265984,-104.6900024
o3_sim_47,47.780697,o3_sim_47,39.6265984,-104.7929993
o3_sim_48,47.91445,o3_sim_48,39.6265984,-104.8960037
o3_sim_49,48.57704,o3_sim_49,39.6265984,-104.9990005
o3_sim_50,49.54931,o3_sim_50,39.6265984,-105.1019974
o3_sim_51,39.112366,o3_sim_51,39.6265984,-105.2050018
o3_sim_52,39.642735,o3_sim_52,39.6265984,-105.3079987
o3_sim_53,40.96536,o3_sim_53,39.6265984,-105.4110031
o3_sim_54,38.886395,o3_sim_54,39.6265984,-105.5139999
o3_sim_55,39.123615,o3_sim_55,39.6265984,-105.6169968
o3_sim_56,48.84623,o3_sim_56,39.6265984,-105.7200012
o3_sim_57,40.692776,o3_sim_57,39.7296982,-104.3799973
o3_sim_58,43.777473,o3_sim_58,39.7296982,-104.4830017
o3_sim_59,45.347958,o3_sim_59,39.7296982,-104.5859985
o3_sim_60,47.670372,o3_sim_60,39.7296982,-104.6900024
o3_sim_61,45.9061,o3_sim_61,39.7296982,-104.7929993
o3_sim_62,43.54724,o3_sim_62,39.7296982,-104.8960037
o3_sim_63,42.60529,o3_sim_63,39.7296982,-104.9990005
o3_sim_64,49.333138,o3_sim_64,39.7296982,-105.1019974
o3_sim_65,48.912106,o3_sim_65,39.7296982,-105.2050018
o3_sim_66,40.421936,o3_sim_66,39.7296982,-105.3079987
o3_sim_67,46.03486,o3_sim_67,39.7296982,-105.4110031
o3_sim_68,30.624367,o3_sim_68,39.7296982,-105.5139999
o3_sim_69,44.6453,o3_sim_69,39.7296982,-105.6169968
o3_sim_70,39.612328,o3_sim_70,39.7296982,-105.7200012
o3_sim_71,42.64437,o3_sim_71,39.8328018,-104.3799973
o3_sim_72,43.413177,o3_sim_72,39.8328018,-104.4830017
o3_sim_73,43.352615,o3_sim_73,39.8328018,-104.5859985
o3_sim_74,46.489716,o3_sim_74,39.8328018,-104.6900024
o3_sim_75,43.40817,o3_sim_75,39.8328018,-104.7929993
o3_sim_76,43.910866,o3_sim_76,39.8328018,-104.8960037
o3_sim_77,40.281994,o3_sim_77,39.8328018,-104.9990005
o3_sim_78,47.0182,o3_sim_78,39.8328018,-105.1019974
o3_sim_79,46.242058,o3_sim_79,39.8328018,-105.2050018
o3_sim_80,44.118206,o3_sim_80,39.8328018,-105.3079987
o3_sim_81,47.467392,o3_sim_81,39.8328018,-105.4110031
o3_sim_82,44.01762,o3_sim_82,39.8328018,-105.5139999
o3_sim_83,32.888634,o3_sim_83,39.8328018,-105.6169968
o3_sim_84,40.19425,o3_sim_84,39.8328018,-105.7200012
o3_sim_85,41.03374,o3_sim_85,39.9359016,-104.3799973
o3_sim_86,40.80597,o3_sim_86,39.9359016,-104.4830017
o3_sim_87,44.20684,o3_sim_87,39.9359016,-104.5859985
o3_sim_88,45.471134,o3_sim_88,39.9359016,-104.6900024
o3_sim_89,41.727238,o3_sim_89,39.9359016,-104.7929993
o3_sim_90,44.830883,o3_sim_90,39.9359016,-104.8960037
